method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-generic,2020-07-05 20:52:13.149375,25.10178611604294,0.04910891089108911,0.11683168316831684,0.01505367702180476,0.02083320305161801,0.02596822891626305,1.0,15.25545558860586,0.04512635379061372,0.11913357400722022,0.010660420550697906,0.014835713419468077,0.020879595361460647,1.0
OURS,2.0,MARC-generic,2020-07-05 20:52:20.009922,10.620475557912695,0.060198019801980196,0.13663366336633664,0.012024267479674194,0.010154114661488264,0.028183503735926776,1.0,7.283459505019205,0.05956678700361011,0.14259927797833935,0.017115546204686166,0.021082187509461114,0.026677769553417222,1.0
OURS,3.0,MARC-generic,2020-07-05 20:52:26.811003,6.092709816847697,0.09980198019801981,0.2079207920792079,0.031325104161004605,0.03110590145111715,0.05648507166953028,1.0,5.23648121554929,0.09025270758122744,0.21660649819494585,0.026754280534070255,0.027155588404150985,0.04479397976807303,1.0
OURS,4.0,MARC-generic,2020-07-05 20:52:33.699157,4.853174730621943,0.15524752475247525,0.3449504950495049,0.05781887458460194,0.09975106448643076,0.10031955896381968,1.0,4.384585239396629,0.14981949458483754,0.2996389891696751,0.048951560481867086,0.05002856604138133,0.09086479151245991,1.0
OURS,5.0,MARC-generic,2020-07-05 20:52:40.482671,4.3225022253659695,0.24396039603960396,0.49544554455445544,0.13137503135434206,0.18886935682475292,0.18165761677766398,1.0,3.949798489305517,0.2075812274368231,0.4314079422382672,0.10059112517115028,0.10271544398227146,0.14678016284233902,1.0
OURS,6.0,MARC-generic,2020-07-05 20:52:47.208141,3.9754027556428815,0.3417821782178218,0.6154455445544554,0.22373813426102915,0.29139528904048656,0.2694372830187468,1.0,3.6184573758810434,0.29061371841155237,0.5234657039711191,0.15926541441696726,0.15832215092549715,0.21422403158154457,1.0
OURS,7.0,MARC-generic,2020-07-05 20:52:54.049020,3.673237160031158,0.4297029702970297,0.7037623762376237,0.3183009257368227,0.4236166235318935,0.36453118819942587,1.0,3.361354278743482,0.3447653429602888,0.6137184115523465,0.22694215454838126,0.2374092690632096,0.2794103133481372,1.0
OURS,8.0,MARC-generic,2020-07-05 20:53:00.954367,3.439492243776227,0.5001980198019802,0.7643564356435644,0.3994027331609312,0.501354225604613,0.4346857230228567,1.0,3.155730572848544,0.3844765342960289,0.6624548736462094,0.27648969181396715,0.28776617655770353,0.3249259807549963,1.0
OURS,9.0,MARC-generic,2020-07-05 20:53:07.893451,3.212250699335986,0.5683168316831683,0.8043564356435644,0.48832671010408185,0.5820387293072037,0.5108775573272573,1.0,2.9296346037826813,0.45306859205776173,0.703971119133574,0.3444685556613884,0.3523679831969988,0.39169750801875153,1.0
OURS,10.0,MARC-generic,2020-07-05 20:53:14.700636,3.025224129799569,0.6067326732673267,0.8431683168316831,0.5364777288389846,0.6500583719413203,0.5534870826759034,1.0,2.774433239272355,0.4657039711191336,0.7436823104693141,0.3592390230333572,0.3773775216541783,0.3999074759437453,1.0
OURS,11.0,MARC-generic,2020-07-05 20:53:21.433698,2.804038875787565,0.6697029702970297,0.8677227722772277,0.6143195924568776,0.6979637259423084,0.6227454912238722,1.0,2.5775898079579487,0.4981949458483754,0.7707581227436823,0.3966520790283428,0.4099409539290673,0.4392733777448803,1.0
OURS,12.0,MARC-generic,2020-07-05 20:53:28.332519,2.6398796852036277,0.697029702970297,0.8788118811881188,0.6438549318096717,0.7233607239598557,0.6577769928951027,1.0,2.4562867746456436,0.5505415162454874,0.7851985559566786,0.46735212560458395,0.4985890045475538,0.5005057981741919,1.0
OURS,13.0,MARC-generic,2020-07-05 20:53:35.163620,2.534721374700565,0.7168316831683168,0.8966336633663367,0.6682506088338671,0.7358538116883058,0.679370124631178,1.0,2.323578438603921,0.575812274368231,0.8032490974729242,0.5006029951625807,0.5320721161394736,0.534912410560079,1.0
OURS,14.0,MARC-generic,2020-07-05 20:53:41.949442,2.4241877894826453,0.744950495049505,0.9184158415841585,0.7098738701862224,0.784957898463648,0.7114795546515326,1.0,2.2365213240957433,0.6010830324909747,0.8194945848375451,0.5275830674794405,0.5494998165334952,0.559906242289662,1.0
