method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-05 16:52:32.318108,20.40877709064401,0.0974433188615533,0.2858176555716353,0.04659598258505645,0.0571191152752162,0.06520970150765384,1.0,9.251265071955961,0.08960270498732037,0.2578191039729501,0.04256965625352277,0.043438132469249546,0.06167460317460318,1.0
OURS,2.0,MARC-geo_only,2020-07-05 16:52:35.007549,6.429999503776525,0.2645923781958514,0.4980704293294742,0.14859416332293104,0.16728181618174304,0.183125219148682,1.0,4.511012263551971,0.2451394759087067,0.4716821639898563,0.14057645304417737,0.15135080748593074,0.17658333333333334,1.0
OURS,3.0,MARC-geo_only,2020-07-05 16:52:37.668842,4.291385892158652,0.41316931982633864,0.650506512301013,0.273518885330104,0.3092875603830315,0.31411526435207576,1.0,3.3418733011537554,0.3972950126796281,0.6145393068469992,0.26699480154665245,0.2796832671709477,0.31446825396825395,1.0
OURS,4.0,MARC-geo_only,2020-07-05 16:52:40.357639,3.5753613581015644,0.5144717800289436,0.7547033285094067,0.37758202028445625,0.41110880193169863,0.42072777974255643,1.0,2.7021646666909716,0.4885883347421809,0.7235841081994928,0.3598724972412025,0.36791966886376715,0.4080767195767196,1.0
OURS,5.0,MARC-geo_only,2020-07-05 16:52:43.048027,3.070427616494782,0.6008200675349735,0.8183791606367583,0.4914040082830057,0.5297381794668942,0.5246768121065531,1.0,2.293981419512506,0.5739644970414202,0.7785291631445478,0.4722977372486983,0.4820332193612928,0.5125714285714285,1.0
OURS,6.0,MARC-geo_only,2020-07-05 16:52:45.723682,2.7158576767052423,0.6495417269657501,0.8555233960443801,0.5583392505376943,0.605166195872732,0.5837684356093469,1.0,2.020847717383506,0.6086221470836856,0.819949281487743,0.5184947428607264,0.5296107673949494,0.5542089947089947,1.0
OURS,7.0,MARC-geo_only,2020-07-05 16:52:48.445127,2.4288283339802677,0.7088760250844187,0.8748191027496383,0.6343795819771287,0.6793222476859506,0.6547778369495922,1.0,1.8011306666360503,0.6593406593406593,0.8360101437024514,0.5717876092357428,0.5800343686419986,0.6046600529100529,1.0
OURS,8.0,MARC-geo_only,2020-07-05 16:52:51.220053,2.212927534680291,0.7390255668113844,0.8974915581283165,0.6824286002510739,0.7366890780494816,0.6956472123728635,1.0,1.646362908291595,0.6973795435333897,0.8512256973795436,0.6337405668904146,0.6615763242393676,0.6530767195767195,1.0
OURS,9.0,MARC-geo_only,2020-07-05 16:52:53.940383,2.00158882704669,0.7590448625180898,0.91365171249397,0.7112937262059249,0.7687189569390027,0.721824565484422,1.0,1.540675803351382,0.7185122569737954,0.8630600169061707,0.655424464399668,0.6710288149816014,0.6799814814814815,1.0
OURS,10.0,MARC-geo_only,2020-07-05 16:52:56.631442,1.8894460365729693,0.7812349252291365,0.9211287988422576,0.7390078677735319,0.7869845926280601,0.7494548678029767,1.0,1.4444082830280747,0.7371090448013525,0.874894336432798,0.6856258548367805,0.7049119673257848,0.704584656084656,1.0
OURS,11.0,MARC-geo_only,2020-07-05 16:52:59.413511,1.8037839688601496,0.7875060299083454,0.9261939218523878,0.7486625281136817,0.807711805948314,0.7547196173065678,1.0,1.3873878570300284,0.7438715131022823,0.8833474218089603,0.6949095210620543,0.7287759217536476,0.7083796296296295,1.0
OURS,12.0,MARC-geo_only,2020-07-05 16:53:02.187394,1.7037525437502716,0.8109020742884708,0.9336710082006754,0.775380113478756,0.8281921574937178,0.7804509819327742,1.0,1.3317429961940543,0.7531699070160609,0.8867286559594252,0.7050607689495045,0.7301000412126574,0.7190939153439153,1.0
