method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-specific,2020-07-05 16:36:22.914126,15.594003050198477,0.45763508222396243,0.6435395458104933,0.24493515082423112,0.2680359371911161,0.2859142761525685,1.0,4.680558118407723,0.45543905635648757,0.6395806028833552,0.23362990293314592,0.24407007871496206,0.2756086228586229,1.0
OURS,2.0,MARC-specific,2020-07-05 16:36:28.777623,3.3133719428405226,0.7985904463586531,0.9091620986687549,0.6650370076421304,0.7076748113714664,0.6794669354640583,1.0,1.5735155158086653,0.7857142857142857,0.8990825688073395,0.6322439293100349,0.6491883655289113,0.6521081511081511,1.0
OURS,3.0,MARC-specific,2020-07-05 16:36:34.716604,1.7185886141464126,0.9101018010963196,0.9644479248238058,0.8626377742404683,0.8924746025610822,0.8650717214914194,1.0,0.8441310135127676,0.8964613368283093,0.9593709043250328,0.8313037522895738,0.8495828767752142,0.8390113867613868,1.0
OURS,4.0,MARC-specific,2020-07-05 16:36:40.608721,1.036163856372669,0.944714173844949,0.9787000783085357,0.9260857132969881,0.9420669816091549,0.9250146908516279,1.0,0.5518092222482474,0.9311926605504587,0.973132372214941,0.9067453751641646,0.930044958309664,0.9052496022496022,1.0
OURS,5.0,MARC-specific,2020-07-05 16:36:46.534911,0.7341943008599099,0.9558339859044636,0.9833985904463587,0.9419942782496334,0.9475639462439948,0.9426893854678711,1.0,0.4587478508408698,0.9410222804718218,0.9737876802096985,0.9206737943619623,0.9363459655812596,0.9223116513116513,1.0
OURS,6.0,MARC-specific,2020-07-05 16:36:52.456258,0.5701775341735935,0.9636648394675019,0.9860610806577917,0.9512200860860237,0.9547061398933666,0.9525551137801449,1.0,0.3868071838217357,0.9462647444298821,0.9790301441677588,0.9280138487203076,0.9404210881710882,0.9298001073001073,1.0
OURS,7.0,MARC-specific,2020-07-05 16:36:58.411920,0.4579434048877438,0.968989819890368,0.9890368050117463,0.9552828867067069,0.9629557904670681,0.955297500777649,1.0,0.3496151602635377,0.9501965923984272,0.9796854521625163,0.9302178700234557,0.9398974821474823,0.9326716801716802,1.0
OURS,8.0,MARC-specific,2020-07-05 16:37:04.348445,0.3964882185474073,0.972435395458105,0.9891934220830071,0.9632305689877474,0.9680601131721002,0.9649320771447684,1.0,0.3225419360407058,0.9541284403669725,0.9803407601572739,0.9372767015304235,0.9459915177415178,0.9398397898397898,1.0
OURS,9.0,MARC-specific,2020-07-05 16:37:10.329575,0.3327424220863318,0.9746280344557556,0.9916992952231793,0.9620736267842308,0.9632378536037652,0.9646529007416694,1.0,0.3073764757044506,0.9521625163826999,0.9803407601572739,0.9366480113101427,0.9459570742719828,0.9410050135050134,0.0
OURS,10.0,MARC-specific,2020-07-05 16:37:16.282044,0.3046363813809893,0.9722787783868442,0.9926389976507439,0.9648991818629622,0.9738494687072222,0.9656047856794536,0.0,0.30076399806833204,0.9541284403669725,0.9829619921363041,0.9402096695427201,0.9507291069364241,0.9430264180264181,0.0
OURS,11.0,MARC-specific,2020-07-05 16:37:22.212741,0.2756323022355115,0.9780736100234926,0.9938919342208301,0.9667762617171123,0.9729791532254832,0.9678830262803687,1.0,0.29261812290389133,0.9613368283093053,0.9842726081258192,0.9445523148251285,0.9506328540740306,0.9480685055685054,1.0
OURS,12.0,MARC-specific,2020-07-05 16:37:28.068037,0.2543149465495194,0.9807361002349256,0.9967110415035239,0.9712864392085756,0.9785970372572895,0.9719444783941463,1.0,0.27750552581381516,0.9593709043250328,0.9842726081258192,0.9444743280564613,0.9526893601893601,0.9472351722351723,0.0
OURS,13.0,MARC-specific,2020-07-05 16:37:34.006296,0.2258009423337696,0.9866875489428347,0.9984338292873923,0.9814311253814151,0.9878577053496352,0.9812101509261231,1.0,0.2692743742919062,0.9626474442988204,0.9855832241153342,0.9466944303394565,0.9550470917970917,0.9489060476560477,1.0
OURS,14.0,MARC-specific,2020-07-05 16:37:39.871501,0.20668223701189903,0.9893500391542678,0.9984338292873923,0.986864338871719,0.9901121081536383,0.9863479546968161,1.0,0.26696253162692757,0.9613368283093053,0.9849279161205766,0.9463354868138464,0.9540156481805089,0.9487518268768269,0.0
OURS,15.0,MARC-specific,2020-07-05 16:37:45.823264,0.19160546727869412,0.9888801879404855,0.9996867658574785,0.9848546685079895,0.9894000994525189,0.9846474833651604,0.0,0.2636471630353603,0.9606815203145478,0.9855832241153342,0.9460478168088077,0.9537857420357421,0.9494052660302661,0.0
OURS,16.0,MARC-specific,2020-07-05 16:37:51.676051,0.17514670115480593,0.9902897415818325,0.9992169146436961,0.9846558559807841,0.9870697543590158,0.9866090951199482,1.0,0.27776181593361565,0.9600262123197904,0.9836173001310616,0.9454640906766042,0.9515031537090359,0.948691401191401,0.0
OURS,17.0,MARC-specific,2020-07-05 16:37:57.611176,0.16661530603350563,0.9938919342208301,0.9996867658574785,0.9931808564294454,0.9959388972560226,0.992521804391353,1.0,0.2733690413410823,0.9593709043250328,0.9855832241153342,0.9452828336829296,0.954034643134643,0.9473846431346431,0.0
OURS,18.0,MARC-specific,2020-07-05 16:38:03.588234,0.15354400707486093,0.9956147220046985,0.9998433829287392,0.9951319291962598,0.9974275310966959,0.9952877027372741,1.0,0.2679706917755882,0.9593709043250328,0.9875491480996068,0.949202337058271,0.9599538517038517,0.9500976060976062,0.0
OURS,19.0,MARC-specific,2020-07-05 16:38:09.637967,0.145490362416419,0.9960845732184808,1.0,0.9950322719330142,0.9947916412291412,0.995618453399563,1.0,0.26058783421236753,0.9626474442988204,0.9855832241153342,0.9529171491602145,0.9641597824833119,0.9535633348133348,0.0
OURS,20.0,MARC-specific,2020-07-05 16:38:15.509699,0.1350965920937836,0.9962411902897416,1.0,0.9952219486301328,0.9950114468864469,0.9957500309674223,1.0,0.25855361722985853,0.9619921363040629,0.9849279161205766,0.9514251468614012,0.9583021145521146,0.9537133468383467,0.0
OURS,21.0,MARC-specific,2020-07-05 16:38:21.452219,0.12663935042375127,0.9968676585747847,1.0,0.9974128710621346,0.9978134124862066,0.9977023995826813,1.0,0.2585018486233714,0.9600262123197904,0.9862385321100917,0.9520409983969322,0.9588957226983543,0.953560569060569,0.0
OURS,22.0,MARC-specific,2020-07-05 16:38:27.384623,0.1221590882927156,0.9963978073610024,1.0,0.9957005950140403,0.9951536098310292,0.996525821596244,0.0,0.2577387942672557,0.963302752293578,0.9849279161205766,0.9509925511919634,0.9577047221784064,0.9540296046546046,1.0
OURS,23.0,MARC-specific,2020-07-05 16:38:33.332968,0.11603246608234143,0.9965544244322632,1.0,0.9955922997604839,0.9953191137566136,0.9961513687600643,0.0,0.2562864318704855,0.9626474442988204,0.9862385321100917,0.9517323994509551,0.9586912531912531,0.952987937987938,0.0
