method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-05 16:07:57.667817,15.682296050481714,0.36021926389976505,0.5398590446358653,0.16901911550380622,0.18257125646450292,0.20794012857884717,1.0,5.1009477137894335,0.3584534731323722,0.5347313237221494,0.16647896617780641,0.17268810997494144,0.20440617715617718,1.0
OURS,2.0,MARC-geo_only,2020-07-05 16:08:01.734675,3.9651260984998804,0.6274079874706343,0.8144087705559906,0.42511097861126584,0.4434985644021876,0.46331361044196606,1.0,2.316492324419134,0.627129750982962,0.8138925294888598,0.4217425461438318,0.42977834401017084,0.46049253061753065,1.0
OURS,3.0,MARC-geo_only,2020-07-05 16:08:05.928047,2.5686017464732602,0.7805794831636649,0.9102584181675802,0.6619009984853135,0.7093393953976292,0.6763550118700524,1.0,1.4672297881440128,0.783748361730013,0.9062909567496723,0.6542107455328511,0.6782224479304166,0.671294696044696,1.0
OURS,4.0,MARC-geo_only,2020-07-05 16:08:09.965881,1.8795936281268448,0.8501174628034456,0.9442443226311668,0.779242656669467,0.8126156412129596,0.7860558713545077,1.0,1.04490119367252,0.8394495412844036,0.9462647444298821,0.7428523027485748,0.7594405834734008,0.7569400183150183,1.0
OURS,5.0,MARC-geo_only,2020-07-05 16:08:14.058352,1.5042043456269505,0.8861393891934221,0.9556773688332029,0.8409883013974037,0.8730177554535646,0.8418750761715686,1.0,0.8264807300986343,0.8794233289646134,0.9541284403669725,0.8257603457452063,0.8509037463695908,0.8278461630961632,1.0
OURS,6.0,MARC-geo_only,2020-07-05 16:08:18.167478,1.2639719952431712,0.9064996084573218,0.9646045418950666,0.8713081306295959,0.8948360056257169,0.871231221487376,1.0,0.7040467808318481,0.8971166448230669,0.9626474442988204,0.8539020280944251,0.8738043744642209,0.8553996142746143,1.0
OURS,7.0,MARC-geo_only,2020-07-05 16:08:22.226328,1.0896549017987591,0.9194988253719656,0.9680501174628034,0.8929109219180152,0.9124397859402874,0.8922049145791232,1.0,0.6192921447722659,0.9056356487549148,0.9639580602883355,0.8713255674655378,0.8923042474126233,0.872017218892219,1.0
OURS,8.0,MARC-geo_only,2020-07-05 16:08:26.424321,0.9596434369064815,0.9245105716523101,0.972435395458105,0.8998900170676132,0.916411604134297,0.9023907412906006,1.0,0.5770458109960018,0.9128440366972477,0.9665792922673656,0.8840391936132879,0.9062354286478675,0.8851739649239649,1.0
OURS,9.0,MARC-geo_only,2020-07-05 16:08:30.528279,0.8616342429173768,0.9314017227877839,0.9740015661707127,0.9081695880388897,0.9213206287987843,0.910696986990827,1.0,0.5395735865495465,0.916775884665793,0.9692005242463958,0.8881676764046337,0.9098413563560622,0.890537962037962,1.0
OURS,10.0,MARC-geo_only,2020-07-05 16:08:34.687345,0.8108951871340967,0.9337509788566953,0.9754111198120595,0.9145493796408372,0.9256846799779428,0.9163808210817562,1.0,0.5057584964432222,0.9200524246395806,0.973132372214941,0.8956653217649955,0.9154033697783698,0.8964710428460428,1.0
