method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-05 17:07:54.398392,20.156617502492676,0.09479117785077429,0.24800563115908025,0.04411411334394345,0.0575755796603298,0.06050432886921177,1.0,8.92726655708034,0.08153701968134958,0.24835988753514526,0.03421449315444227,0.03731903631174761,0.051658730158730154,1.0
OURS,2.0,MARC-geo_only,2020-07-05 17:07:57.172795,6.313778494401249,0.2705302674800563,0.50938526513374,0.1492626282777508,0.1779665546369858,0.189310710370672,1.0,4.4411378711210645,0.25585754451733833,0.48828491096532334,0.12960431921671534,0.128522987225748,0.17277116402116402,1.0
OURS,3.0,MARC-geo_only,2020-07-05 17:07:59.997532,4.328232803461083,0.40638198029094325,0.677146879399343,0.27483155237056756,0.30531023241760635,0.3194289964512346,1.0,3.242369953895576,0.39456419868791004,0.6579194001874414,0.2578417307804482,0.27360827802348486,0.30434920634920637,1.0
OURS,4.0,MARC-geo_only,2020-07-05 17:08:02.876519,3.550892711412957,0.5452839042702956,0.7667761614265604,0.4291466003832598,0.48910313711337844,0.466828085801102,1.0,2.5566505764618923,0.5257731958762887,0.746954076850984,0.40142502318261675,0.4035328550270435,0.4455092592592592,1.0
OURS,5.0,MARC-geo_only,2020-07-05 17:08:05.780490,3.0319551414640116,0.6220084467386203,0.8193336461755044,0.5369440501520968,0.5981845931261589,0.5619199962436083,1.0,2.1294419129764015,0.6091846298031866,0.8022492970946579,0.5139806885831564,0.5339949973707148,0.5446851851851853,1.0
OURS,6.0,MARC-geo_only,2020-07-05 17:08:08.551624,2.638536199053259,0.678085405912717,0.847724073205068,0.6039465077138421,0.6618865513848708,0.6223491184802182,1.0,1.8542162291670694,0.6616682286785379,0.8322399250234301,0.569276538707842,0.5846055862097052,0.598063492063492,1.0
OURS,7.0,MARC-geo_only,2020-07-05 17:08:11.569375,2.4091869539523114,0.7123416236508682,0.8695448146410136,0.6446757290803368,0.6845759000316242,0.6670000416648711,1.0,1.7027296330622679,0.6935332708528584,0.8509840674789129,0.6162915952917887,0.6295266755518304,0.6444166666666666,1.0
OURS,8.0,MARC-geo_only,2020-07-05 17:08:14.287198,2.1900891484592173,0.7339277334584702,0.8890192397935242,0.6749402951009541,0.7113241494553305,0.693647074691313,1.0,1.5615183969692528,0.7094657919400188,0.8631677600749765,0.6357770752142786,0.6457643775977109,0.6640476190476191,1.0
OURS,9.0,MARC-geo_only,2020-07-05 17:08:17.121539,2.0311664060380523,0.7566870014077898,0.9084936649460347,0.7063183116839702,0.7484017259076912,0.719508333623847,1.0,1.4511468819401034,0.7141518275538894,0.887535145267104,0.6501690203306161,0.6738511267916386,0.6715224867724868,1.0
OURS,10.0,MARC-geo_only,2020-07-05 17:08:20.081082,1.8861489862077732,0.7832003754106054,0.9183481933364618,0.7418628338469706,0.7875613279278496,0.7519801650573471,1.0,1.3554845344495192,0.7375820056232427,0.9053420805998126,0.6764569825026482,0.6925206413956414,0.6989722222222222,1.0
OURS,11.0,MARC-geo_only,2020-07-05 17:08:22.902568,1.7984549233411076,0.7867198498357578,0.9216330361332707,0.7438288381042074,0.7915006814647402,0.754266842370429,1.0,1.2997922981131713,0.7450796626054358,0.9109653233364574,0.6907960516607575,0.7114621601595286,0.7107500000000001,1.0
OURS,12.0,MARC-geo_only,2020-07-05 17:08:25.723864,1.7040197420209744,0.8080713280150165,0.9335992491787893,0.7712760143681413,0.8084965772013696,0.7810691424988181,1.0,1.23186889684636,0.7703842549203374,0.9128397375820057,0.7209480581574741,0.7486116892366892,0.7376851851851851,1.0
