method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-specific,2020-07-05 19:33:28.906651,25.506447373413476,0.06962785114045618,0.19567827130852342,0.020911687955051553,0.032435983265433226,0.039147298496983285,1.0,15.26809960727034,0.06379310344827586,0.17758620689655172,0.019436321081968633,0.02147626452204598,0.035405872193436966,1.0
OURS,2.0,MARC-specific,2020-07-05 19:33:37.173773,10.527804289402223,0.18127250900360145,0.33133253301320525,0.08341006946649744,0.1223717264359275,0.11592327651123523,1.0,6.833814903785442,0.17758620689655172,0.32241379310344825,0.06876715251386051,0.07121568917052737,0.10706883789785344,1.0
OURS,3.0,MARC-specific,2020-07-05 19:33:45.544380,5.562877134496377,0.3401360544217687,0.6002400960384153,0.21739285583319579,0.3002278498079875,0.25219496641545497,1.0,4.163196756099833,0.32068965517241377,0.5396551724137931,0.17947855095008625,0.20493568621380356,0.22092277325437948,1.0
OURS,4.0,MARC-specific,2020-07-05 19:33:53.852900,3.848868913486415,0.6514605842336935,0.8463385354141657,0.5468805535114436,0.6707625861305752,0.5703302159517425,1.0,2.8521199760765863,0.603448275862069,0.7810344827586206,0.46188106787689753,0.4814606016173254,0.5085368862570935,1.0
OURS,5.0,MARC-specific,2020-07-05 19:34:02.144142,2.9123357368879863,0.8407362945178071,0.9479791916766707,0.7949880727684087,0.8706139009373954,0.7929445422001999,1.0,1.9733190400847074,0.7775862068965518,0.9017241379310345,0.7011320806115152,0.7427559127688661,0.7114359733530717,1.0
OURS,6.0,MARC-specific,2020-07-05 19:34:10.543954,2.1212547906354313,0.9483793517406963,0.9859943977591037,0.9361252985103716,0.9594363142290987,0.9311174598708888,1.0,1.3512470290578644,0.9,0.9586206896551724,0.8611892958205057,0.8876490665350769,0.863816925734024,1.0
OURS,7.0,MARC-specific,2020-07-05 19:34:18.772375,1.454178481447358,0.9779911964785915,0.9939975990396158,0.9716546249017854,0.9799122164959563,0.9699684828700375,1.0,0.9168401228970495,0.9310344827586207,0.9672413793103448,0.9079110059908597,0.9320626696274366,0.9089810017271157,1.0
OURS,8.0,MARC-specific,2020-07-05 19:34:27.075726,1.071689921600812,0.9935974389755903,0.9987995198079231,0.9921355950948415,0.994018180109351,0.9916977323194939,1.0,0.6887391754265489,0.9534482758620689,0.9758620689655172,0.9394438657620614,0.9584423061106998,0.9406735751295338,1.0
OURS,9.0,MARC-specific,2020-07-05 19:34:35.391478,0.6858397359822263,0.9967987194877951,0.9991996798719488,0.9963759017283017,0.9971075393866504,0.9960171664834877,1.0,0.5057934119783599,0.9637931034482758,0.9810344827586207,0.9517680700551776,0.9682005099103546,0.951208981001727,1.0
OURS,10.0,MARC-specific,2020-07-05 19:34:43.712061,0.5257186944506654,0.9991996798719488,0.9995998399359743,0.998892451302381,0.9989061600460565,0.998992515831894,1.0,0.43948494247321424,0.9637931034482758,0.9827586206896551,0.9486715983058561,0.9613784028291801,0.951208981001727,0.0
