method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-05 18:48:21.492612,25.373111054071106,0.053465346534653464,0.1489108910891089,0.014527651489911595,0.023426729733431573,0.034457368393773405,1.0,15.244223357107666,0.048736462093862815,0.14981949458483754,0.015372232637507987,0.016606368124069938,0.02828151986183074,1.0
OURS,2.0,MARC-geo_only,2020-07-05 18:48:25.521990,10.57062680159465,0.09584158415841584,0.2396039603960396,0.03787510641988115,0.053215717727113705,0.060475146844524014,1.0,7.000136843657235,0.11371841155234658,0.22563176895306858,0.04376004841792853,0.053387315104003207,0.06835677276091784,1.0
OURS,3.0,MARC-geo_only,2020-07-05 18:48:29.398862,5.868364132040798,0.16435643564356436,0.3231683168316832,0.0671952193791147,0.09317971786260332,0.0996991776257247,1.0,4.799323613893254,0.1624548736462094,0.30505415162454874,0.05664859429207425,0.057406511361523034,0.09124105600789538,1.0
OURS,4.0,MARC-geo_only,2020-07-05 18:48:33.389611,4.677479422540948,0.2312871287128713,0.47287128712871285,0.11693496858912518,0.15141557320485796,0.15889163795063738,1.0,4.073377252916137,0.23104693140794225,0.45126353790613716,0.11492110647655998,0.1284660453535301,0.15444115470022204,1.0
OURS,5.0,MARC-geo_only,2020-07-05 18:48:37.346307,4.154520786021015,0.3588118811881188,0.6027722772277228,0.22464566915507267,0.29093347311766543,0.26418449288164436,1.0,3.505954801821106,0.36101083032490977,0.5866425992779783,0.20886873651932872,0.22682484109141746,0.25726622255119663,1.0
OURS,6.0,MARC-geo_only,2020-07-05 18:48:41.242599,3.7170678746818315,0.4594059405940594,0.6867326732673268,0.31910923663257273,0.3836515784010441,0.3608532581598261,1.0,3.0322302446468643,0.4620938628158845,0.6588447653429603,0.3134114578174884,0.32802965600893064,0.36206513693560327,1.0
OURS,7.0,MARC-geo_only,2020-07-05 18:48:45.218130,3.3400468205933525,0.5762376237623762,0.782970297029703,0.44162622884696046,0.5209266934303588,0.48046264081498974,1.0,2.6337788044760804,0.5541516245487365,0.7545126353790613,0.4036234665247001,0.40950012903738114,0.45598322230446575,1.0
OURS,8.0,MARC-geo_only,2020-07-05 18:48:49.042468,3.058092925383313,0.6344554455445545,0.8356435643564356,0.5145168486650894,0.5869224570960521,0.5446631142308614,1.0,2.307425535112512,0.592057761732852,0.8050541516245487,0.44875829866964595,0.4548682991802468,0.4993338267949667,1.0
OURS,9.0,MARC-geo_only,2020-07-05 18:48:52.947793,2.7412134052503228,0.7128712871287128,0.8883168316831683,0.6220283103049888,0.7170749370843945,0.6395347960842481,1.0,1.9955274688638074,0.6552346570397112,0.855595667870036,0.5398895373774663,0.5666874576201002,0.5739082161361955,1.0
OURS,10.0,MARC-geo_only,2020-07-05 18:48:56.895660,2.475721352926575,0.7516831683168317,0.9065346534653466,0.6778122989227531,0.7668686071474686,0.6862586308363084,1.0,1.7851495032706415,0.6859205776173285,0.8826714801444043,0.5836515250809673,0.6124096254925271,0.6138045891931903,1.0
OURS,11.0,MARC-geo_only,2020-07-05 18:49:00.886994,2.269672371798223,0.7881188118811882,0.9227722772277228,0.7288317259302233,0.7941875362815767,0.7345779432587906,1.0,1.6205633852886379,0.7274368231046932,0.8971119133574007,0.6381008476614759,0.6644791449195594,0.6670367628916852,1.0
OURS,12.0,MARC-geo_only,2020-07-05 18:49:04.741003,2.0929773148451702,0.8249504950495049,0.9362376237623763,0.7777553384379745,0.8330836530475605,0.7784361600672474,1.0,1.4302465851126165,0.776173285198556,0.9259927797833934,0.7077659497196225,0.7377765441236943,0.7261904761904762,1.0
OURS,13.0,MARC-geo_only,2020-07-05 18:49:08.713374,1.908120635004327,0.8483168316831683,0.9504950495049505,0.8108558613475677,0.8637011392752406,0.8094055585275022,1.0,1.3065006724333506,0.7996389891696751,0.927797833935018,0.7324321319590525,0.7578592231365774,0.7499383172958303,1.0
OURS,14.0,MARC-geo_only,2020-07-05 18:49:12.734625,1.760419606879206,0.862970297029703,0.9528712871287128,0.8299797523222365,0.8677793110078471,0.8278722663504967,1.0,1.2087308809645338,0.8050541516245487,0.9404332129963899,0.7334228667130221,0.755701537955424,0.755428077966938,1.0
OURS,15.0,MARC-geo_only,2020-07-05 18:49:16.692625,1.6577684201344405,0.8768316831683168,0.9607920792079208,0.8524411522822855,0.8822633788704004,0.850481129611535,1.0,1.1166637576444054,0.8339350180505415,0.944043321299639,0.7837052412181946,0.8203182827535159,0.795275104860597,1.0
OURS,16.0,MARC-geo_only,2020-07-05 18:49:20.678632,1.5219361521465944,0.897029702970297,0.9683168316831683,0.872429241242696,0.8954703196867987,0.8713802411286233,1.0,1.0366932549631553,0.8465703971119134,0.9494584837545126,0.7998958870720528,0.8198865038243277,0.8172958302491982,1.0
OURS,17.0,MARC-geo_only,2020-07-05 18:49:24.848143,1.4416514430659833,0.9065346534653466,0.9699009900990099,0.8860645503857599,0.9039824077676237,0.8849784012133328,1.0,0.9760711644961085,0.855595667870036,0.9494584837545126,0.8156736520954747,0.8423862982153137,0.828213668887244,1.0
OURS,18.0,MARC-geo_only,2020-07-05 18:49:28.829759,1.3465155490554206,0.9152475247524753,0.9726732673267326,0.8976000557920104,0.9145318858669083,0.8960414808821656,1.0,0.92628110186718,0.8628158844765343,0.9512635379061372,0.8230498488270509,0.8426844312854674,0.837157660991858,1.0
OURS,19.0,MARC-geo_only,2020-07-05 18:49:32.839350,1.3028154977005306,0.9156435643564357,0.9766336633663366,0.8981700698835837,0.9130560998136441,0.8961800224516734,1.0,0.8963790471373052,0.8700361010830325,0.9548736462093863,0.8323856051835327,0.8584998766345917,0.843079200592154,1.0
OURS,20.0,MARC-geo_only,2020-07-05 18:49:36.802724,1.2169343549898355,0.9263366336633664,0.979009900990099,0.9115133035632651,0.9261366779401791,0.9090951221581075,1.0,0.8451388062983214,0.8808664259927798,0.9566787003610109,0.8494706790043578,0.8740480302656468,0.8586232420429312,1.0
OURS,21.0,MARC-geo_only,2020-07-05 18:49:40.746261,1.1604961313115487,0.9354455445544555,0.9798019801980198,0.9201827012473983,0.9325699853185614,0.9199215380294792,1.0,0.8069561248651911,0.8808664259927798,0.9548736462093863,0.8486160931756785,0.8731310140636567,0.8603503577596842,0.0
OURS,22.0,MARC-geo_only,2020-07-05 18:49:44.805340,1.1115567704002456,0.9374257425742575,0.9833663366336634,0.9257578531194113,0.9386065999551102,0.9234795481388456,1.0,0.7712058633673492,0.8898916967509025,0.9602888086642599,0.8614191795538947,0.8838391315075254,0.8702812731310141,1.0
OURS,23.0,MARC-geo_only,2020-07-05 18:49:48.734162,1.0556495468687304,0.9425742574257425,0.9841584158415841,0.9335993647644555,0.9466846310688559,0.9311242408094451,1.0,0.7472048070456577,0.8844765342960289,0.9620938628158845,0.8546454662882581,0.8758215014691698,0.8643597335307179,0.0
OURS,24.0,MARC-geo_only,2020-07-05 18:49:52.694401,1.078011886341737,0.9409900990099009,0.982970297029703,0.9300856376887767,0.9460989412265706,0.9276485060369547,0.0,0.7300098538398743,0.8935018050541517,0.9602888086642599,0.8652229175545239,0.8897236614853196,0.8728719467061437,1.0
OURS,25.0,MARC-geo_only,2020-07-05 18:49:56.641284,1.0135292219407488,0.9485148514851485,0.9849504950495049,0.9397113128521268,0.950253483954679,0.9377329530674549,1.0,0.7009139680690284,0.8953068592057761,0.9566787003610109,0.8689805301204265,0.8924006908462868,0.8763261781396497,1.0
OURS,26.0,MARC-geo_only,2020-07-05 18:50:00.502763,0.9170938671225368,0.952079207920792,0.9873267326732673,0.9457173470406066,0.9574277058613067,0.9416172086066934,1.0,0.6782603578016646,0.8971119133574007,0.9566787003610109,0.8738676694635245,0.8998704663212436,0.8771897359980261,1.0
OURS,27.0,MARC-geo_only,2020-07-05 18:50:04.486311,0.937068889117477,0.9536633663366336,0.9897029702970297,0.9464273792676764,0.9541096296444626,0.9452527217125373,1.0,0.6697204655258234,0.8989169675090253,0.9638989169675091,0.878337983260263,0.9059030347890452,0.881939304219097,1.0
OURS,28.0,MARC-geo_only,2020-07-05 18:50:08.350496,0.8814933636637017,0.952079207920792,0.9873267326732673,0.9436939426936244,0.9562393871861582,0.9414163075110378,0.0,0.6568358030560214,0.8989169675090253,0.9638989169675091,0.8734900356509622,0.8987181212569814,0.8799037749814951,0.0
OURS,29.0,MARC-geo_only,2020-07-05 18:50:12.346117,0.8759355031853855,0.9572277227722772,0.9889108910891089,0.9507724178625054,0.9582553323783961,0.9487460872122561,1.0,0.6288244648960953,0.9043321299638989,0.9711191335740073,0.8804636066294098,0.9031088082901555,0.887120651369356,1.0
OURS,30.0,MARC-geo_only,2020-07-05 18:50:16.233920,0.8465665909087304,0.9584158415841584,0.9889108910891089,0.9509185404504975,0.9592844344912864,0.9498724399332918,1.0,0.6130615972009377,0.9025270758122743,0.9747292418772563,0.8789721792312466,0.9049099432519122,0.8859486799901308,0.0
OURS,31.0,MARC-geo_only,2020-07-05 18:50:20.247036,0.8100266125178573,0.9584158415841584,0.9889108910891089,0.951608316262673,0.9581005540833022,0.9503527518087576,0.0,0.5952198640964522,0.907942238267148,0.9693140794223827,0.8835436296576193,0.907944732297064,0.8918702195904268,1.0
OURS,32.0,MARC-geo_only,2020-07-05 18:50:24.269674,0.7645094766239129,0.9635643564356435,0.9897029702970297,0.9581960228483483,0.9648463370923704,0.9563549750733537,1.0,0.5776325838660505,0.9169675090252708,0.9693140794223827,0.8966482279953782,0.9203676289168518,0.9026646928201333,1.0
OURS,33.0,MARC-geo_only,2020-07-05 18:50:28.124795,0.7699786105250368,0.9647524752475247,0.9920792079207921,0.9596955015584194,0.9659884297239641,0.957868560796784,1.0,0.5781869126571214,0.907942238267148,0.9729241877256317,0.8867720650104071,0.9107389587959537,0.8910066617320503,0.0
OURS,34.0,MARC-geo_only,2020-07-05 18:50:32.075160,0.7335850955000018,0.9655445544554455,0.9924752475247525,0.9605953938706936,0.9671472224195846,0.9584095181123526,1.0,0.5623572556981111,0.9133574007220217,0.9675090252707581,0.8964416700167995,0.9221934369602764,0.9013693560325685,0.0
OURS,35.0,MARC-geo_only,2020-07-05 18:50:36.071432,0.7344000420003834,0.9675247524752475,0.9924752475247525,0.9624948243773331,0.9681577579867782,0.9609392940359109,1.0,0.5621207410247747,0.907942238267148,0.9693140794223827,0.8875799215177453,0.9104778353483015,0.8948926720947447,0.0
OURS,36.0,MARC-geo_only,2020-07-05 18:50:40.095993,0.6959060592934637,0.9699009900990099,0.9928712871287129,0.9649212447998229,0.9699170692786647,0.9640900465649017,1.0,0.5399788754726575,0.9151624548736462,0.9747292418772563,0.89727644261323,0.9231433506044906,0.9026646928201333,0.0
OURS,37.0,MARC-geo_only,2020-07-05 18:50:44.115881,0.6763488148226596,0.9706930693069307,0.9924752475247525,0.9664195454211396,0.9713277016287777,0.9652249299032766,1.0,0.5464733829351969,0.9187725631768953,0.9729241877256317,0.9010732790525536,0.9203244510239328,0.9056871453244512,1.0
OURS,38.0,MARC-geo_only,2020-07-05 18:50:48.100551,0.6951584713293775,0.9714851485148515,0.9928712871287129,0.9668580141212314,0.9712691104709149,0.9660839133774213,1.0,0.5417771545988558,0.9187725631768953,0.9729241877256317,0.9009761108206704,0.9250308413520849,0.9065507031828276,0.0
OURS,39.0,MARC-geo_only,2020-07-05 18:50:52.132296,0.6374987543691503,0.9706930693069307,0.9932673267326733,0.9654412504552533,0.9726885817653441,0.9641600514017459,0.0,0.5309089749298371,0.9151624548736462,0.9711191335740073,0.8944924965650353,0.9178756476683938,0.9009375771033804,0.0
OURS,40.0,MARC-geo_only,2020-07-05 18:50:56.108780,0.6598218249330426,0.9710891089108911,0.9944554455445545,0.9666561917439331,0.9716424718659787,0.9653641869323063,0.0,0.5216935120980232,0.9223826714801444,0.9693140794223827,0.9062565241321718,0.930471255859857,0.9100049346163336,1.0
OURS,41.0,MARC-geo_only,2020-07-05 18:51:00.174669,0.646258970109543,0.9734653465346534,0.9952475247524752,0.9693225043624285,0.974523413146126,0.9676385806445238,1.0,0.5086799462994944,0.9223826714801444,0.9783393501805054,0.9081408229076622,0.9243091537132987,0.9134591660498396,0.0
