method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-specific,2020-07-05 19:11:13.350618,25.824784831367296,0.06765067650676507,0.16974169741697417,0.016531803847868905,0.0265823535773163,0.03740896256290049,1.0,15.648275566101074,0.05,0.146875,0.009427061870926635,0.009703665952783807,0.027119828933300436,1.0
OURS,2.0,MARC-specific,2020-07-05 19:11:21.545013,10.867298231793505,0.13366133661336613,0.2775727757277573,0.04478181716440824,0.05993577450374256,0.07623248989907709,1.0,7.131060791015625,0.1171875,0.2578125,0.035774193293589746,0.039355117764904655,0.06745620528003948,1.0
OURS,3.0,MARC-specific,2020-07-05 19:11:29.796754,5.727459791401656,0.2935629356293563,0.5219352193521936,0.1629563760071893,0.22974004567861286,0.205638441035154,1.0,4.383684206008911,0.2546875,0.4671875,0.13140323499944082,0.13878564472261823,0.18478904515173944,1.0
OURS,4.0,MARC-specific,2020-07-05 19:11:38.041819,3.966619787083243,0.6252562525625256,0.8245182451824519,0.49784048619061233,0.5771648900566404,0.5328290639077128,1.0,2.953867053985596,0.575,0.7625,0.4484895153479494,0.5003335831208431,0.4849740932642487,1.0
OURS,5.0,MARC-specific,2020-07-05 19:11:46.281272,2.858009255484706,0.8409184091840919,0.9434194341943419,0.7858049426223532,0.8464853803082015,0.7882182369427111,1.0,1.965200388431549,0.771875,0.903125,0.6873840552078895,0.7264726629325836,0.7070811744386872,1.0
OURS,6.0,MARC-specific,2020-07-05 19:11:54.594817,2.016229612312145,0.940959409594096,0.982369823698237,0.9244678560525409,0.9581496952642401,0.9206083345690175,1.0,1.3272999286651612,0.875,0.959375,0.8322278086526791,0.8690152579767358,0.8351468048359241,1.0
OURS,7.0,MARC-specific,2020-07-05 19:12:02.917530,1.5102666510378253,0.975809758097581,0.995489954899549,0.9712381962057703,0.9837507538777416,0.9663200120682596,1.0,0.9502209305763245,0.9265625,0.9671875,0.8938955402685973,0.9125832716506291,0.8998272884283248,1.0
OURS,8.0,MARC-specific,2020-07-05 19:12:11.104147,0.9906233692814357,0.989339893398934,0.997949979499795,0.9879725227669939,0.9923778171606578,0.9856280787856527,1.0,0.6682350158691406,0.9453125,0.9828125,0.9294106284194141,0.9517176818914095,0.927461139896373,1.0
OURS,9.0,MARC-specific,2020-07-05 19:12:19.369895,0.699420128617926,0.997129971299713,0.998769987699877,0.9961081937905574,0.9970320338843656,0.9959556706966034,1.0,0.5192048639059067,0.96875,0.9859375,0.9552964881980427,0.9648531951640762,0.959412780656304,1.0
OURS,10.0,MARC-specific,2020-07-05 19:12:27.634310,0.546499426318955,0.999179991799918,1.0,0.9990419341387436,0.9993420511555227,0.9988341968911918,1.0,0.39904299974441526,0.975,0.990625,0.9639817292667033,0.9707623982235382,0.9667530224525043,1.0
OURS,11.0,MARC-specific,2020-07-05 19:12:35.877109,0.411150109198505,0.999589995899959,1.0,0.9995792590284,0.9997121473805413,0.9994818652849741,1.0,0.33421856760978697,0.984375,0.9921875,0.9801919439225137,0.9863927954601529,0.9805699481865285,1.0
OURS,12.0,MARC-specific,2020-07-05 19:12:44.071698,0.33936988014625497,1.0,1.0,1.0,1.0,1.0,1.0,0.28951620906591413,0.9859375,0.9921875,0.9822578112733552,0.9870466321243523,0.9831606217616581,1.0
OURS,13.0,MARC-specific,2020-07-05 19:12:52.420556,0.2856983816027397,1.0,1.0,1.0,1.0,1.0,0.0,0.26052321344614027,0.984375,0.9953125,0.9805411629245826,0.9858376511226251,0.981433506044905,0.0
OURS,14.0,MARC-specific,2020-07-05 19:13:00.660810,0.2442963716129926,1.0,1.0,1.0,1.0,1.0,0.0,0.23003815859556198,0.9890625,0.99375,0.9861830742659757,0.99006908462867,0.9870466321243523,1.0
OURS,15.0,MARC-specific,2020-07-05 19:13:08.885923,0.201781428058209,1.0,1.0,1.0,1.0,1.0,0.0,0.21768900156021118,0.9875,0.9953125,0.984406612385887,0.9883419689119171,0.9857512953367875,0.0
OURS,16.0,MARC-specific,2020-07-05 19:13:17.148214,0.18749859911672598,1.0,1.0,1.0,1.0,1.0,0.0,0.2015925318002701,0.9875,0.996875,0.9841105354058722,0.987910189982729,0.9857512953367875,0.0
OURS,17.0,MARC-specific,2020-07-05 19:13:25.468452,0.16838566581334868,1.0,1.0,1.0,1.0,1.0,0.0,0.1952562928199768,0.990625,0.996875,0.9875318693971544,0.9911917098445595,0.9883419689119171,1.0
OURS,18.0,MARC-specific,2020-07-05 19:13:33.673800,0.16025886254850202,1.0,1.0,1.0,1.0,1.0,0.0,0.19040462449193002,0.9875,0.996875,0.984406612385887,0.9883419689119171,0.9857512953367875,0.0
OURS,19.0,MARC-specific,2020-07-05 19:13:41.897752,0.15318456513928605,1.0,1.0,1.0,1.0,1.0,0.0,0.18220569491386412,0.9875,0.996875,0.9850316637881404,0.9892918825561313,0.9857512953367875,0.0
OURS,20.0,MARC-specific,2020-07-05 19:13:50.128653,0.14393446453651867,1.0,1.0,1.0,1.0,1.0,0.0,0.1706059344112873,0.990625,0.996875,0.9877090094706675,0.9910560078953861,0.9887737478411053,0.0
OURS,21.0,MARC-specific,2020-07-05 19:13:58.375828,0.12894638598136307,1.0,1.0,1.0,1.0,1.0,0.0,0.17301460728049278,0.9875,0.9953125,0.9847482396705195,0.9888971132494448,0.9857512953367875,0.0
OURS,22.0,MARC-specific,2020-07-05 19:14:06.606362,0.12842145653814993,1.0,1.0,1.0,1.0,1.0,0.0,0.16677064299583436,0.990625,0.996875,0.9881695736618017,0.9917468541820874,0.9887737478411053,0.0
OURS,23.0,MARC-specific,2020-07-05 19:14:14.859246,0.12381109380243058,1.0,1.0,1.0,1.0,1.0,0.0,0.16323256567120553,0.9875,0.996875,0.9847026893659018,0.9887737478411053,0.9857512953367875,0.0
OURS,24.0,MARC-specific,2020-07-05 19:14:23.186330,0.12085500425518218,1.0,1.0,1.0,1.0,1.0,0.0,0.1645407073199749,0.9921875,0.996875,0.9897815483307711,0.992783123612139,0.9905008635578584,1.0
OURS,25.0,MARC-specific,2020-07-05 19:14:31.507587,0.11343293965119423,1.0,1.0,1.0,1.0,1.0,0.0,0.15431473031640053,0.9921875,0.996875,0.9897815483307711,0.9932149025413275,0.99006908462867,0.0
OURS,26.0,MARC-specific,2020-07-05 19:14:39.633895,0.118085963534693,1.0,1.0,1.0,1.0,1.0,0.0,0.15964797958731652,0.9890625,0.996875,0.9871042026482442,0.9910189982728842,0.9874784110535405,0.0
OURS,27.0,MARC-specific,2020-07-05 19:14:47.921665,0.11185461070423686,1.0,1.0,1.0,1.0,1.0,0.0,0.15741919428110124,0.9921875,0.9953125,0.989143844066124,0.9922279792746114,0.99006908462867,0.0
OURS,28.0,MARC-specific,2020-07-05 19:14:56.252422,0.10741249665575175,1.0,1.0,1.0,1.0,1.0,0.0,0.15041134953498841,0.990625,0.996875,0.9884656506418165,0.9926104120404639,0.9883419689119171,0.0
OURS,29.0,MARC-specific,2020-07-05 19:15:04.511154,0.10920530308057852,1.0,1.0,1.0,1.0,1.0,0.0,0.15141272842884063,0.9890625,0.996875,0.9862286245705936,0.9901924500370096,0.9870466321243523,0.0
OURS,30.0,MARC-specific,2020-07-05 19:15:12.731098,0.10461579968250888,1.0,1.0,1.0,1.0,1.0,0.0,0.14850523844361305,0.9921875,0.996875,0.9894399210461385,0.9926597582037996,0.99006908462867,0.0
OURS,31.0,MARC-specific,2020-07-05 19:15:20.975399,0.10277215786379056,1.0,1.0,1.0,1.0,1.0,0.0,0.14819846525788308,0.9921875,0.996875,0.9897815483307711,0.9932149025413275,0.99006908462867,0.0
OURS,32.0,MARC-specific,2020-07-05 19:15:29.234770,0.10479748678248943,1.0,1.0,1.0,1.0,1.0,0.0,0.14807481914758683,0.9921875,0.996875,0.9894399210461385,0.9926597582037996,0.99006908462867,0.0
OURS,33.0,MARC-specific,2020-07-05 19:15:37.439245,0.10145796407449437,1.0,1.0,1.0,1.0,1.0,0.0,0.14299186393618585,0.99375,0.996875,0.9913808701373468,0.9942141623488774,0.991796200345423,1.0
