,val_loss,val_accuracy,val_top_k_categorical_accuracy,val_f1,loss,accuracy,top_k_categorical_accuracy,f1
0,4.110812655478849,0.3399103283882141,0.46098655462265015,0.08648458123207092,5.203929221737594,0.11627907305955887,0.20028476417064667,0.024927383288741112
1,2.8746016763250926,0.5058295726776123,0.6600896716117859,0.33290019631385803,3.572751536887576,0.3652111887931824,0.49121972918510437,0.2523280382156372
2,2.1552046916944563,0.6349775791168213,0.8008968830108643,0.4757364094257355,2.5770203441480466,0.5154247879981995,0.6616041660308838,0.43385303020477295
3,1.7133629065458016,0.6932735443115234,0.8887892365455627,0.5598487257957458,2.000825489647987,0.6053630709648132,0.7645941972732544,0.5350644588470459
4,1.4080179421891013,0.797309398651123,0.9139013290405273,0.608318030834198,1.6127148658447374,0.6770289540290833,0.8381585478782654,0.6168779134750366
5,1.1930625684592755,0.8367713093757629,0.926457405090332,0.660459578037262,1.263631409528304,0.7553393244743347,0.8939250111579895,0.6754167079925537
6,1.0024629649560013,0.8493273258209229,0.9381166100502014,0.7132650017738342,1.0092085604991288,0.8177503347396851,0.9383009076118469,0.7188189029693604
7,0.8822929479616105,0.8699551820755005,0.9461883306503296,0.7476876378059387,0.8712924532716061,0.8388704061508179,0.9487422704696655,0.766086757183075
8,0.7727716899238894,0.870851993560791,0.9452914595603943,0.8077118992805481,0.6894545410558631,0.8839582204818726,0.9715234637260437,0.8077850937843323
9,0.7006001541967349,0.8672645688056946,0.9515694975852966,0.8234918117523193,0.5718274950189052,0.9043663740158081,0.9767441749572754,0.8462409973144531
10,0.6279915555175645,0.8887892365455627,0.9569506645202637,0.8529223799705505,0.5115055370568437,0.9150450825691223,0.9753203392028809,0.8636453151702881
11,0.5630576244384184,0.8914798498153687,0.9605380892753601,0.8739814758300781,0.4004484063140804,0.936402440071106,0.9857617616653442,0.8962361812591553
12,0.535585209660466,0.8995515704154968,0.9533632397651672,0.8838269710540771,0.3487145679578093,0.9494541883468628,0.9878974556922913,0.9118764996528625
13,0.5012674521437674,0.8995515704154968,0.9623318314552307,0.8963498473167419,0.28506375988569654,0.9598956108093262,0.9897959232330322,0.9306089878082275
14,0.48706684144623075,0.8932735323905945,0.9587444067001343,0.9042489528656006,0.2624932841530868,0.9620313048362732,0.9921689629554749,0.9410432577133179
15,0.45743242988671956,0.9031389951705933,0.9641255736351013,0.9078323245048523,0.19914338753903907,0.979117214679718,0.9950166344642639,0.9591999650001526
16,0.45632839978008527,0.9031389951705933,0.9650224447250366,0.9075396656990051,0.1768052776843154,0.9814902544021606,0.994067370891571,0.9624760150909424
17,0.4401753745271486,0.902242124080658,0.9641255736351013,0.9124341011047363,0.19613436800810077,0.9703369736671448,0.9933554530143738,0.9558871984481812
18,0.43407297642241677,0.9004484415054321,0.9641255736351013,0.9099413752555847,0.16869234751978926,0.9767441749572754,0.9945420026779175,0.9668878316879272
19,0.41565249773418955,0.915695071220398,0.963228702545166,0.9137043356895447,0.13047718031815458,0.9848125576972961,0.9962031245231628,0.9741998910903931
20,0.43422295052908993,0.9085201621055603,0.9614349603652954,0.912879467010498,0.13363183054615096,0.9812529683113098,0.9969150424003601,0.972251296043396
21,0.4088433216505521,0.9049327373504639,0.9668161273002625,0.9132089018821716,0.12692803576567413,0.9829140901565552,0.9964404106140137,0.9729108214378357
22,0.39679130470806173,0.907623291015625,0.9713004231452942,0.9155504107475281,0.11502971054873848,0.9819648861885071,0.9981015920639038,0.976498007774353
23,0.3860862050623103,0.9121076464653015,0.9695067405700684,0.9227812886238098,0.08308345776742593,0.9926435947418213,0.9990507960319519,0.9857359528541565
24,0.3784059506628011,0.9174888134002686,0.9686098694801331,0.9235036969184875,0.09494881294084263,0.9876601696014404,0.9992880821228027,0.9811216592788696
25,0.38092229692390683,0.9112107753753662,0.9721972942352295,0.9231272339820862,0.07225134250927605,0.9926435947418213,0.9992880821228027,0.9858803153038025
26,0.3756621081732848,0.9139013290405273,0.9641255736351013,0.9238846898078918,0.07170324769413862,0.9924062490463257,1.0,0.9881575107574463
27,0.3688972991945498,0.9183856248855591,0.9721972942352295,0.921599805355072,0.060302693250058215,0.9935927987098694,0.9995253682136536,0.9912590384483337
28,0.3722435385656998,0.9121076464653015,0.9677129983901978,0.9208540916442871,0.05691792675893794,0.9938300848007202,0.9995253682136536,0.9887895584106445
29,0.3666886208837877,0.9147982001304626,0.9704036116600037,0.9216446876525879,0.06977922104451122,0.9912197589874268,0.9988134503364563,0.9879331588745117
30,0.3572530038153644,0.913004457950592,0.9704036116600037,0.9260956645011902,0.05473446354842831,0.993118166923523,0.9992880821228027,0.9902677536010742
31,0.34939110385997413,0.9201793670654297,0.9730941653251648,0.9230556488037109,0.04545126457516976,0.9954912066459656,0.9997627139091492,0.9929050803184509
32,0.3460544314352386,0.9183856248855591,0.9704036116600037,0.9249484539031982,0.037198827398643004,0.9983388781547546,1.0,0.9958791732788086
33,0.33812084994508546,0.9246636629104614,0.9721972942352295,0.9259791970252991,0.03025457469766803,0.9985761642456055,1.0,0.9977198243141174
34,0.3378305197296656,0.926457405090332,0.9748879075050354,0.9336192011833191,0.029251467671261248,0.9983388781547546,1.0,0.9969217777252197
35,0.33630684071592154,0.926457405090332,0.9730941653251648,0.9308321475982666,0.029505638196829248,0.9985761642456055,1.0,0.9962297081947327
36,0.33595755215182965,0.9192824959754944,0.9713004231452942,0.9263229966163635,0.0285332331882094,0.9990507960319519,1.0,0.9969125986099243
37,0.3379863411054483,0.9192824959754944,0.9730941653251648,0.9281177520751953,0.025411703159275018,0.9992880821228027,1.0,0.997833251953125
38,0.33601686171352063,0.9237667918205261,0.9730941653251648,0.9302603602409363,0.024866703285083818,0.9990507960319519,1.0,0.9974896907806396
39,0.3335405121736997,0.9228699803352356,0.9721972942352295,0.9285915493965149,0.021890235299003184,0.9992880821228027,1.0,0.9985172152519226
40,0.33032031176870713,0.9237667918205261,0.9721972942352295,0.9320624470710754,0.021428290644053265,0.9992880821228027,1.0,0.9978320598602295
41,0.3314474579197409,0.921076238155365,0.9739910364151001,0.9288809895515442,0.019613578674256605,0.9992880821228027,1.0,0.9984056353569031
42,0.32984648865434624,0.9219731092453003,0.9713004231452942,0.9321591258049011,0.01966461959070874,0.9990507960319519,1.0,0.998176634311676
43,0.3338793339750692,0.921076238155365,0.9721972942352295,0.9291197657585144,0.016949473481977163,0.9995253682136536,1.0,0.9992020130157471
44,0.3322610841738269,0.9219731092453003,0.9721972942352295,0.926960289478302,0.020968809757640476,0.9988134503364563,1.0,0.9984045028686523
45,0.3293424989075939,0.9246636629104614,0.9739910364151001,0.93157958984375,0.01648913933327541,0.9992880821228027,1.0,0.9988595843315125
46,0.33729483073602345,0.9201793670654297,0.9721972942352295,0.925575315952301,0.01886829344832436,0.9990507960319519,0.9997627139091492,0.9984050989151001
47,0.3263619313592868,0.9255605340003967,0.9721972942352295,0.9319684505462646,0.016268324999578074,0.9990507960319519,1.0,0.9985184073448181
48,0.3234163556131012,0.9282511472702026,0.9730941653251648,0.9281830191612244,0.013434118211006823,0.9997627139091492,1.0,0.9996582269668579
49,0.3326904982194772,0.926457405090332,0.9739910364151001,0.9296566843986511,0.014236420450009862,0.9997627139091492,1.0,0.998974084854126
50,0.3336429980838245,0.9201793670654297,0.9730941653251648,0.9291885495185852,0.013308205587438457,0.9992880821228027,1.0,0.9990886449813843
51,0.32069546946495636,0.9246636629104614,0.9757847785949707,0.9316596984863281,0.012355539209585537,1.0,1.0,0.9994304180145264
