method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-specific,2020-07-05 16:14:41.349089,15.529933020477152,0.44209872710338405,0.6566283762806582,0.2458028258228778,0.28889530956433,0.2820757424762401,1.0,4.465385716816777,0.4411164057181756,0.6623553437712729,0.23257588930525397,0.25159346433051233,0.2682023227317345,1.0
OURS,2.0,MARC-specific,2020-07-05 16:14:47.278580,3.26604882888415,0.7972679292145296,0.9098106178205526,0.6701444595832468,0.7328158830115203,0.6800799806147012,1.0,1.5556830561347685,0.7787610619469026,0.9046970728386657,0.6329171027282259,0.6553673182803016,0.6493058548205607,1.0
OURS,3.0,MARC-specific,2020-07-05 16:14:53.225954,1.7261566976255898,0.9136914001862776,0.9646072648245886,0.8656173790472707,0.8885471605151819,0.8661440118076605,1.0,0.8305511949336635,0.9012933968686181,0.9543907420013614,0.8424293825770883,0.8598449150782911,0.8476482439129498,1.0
OURS,4.0,MARC-specific,2020-07-05 16:14:59.168052,1.0566716213027945,0.942874883576529,0.9784228500465694,0.9244555499702852,0.9390564876136382,0.924297879151779,1.0,0.5727784270896159,0.9298842750170184,0.9646017699115044,0.90282220776445,0.9185816628904866,0.9063658365055424,1.0
OURS,5.0,MARC-specific,2020-07-05 16:15:05.063397,0.7397118513719594,0.9563800062092518,0.9816827072337784,0.9369119748690102,0.942056682175056,0.9370349110578544,1.0,0.46408623895164736,0.9380530973451328,0.9693669162695712,0.9084926669068871,0.9182498151890734,0.9118135878282936,1.0
OURS,6.0,MARC-specific,2020-07-05 16:15:10.937186,0.5593122920424477,0.9638311083514437,0.9886681154920832,0.9482444250814596,0.9542214266047488,0.9480200437834441,1.0,0.39890912925815647,0.9428182437031994,0.9768550034036759,0.9205043032687839,0.9323423040247197,0.9221284026431085,1.0
OURS,7.0,MARC-specific,2020-07-05 16:15:16.885270,0.4551966445707305,0.9731449860291835,0.9900651971437442,0.9596954419963243,0.9635560015482157,0.9607554604992704,1.0,0.3712712609094369,0.9530292716133424,0.9761742682096665,0.934580405094475,0.944188838938839,0.9370091515238573,1.0
OURS,8.0,MARC-specific,2020-07-05 16:15:22.730663,0.39499063150958963,0.9698851288419745,0.9908413536168892,0.9567951933850823,0.9627024761919379,0.9581798579262982,0.0,0.3447773703877986,0.9455411844792376,0.9788972089857045,0.9280276578596619,0.9398544285235463,0.9305971144868204,0.0
OURS,9.0,MARC-specific,2020-07-05 16:15:28.697513,0.32794692143635956,0.9764048432163924,0.9906861223222602,0.9654911007733543,0.9741035661584162,0.9659147864975743,1.0,0.3294435273006386,0.953710006807352,0.9795779441797141,0.938230734198338,0.9458135758576935,0.9405554478201535,1.0
OURS,10.0,MARC-specific,2020-07-05 16:15:34.624767,0.3017039580842569,0.9796647004036013,0.9928593604470661,0.9694081007049381,0.974671285802446,0.9715264361374845,1.0,0.3076410183316595,0.9523485364193329,0.9809394145677331,0.9398461161678561,0.948099851129263,0.9431024054921113,0.0
OURS,11.0,MARC-specific,2020-07-05 16:15:40.540392,0.27178625257738404,0.9821484011176653,0.9953430611611301,0.9738172259898641,0.9788717360466463,0.9760274960210874,1.0,0.30578528575908576,0.9503063308373043,0.9836623553437712,0.9384192178813494,0.9464204194498314,0.9407256248653307,0.0
OURS,12.0,MARC-specific,2020-07-05 16:15:46.495527,0.24724046229501942,0.9812170133498913,0.997050605402049,0.9741188012495902,0.9792048691929479,0.9759918815318092,0.0,0.29951507164516605,0.9591558883594282,0.9823008849557522,0.947846925482877,0.9570762617012618,0.9497150428547487,1.0
OURS,13.0,MARC-specific,2020-07-05 16:15:52.433615,0.2210909324110905,0.9883576529028252,0.9981372244644521,0.9820789916686581,0.9842412130928392,0.9839270000132637,1.0,0.28617833445192276,0.9577944179714091,0.9850238257317904,0.9447010887377648,0.9518995310245311,0.9490508181905241,0.0
