method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-05 15:50:27.639489,16.08438013403791,0.35149776927979604,0.5294773741236456,0.15701755733966413,0.16470949295258716,0.19479381682416375,1.0,5.427198077852208,0.3388379204892966,0.5119266055045871,0.15145411442100915,0.1542531443029095,0.1926016021016021,1.0
OURS,2.0,MARC-geo_only,2020-07-05 15:50:31.826971,4.178941775766279,0.5968769917144678,0.7955704270235819,0.3870084767427023,0.41786845781383297,0.4249241626723001,1.0,2.584586750549643,0.5712538226299694,0.7737003058103975,0.3692022886793362,0.38171993150703126,0.41374727124727123,1.0
OURS,3.0,MARC-geo_only,2020-07-05 15:50:36.222704,2.7019392950205074,0.7654557042702358,0.9051943913320586,0.6284586909329497,0.6576594685496054,0.6415800563765235,1.0,1.6342862369088222,0.7431192660550459,0.8892966360856269,0.6058877422020797,0.6333298995179091,0.6265999925999926,1.0
OURS,4.0,MARC-geo_only,2020-07-05 15:50:40.594577,2.0064826797268966,0.8440089228808159,0.9394518801784576,0.7552043639739476,0.7793826474392543,0.7639313242195813,1.0,1.193116717746863,0.8140672782874617,0.9155963302752294,0.7239549740884335,0.7520858595600056,0.73322520997521,1.0
OURS,5.0,MARC-geo_only,2020-07-05 15:50:44.905313,1.5460750281696793,0.8801784576163161,0.9566602931803697,0.8203254414415231,0.8554668695526167,0.8253264295378413,1.0,0.9532299237149207,0.8483180428134557,0.9357798165137615,0.7792777634883206,0.8093005909319146,0.7878483460983461,1.0
OURS,6.0,MARC-geo_only,2020-07-05 15:50:49.046831,1.2751628266845714,0.9066284257488847,0.9655831739961759,0.8630382700519847,0.8848880629633287,0.8651244676992466,1.0,0.8013539940939037,0.8795107033639143,0.9474006116207951,0.8351447584799286,0.8648374751215041,0.8364357679357679,1.0
OURS,7.0,MARC-geo_only,2020-07-05 15:50:53.353095,1.1061390999246359,0.9110898661567878,0.9673358827278521,0.8782922983350625,0.8998711188750693,0.8795773713121723,1.0,0.7175770547047303,0.8837920489296636,0.9510703363914373,0.8525648252361916,0.8838980102758204,0.8519021580271581,1.0
OURS,8.0,MARC-geo_only,2020-07-05 15:50:57.505681,0.9789105832310829,0.9227214786488209,0.9717973231357553,0.8930543785128832,0.9055926186682851,0.8943944087794662,1.0,0.6506396956035486,0.8960244648318043,0.9547400611620795,0.8592208573392698,0.881424945768599,0.8620524244274246,1.0
OURS,9.0,MARC-geo_only,2020-07-05 15:51:01.989179,0.8591202296140925,0.9305289993626513,0.974346717654557,0.9056752183668285,0.9165690282681154,0.9064045529265159,1.0,0.6050648766920107,0.8984709480122324,0.9541284403669725,0.8685290333382523,0.8939991956967765,0.8688996327746329,1.0
OURS,10.0,MARC-geo_only,2020-07-05 15:51:06.195003,0.8124327073057721,0.9329190567240281,0.9756214149139579,0.9090587914501763,0.9200615959968403,0.9100429116428089,1.0,0.5821151010487058,0.9021406727828746,0.9584097859327217,0.8724132070097119,0.8935623636374144,0.8735938367188367,1.0
OURS,11.0,MARC-geo_only,2020-07-05 15:51:10.922865,0.7644978430409428,0.9372211599745061,0.9765774378585086,0.9138114840902173,0.922076257280944,0.9161273921705708,1.0,0.5561837142396047,0.9076452599388379,0.9602446483180428,0.8787342393463192,0.8982405435694909,0.8810212056462058,1.0
OURS,12.0,MARC-geo_only,2020-07-05 15:51:15.194437,0.7138112751141409,0.9394518801784576,0.978648820905035,0.9170879881761826,0.9239744357939113,0.9188548390361588,1.0,0.5368360844591706,0.9125382262996942,0.9602446483180428,0.8884712730770601,0.9049504235587827,0.8907672373922374,1.0
OURS,13.0,MARC-geo_only,2020-07-05 15:51:19.489489,0.660317298426151,0.940089228808158,0.9783301465901848,0.9214575852501203,0.9275982933262361,0.9235061888460518,1.0,0.5129451917216683,0.9149847094801223,0.9584097859327217,0.8944541305143426,0.9117227217227217,0.8950697404447404,1.0
OURS,14.0,MARC-geo_only,2020-07-05 15:51:23.632703,0.6361910310271746,0.9450286806883366,0.980082855321861,0.9264982873750264,0.931085059576755,0.9298640370723216,1.0,0.49865380430804845,0.9155963302752294,0.963302752293578,0.8965411395446119,0.9093473708360849,0.9002118020868022,1.0
OURS,15.0,MARC-geo_only,2020-07-05 15:51:27.770094,0.5949632092750019,0.9466220522625877,0.982791586998088,0.9282905414098374,0.9331581546808504,0.930860313003985,1.0,0.4814891243381967,0.9174311926605505,0.9651376146788991,0.89683471161205,0.9134973938150551,0.9000472536722536,1.0
OURS,16.0,MARC-geo_only,2020-07-05 15:51:32.035591,0.5600778600491864,0.9493307839388145,0.9826322498406629,0.9291118939178481,0.9333171903775704,0.931409982266795,1.0,0.4694344497237366,0.9235474006116208,0.9675840978593272,0.9003546512304484,0.9167270757564876,0.9018054306804307,1.0
OURS,17.0,MARC-geo_only,2020-07-05 15:51:36.358452,0.5435188078458633,0.949968132568515,0.9843849585723391,0.9320285963135583,0.9356276931362201,0.9354452912749874,1.0,0.46528781317060514,0.9235474006116208,0.9675840978593272,0.9046205627357936,0.920269268160236,0.9073311040811041,0.0
OURS,18.0,MARC-geo_only,2020-07-05 15:51:40.566310,0.5174521692168417,0.9521988527724665,0.9832695984703633,0.9348991716629151,0.9378359424335434,0.9386305506627951,1.0,0.4606356163819631,0.9259938837920489,0.964525993883792,0.9099057199116737,0.9247280190569663,0.9123058515558515,1.0
OURS,19.0,MARC-geo_only,2020-07-05 15:51:44.851517,0.5098001250915272,0.9531548757170172,0.9847036328871893,0.9361184442857634,0.9398742467664569,0.9394637794219807,1.0,0.444002683811596,0.92782874617737,0.9675840978593272,0.9117924777169744,0.9245034076117667,0.9144169626669626,1.0
OURS,20.0,MARC-geo_only,2020-07-05 15:51:49.208255,0.49528218880818103,0.9560229445506692,0.9861376673040153,0.9372585671225553,0.9397534746130396,0.9395174746795039,1.0,0.43880434284151876,0.9290519877675841,0.9669724770642202,0.907422623891516,0.9204891316018768,0.9104467615717616,1.0
OURS,21.0,MARC-geo_only,2020-07-05 15:51:53.249055,0.4747541402273683,0.955863607393244,0.9878903760356915,0.9376351324946162,0.9403133357162736,0.9392019334099178,0.0,0.4326371539805643,0.9290519877675841,0.9694189602446484,0.909306818160621,0.920786235894595,0.9115394374144373,0.0
OURS,22.0,MARC-geo_only,2020-07-05 15:51:57.468344,0.44875709626080507,0.9572976418100702,0.9878903760356915,0.9394218878952763,0.9421498048418588,0.9421697333495032,1.0,0.43298539400829816,0.9296636085626911,0.9694189602446484,0.9094938310641165,0.9202257742257742,0.9145637048137049,1.0
OURS,23.0,MARC-geo_only,2020-07-05 15:52:01.762924,0.45376196680287784,0.960006373486297,0.9883683875079669,0.941765037262025,0.9437080864080444,0.9446777860981509,1.0,0.4242108581445268,0.92782874617737,0.9694189602446484,0.9080784820446035,0.9200926791546995,0.9108381757131758,0.0
OURS,24.0,MARC-geo_only,2020-07-05 15:52:05.931822,0.4352543511403602,0.9593690248565966,0.9894837476099426,0.9435773037742793,0.9457116874819504,0.9465092296896505,0.0,0.42186978972468536,0.9290519877675841,0.9694189602446484,0.9118887158495492,0.9250714258508377,0.9157064417064417,0.0
OURS,25.0,MARC-geo_only,2020-07-05 15:52:10.206857,0.42014174042726643,0.9619184193753983,0.9896430847673677,0.9437738390930773,0.9457971138631954,0.9453611937898329,1.0,0.41363295417860013,0.9333333333333333,0.9706422018348624,0.9128277007597777,0.9246622609416727,0.9155337394087394,1.0
OURS,26.0,MARC-geo_only,2020-07-05 15:52:14.660485,0.43212703734617314,0.9630337794773741,0.9888463989802422,0.9453620110967146,0.9464747579426266,0.9477469581012072,1.0,0.4254053460439775,0.9345565749235474,0.9712538226299694,0.9164818551086421,0.9280402652769942,0.9190019933769933,1.0
OURS,27.0,MARC-geo_only,2020-07-05 15:52:19.046630,0.42896794560534546,0.962874442319949,0.9880497131931166,0.9453694549545578,0.9488337598569342,0.9470425111857933,0.0,0.40967673229150453,0.9339449541284404,0.9694189602446484,0.9145362366553644,0.9262645359322456,0.916119597994598,0.0
OURS,28.0,MARC-geo_only,2020-07-05 15:52:23.171785,0.39916522755335665,0.9636711281070746,0.9896430847673677,0.9456059088660822,0.9463644494073636,0.9493411004347801,1.0,0.4021613417597721,0.9321100917431193,0.9712538226299694,0.9144751443140067,0.9255861638361639,0.9170411347911348,0.0
OURS,29.0,MARC-geo_only,2020-07-05 15:52:27.637204,0.3924606727843379,0.965742511153601,0.988527724665392,0.9478617645027123,0.948921616259803,0.9499739830694509,1.0,0.3940147860334554,0.9363914373088685,0.9694189602446484,0.9181510442854949,0.931782141061553,0.9195840039590041,1.0
OURS,30.0,MARC-geo_only,2020-07-05 15:52:31.975639,0.37686943859716676,0.9646271510516252,0.9894837476099426,0.9479734852309728,0.9516741850967674,0.9491051061779789,0.0,0.39379565996496685,0.9370030581039756,0.9700305810397554,0.9190256585853437,0.9309588601265697,0.9196765965515965,1.0
OURS,31.0,MARC-geo_only,2020-07-05 15:52:36.146847,0.3708132041951818,0.9635117909496494,0.9893244104525175,0.9468011529037377,0.9486187516112666,0.9491812219273505,0.0,0.39629985471384244,0.9345565749235474,0.9700305810397554,0.916306505334818,0.9279521747315865,0.9188254060754059,0.0
OURS,32.0,MARC-geo_only,2020-07-05 15:52:40.472739,0.3682263930600642,0.9666985340981517,0.9917144678138942,0.9506879643732312,0.9533979054154209,0.9517050437793235,1.0,0.3999980898442983,0.9363914373088685,0.9724770642201835,0.9182633026360695,0.9287289905084022,0.9198432632182634,0.0
OURS,33.0,MARC-geo_only,2020-07-05 15:52:44.749537,0.3623329329597031,0.9676545570427023,0.9905991077119184,0.9501964794628994,0.9546457466273371,0.9528081797737639,1.0,0.3868195863856453,0.9339449541284404,0.9724770642201835,0.9164417730067436,0.927475754253292,0.9173805407555407,0.0
OURS,34.0,MARC-geo_only,2020-07-05 15:52:49.011183,0.3546828315982095,0.9670172084130019,0.9894837476099426,0.9491728975015467,0.9504899822994347,0.9524619290115377,0.0,0.3876086532340502,0.9345565749235474,0.9718654434250764,0.9160413702432195,0.9311354026148145,0.9179062141562141,0.0
OURS,35.0,MARC-geo_only,2020-07-05 15:52:53.141989,0.3382127279685211,0.9673358827278521,0.9904397705544933,0.9493880927432424,0.9510244008469855,0.9511023122164397,0.0,0.39155265532137784,0.9370030581039756,0.9737003058103976,0.9183588161312419,0.9290873329456921,0.9202046980796981,0.0
OURS,36.0,MARC-geo_only,2020-07-05 15:52:57.521685,0.3581826834256213,0.9676545570427023,0.9910771191841937,0.9511071852795756,0.9520488350576818,0.9532556356087647,0.0,0.38343750597504667,0.9339449541284404,0.9730886850152906,0.9130955130401939,0.9224917784451031,0.916213874088874,0.0
OURS,37.0,MARC-geo_only,2020-07-05 15:53:02.139114,0.3394156608747175,0.9682919056724028,0.9910771191841937,0.9541620422592291,0.9587984838051834,0.9559557626020326,1.0,0.37301075669968164,0.9406727828746178,0.9749235474006116,0.926890535874982,0.9381330834914426,0.9292192483442485,1.0
