method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-05 18:17:41.258205,25.631033057900616,0.04428044280442804,0.11562115621156212,0.008548693348149379,0.015766026967055643,0.021519204695013165,1.0,15.554362678527832,0.046875,0.1109375,0.011299598159601264,0.012056898828519633,0.023451764125339253,1.0
OURS,2.0,MARC-geo_only,2020-07-05 18:17:44.939011,10.873144801594577,0.07667076670766708,0.17589175891758918,0.012217558619710885,0.01077924518313743,0.03502764087265625,1.0,7.269871425628662,0.071875,0.16875,0.01184943745350405,0.009937138191443288,0.033580064150012336,1.0
OURS,3.0,MARC-geo_only,2020-07-05 18:17:48.616175,6.092463145152425,0.1000410004100041,0.25748257482574827,0.025155197182067834,0.03667948266495781,0.0496616848692181,1.0,5.084072685241699,0.0828125,0.2140625,0.016556485362433877,0.017486904487657207,0.04159881569207994,1.0
OURS,4.0,MARC-geo_only,2020-07-05 18:17:52.308896,4.867845790510346,0.1931119311193112,0.4030340303403034,0.08997764816546704,0.11955554599770124,0.11960554181048934,1.0,4.358730030059815,0.159375,0.3859375,0.068255819277344,0.08501741447211461,0.0964100666173205,1.0
OURS,5.0,MARC-geo_only,2020-07-05 18:17:56.068993,4.378252769601595,0.3025830258302583,0.5473554735547356,0.1691062642561445,0.22426207499887238,0.21529867182462892,1.0,3.853993821144104,0.271875,0.4984375,0.14355674849243255,0.15521065463286626,0.19129040217123117,1.0
OURS,6.0,MARC-geo_only,2020-07-05 18:17:59.814106,3.9432724806655375,0.4022140221402214,0.6924969249692496,0.2715920269561218,0.3519621811811284,0.3113980509149084,1.0,3.312379264831543,0.3765625,0.634375,0.2501316916802155,0.27458489612327897,0.2946952874414014,1.0
OURS,7.0,MARC-geo_only,2020-07-05 18:18:03.526104,3.5882032107212054,0.5256252562525625,0.7765477654776548,0.3991980160171378,0.47172695011137156,0.43691097115701105,1.0,2.8810631036758423,0.4875,0.709375,0.35780670659077435,0.38251309402469574,0.406698741672835,1.0
OURS,8.0,MARC-geo_only,2020-07-05 18:18:07.260481,3.227889710442362,0.5990159901599016,0.8118081180811808,0.48564421364130705,0.5486460155968299,0.5151633660967319,1.0,2.542847466468811,0.5609375,0.759375,0.4451918671210423,0.46304378388998596,0.4836787564766839,1.0
OURS,9.0,MARC-geo_only,2020-07-05 18:18:10.971843,2.9221544080994666,0.6699466994669947,0.8519885198851989,0.5680467618683986,0.6595554657962526,0.5930904191237321,1.0,2.194223189353943,0.621875,0.8171875,0.5040218231757637,0.5278461751259679,0.5462126819639772,1.0
OURS,10.0,MARC-geo_only,2020-07-05 18:18:14.673068,2.6279425451920724,0.7363673636736368,0.8901189011890119,0.6572328859729203,0.7375116449178538,0.6703310949932204,1.0,1.9217868089675902,0.6703125,0.846875,0.5699712942057221,0.5923941267510301,0.6013816925734023,1.0
OURS,11.0,MARC-geo_only,2020-07-05 18:18:18.417484,2.4095227297039585,0.7699876998769988,0.906929069290693,0.6946525326035262,0.7596910774371679,0.7118311913943268,1.0,1.749544370174408,0.6859375,0.875,0.5877689453284185,0.6173657373139239,0.61880088823094,1.0
OURS,12.0,MARC-geo_only,2020-07-05 18:18:22.117181,2.2269441213408374,0.7970479704797048,0.9253792537925379,0.7469439552220527,0.8078589190187727,0.7509761313949108,1.0,1.5787517189979554,0.73125,0.9015625,0.6711707025407117,0.7083249508119974,0.6852084875400938,1.0
OURS,13.0,MARC-geo_only,2020-07-05 18:18:25.828065,2.0499422605920397,0.8282082820828208,0.9356293562935629,0.7828904370122408,0.825372036285326,0.7864061030445042,1.0,1.4477646589279174,0.759375,0.9078125,0.7040864281577053,0.7395340833774239,0.7136688872440168,1.0
OURS,14.0,MARC-geo_only,2020-07-05 18:18:29.539234,1.8788335745624951,0.8450184501845018,0.9536695366953669,0.8110824466591854,0.8516510448997245,0.8103655296647854,1.0,1.3589581727981568,0.778125,0.921875,0.7330126966061131,0.7793903131986034,0.7419072292129286,1.0
OURS,15.0,MARC-geo_only,2020-07-05 18:18:33.246581,1.7936577558419704,0.8626486264862648,0.9602296022960229,0.8302152059505425,0.8598908832067543,0.8305055849183176,1.0,1.2342487096786499,0.821875,0.921875,0.7793726474006876,0.814608520437536,0.7886380458919319,1.0
OURS,16.0,MARC-geo_only,2020-07-05 18:18:36.939283,1.62433435761474,0.8737187371873719,0.965559655596556,0.843372949480982,0.8687380185637265,0.8441695383650716,1.0,1.158322662115097,0.825,0.9296875,0.7815043476960577,0.8098013816925733,0.7946459412780656,1.0
OURS,17.0,MARC-geo_only,2020-07-05 18:18:40.658277,1.5744342415877277,0.8819188191881919,0.9692496924969249,0.855815499353268,0.8834242953700677,0.8542518234449905,1.0,1.0657694220542908,0.8328125,0.93125,0.7940421409333325,0.822683160247927,0.8057241549469528,1.0
OURS,18.0,MARC-geo_only,2020-07-05 18:18:44.393486,1.465193540603228,0.8950389503895039,0.9704797047970479,0.8732492659774508,0.8963537518567126,0.8724197444166693,1.0,1.0125047028064729,0.8453125,0.94375,0.8123094178230469,0.8397409238463794,0.820281273131014,1.0
OURS,19.0,MARC-geo_only,2020-07-05 18:18:48.127530,1.386632899834319,0.9011890118901189,0.974169741697417,0.8819620296476721,0.9066273358276109,0.8781141913974547,1.0,0.9568255960941314,0.8515625,0.9421875,0.8210617441415979,0.8472612879348629,0.8291759190722922,1.0
OURS,20.0,MARC-geo_only,2020-07-05 18:18:51.899996,1.3266922749911922,0.9110291102911029,0.977859778597786,0.8911705881964362,0.9046572481735979,0.8911502893977804,1.0,0.9109839916229248,0.8625,0.9453125,0.8338012727223332,0.8598389520669314,0.8421786331112756,1.0
OURS,21.0,MARC-geo_only,2020-07-05 18:18:55.597773,1.2453039167063213,0.9192291922919229,0.977039770397704,0.9021693383166812,0.9185822352234263,0.9022843969070055,1.0,0.8613409996032715,0.86875,0.953125,0.8410832403060381,0.8679990130767332,0.8491241056007895,1.0
OURS,22.0,MARC-geo_only,2020-07-05 18:18:59.413366,1.2312529985901761,0.9212792127921279,0.980319803198032,0.9057246703798918,0.9212180876535977,0.9038702285027024,1.0,0.8421108722686768,0.8703125,0.95,0.8436765882361738,0.8716691339748335,0.8487046632124351,1.0
OURS,23.0,MARC-geo_only,2020-07-05 18:19:03.194131,1.1714803563272822,0.9343993439934399,0.982369823698237,0.9184263094903303,0.92766510869943,0.9214302896661509,1.0,0.8031128168106079,0.8765625,0.9515625,0.8519383322492131,0.8717123118677522,0.8604490500863557,1.0
OURS,24.0,MARC-geo_only,2020-07-05 18:19:06.880932,1.0642239154973643,0.933169331693317,0.980729807298073,0.9198769848611186,0.9376777515204655,0.9192611895590022,0.0,0.7679938554763794,0.8796875,0.95625,0.8573284016834603,0.8786421264400539,0.864322723908216,1.0
OURS,25.0,MARC-geo_only,2020-07-05 18:19:10.581231,1.0649957161254695,0.941369413694137,0.983189831898319,0.9333766502382967,0.9442287741728691,0.9314436473846619,1.0,0.7544593453407288,0.8875,0.9625,0.8653253482269025,0.885646434739699,0.8728349370836418,1.0
OURS,26.0,MARC-geo_only,2020-07-05 18:19:14.296571,1.0533199427605848,0.9450594505945059,0.98359983599836,0.9335257274934724,0.9437922543000493,0.934362381379207,1.0,0.7298521161079407,0.8875,0.9625,0.8629991769888142,0.8848445595854922,0.8689119170984455,0.0
OURS,27.0,MARC-geo_only,2020-07-05 18:19:18.096421,0.9646448887679947,0.9430094300943009,0.984419844198442,0.9340998511725195,0.9513168216269425,0.9310312071252558,0.0,0.7026512622833252,0.890625,0.9625,0.8685832877542722,0.8885825314581791,0.8747841105354057,1.0
OURS,28.0,MARC-geo_only,2020-07-05 18:19:21.782520,0.9651754744573908,0.947519475194752,0.984829848298483,0.9374549922335214,0.9488750141153933,0.9366616408703832,1.0,0.6804500043392181,0.890625,0.9578125,0.8681109215549936,0.8861550366731714,0.8754749568221071,0.0
OURS,29.0,MARC-geo_only,2020-07-05 18:19:25.519602,0.919152481944994,0.9520295202952029,0.9876998769987699,0.9440029835506446,0.9546106332649686,0.9427325035865741,1.0,0.6622990608215332,0.896875,0.9640625,0.8763601970855855,0.896502590673575,0.8832469775474956,1.0
OURS,30.0,MARC-geo_only,2020-07-05 18:19:29.296744,0.9068623346693939,0.955719557195572,0.989339893398934,0.9483399152902277,0.9601321197788899,0.9469606748941016,1.0,0.6466639697551727,0.9046875,0.96875,0.886613731691452,0.9052553663952628,0.8909326424870467,1.0
OURS,31.0,MARC-geo_only,2020-07-05 18:19:33.092400,0.8747151993786326,0.9536695366953669,0.988109881098811,0.9445782157309688,0.9586474821364995,0.943041076933053,0.0,0.6418440699577331,0.9046875,0.9609375,0.8852671795676976,0.9028250678509746,0.890328151986183,0.0
OURS,32.0,MARC-geo_only,2020-07-05 18:19:36.810363,0.8814975275960111,0.9544895448954489,0.988519885198852,0.9475601745089192,0.9560092434029696,0.9454071639889563,0.0,0.640813159942627,0.90625,0.965625,0.892712390176257,0.9093416083053388,0.8966567974339996,1.0
OURS,33.0,MARC-geo_only,2020-07-05 18:19:40.500828,0.9108426361701781,0.956539565395654,0.989749897498975,0.9502237341795925,0.9599057807611041,0.948214505752514,1.0,0.6268845558166504,0.909375,0.96875,0.8949000912731482,0.9129348630643968,0.898272884283247,1.0
OURS,34.0,MARC-geo_only,2020-07-05 18:19:44.207445,0.8166702732584329,0.958589585895859,0.990159901599016,0.9519690472526156,0.959907558574021,0.9504679563288443,1.0,0.6010116696357727,0.909375,0.965625,0.8932279867513029,0.9083888477670861,0.8978411053540587,0.0
OURS,35.0,MARC-geo_only,2020-07-05 18:19:47.977385,0.7781842742947683,0.959409594095941,0.991389913899139,0.9527696664586327,0.9652050460318559,0.9505789581046948,1.0,0.5900892823934555,0.9125,0.9671875,0.9010683616901234,0.9235627929928447,0.9018134715025907,1.0
OURS,36.0,MARC-geo_only,2020-07-05 18:19:51.775437,0.8078769341312798,0.965969659696597,0.991389913899139,0.960711614959951,0.966502746695423,0.9592363238277818,1.0,0.5770806670188904,0.9171875,0.9703125,0.9018179862739448,0.9141931902294597,0.9064766839378238,1.0
OURS,37.0,MARC-geo_only,2020-07-05 18:19:55.491756,0.7766700069305104,0.964739647396474,0.992209922099221,0.9589743087295525,0.9653476506685573,0.9582827063456669,0.0,0.5594528079032898,0.9171875,0.9703125,0.9028455712393538,0.9173081667900321,0.908894645941278,0.0
OURS,38.0,MARC-geo_only,2020-07-05 18:19:59.263717,0.7423860941230396,0.965969659696597,0.992209922099221,0.9605614914122765,0.9689890652159456,0.9585454207046933,0.0,0.5528708010911941,0.9203125,0.9703125,0.9062246619241439,0.9211900649724484,0.9102763385146805,1.0
OURS,39.0,MARC-geo_only,2020-07-05 18:20:02.945415,0.7271492540616391,0.966379663796638,0.992619926199262,0.961567804575607,0.9677424811660604,0.9594453600829529,1.0,0.53188197016716,0.9171875,0.971875,0.9063664771680621,0.929092367045735,0.9066493955094992,0.0
OURS,40.0,MARC-geo_only,2020-07-05 18:20:06.688935,0.6967092755389243,0.96719967199672,0.993029930299303,0.9622034025405318,0.9683416031777963,0.9603975583036596,1.0,0.5482947885990143,0.915625,0.9671875,0.8968219528109806,0.9138651503936478,0.9031951640759931,0.0
OURS,41.0,MARC-geo_only,2020-07-05 18:20:10.476605,0.7132530421592896,0.968839688396884,0.994259942599426,0.9629283171088598,0.9680672190692982,0.9623740590625438,1.0,0.5202193319797516,0.915625,0.975,0.899787604450817,0.9145324451023934,0.9056131260794473,0.0
OURS,42.0,MARC-geo_only,2020-07-05 18:20:14.335713,0.6583238542202117,0.972529725297253,0.994259942599426,0.9688911284207968,0.9742143316427875,0.967635840301673,1.0,0.5102437496185303,0.91875,0.9734375,0.9021845742052996,0.9127436466814706,0.9084998766345916,0.0
OURS,43.0,MARC-geo_only,2020-07-05 18:20:18.030301,0.651376252843494,0.974579745797458,0.994669946699467,0.9716569214511964,0.9773004992450034,0.9694042728871399,1.0,0.5015112429857254,0.925,0.96875,0.9158333318955081,0.934439509828111,0.9164446089316557,1.0
OURS,44.0,MARC-geo_only,2020-07-05 18:20:21.752743,0.6245385442737088,0.972939729397294,0.994259942599426,0.968353244130882,0.9747134058693837,0.9672209178585106,0.0,0.5006863743066787,0.9203125,0.9734375,0.905376488796178,0.9199070647257176,0.9109671848013817,0.0
OURS,45.0,MARC-geo_only,2020-07-05 18:20:25.481687,0.6283478197283118,0.9786797867978679,0.995489954899549,0.9755159372280087,0.9805642857889998,0.9744580130445071,1.0,0.5020117610692978,0.9265625,0.9671875,0.9161196891766841,0.9310264001973848,0.9187392055267702,1.0
OURS,46.0,MARC-geo_only,2020-07-05 18:20:29.172850,0.6188439654370418,0.977859778597786,0.996309963099631,0.9746978573404191,0.9799710926254979,0.9730296435880974,0.0,0.49758129715919497,0.925,0.9671875,0.9137073922048016,0.9283123612139156,0.9159758203799655,0.0
OURS,47.0,MARC-geo_only,2020-07-05 18:20:32.916276,0.5905890161260907,0.977859778597786,0.9958999589995899,0.9743887709579113,0.9796723501634876,0.97262775071755,0.0,0.48344552516937256,0.9296875,0.96875,0.9204516841822542,0.938422156427338,0.9221934369602764,1.0
OURS,48.0,MARC-geo_only,2020-07-05 18:20:36.601592,0.5796094788249861,0.977449774497745,0.9958999589995899,0.9744017296599103,0.9793450903442241,0.9726328757042829,0.0,0.48742201924324036,0.9171875,0.971875,0.9065857861194649,0.925499629903775,0.9102763385146805,0.0
OURS,49.0,MARC-geo_only,2020-07-05 18:20:40.366553,0.5908632820113949,0.9790897908979089,0.996719967199672,0.9763476724478622,0.9816289401881086,0.9743335591178587,1.0,0.47123206555843355,0.9265625,0.971875,0.9141022477810042,0.9304095731556873,0.9177029360967185,0.0
OURS,50.0,MARC-geo_only,2020-07-05 18:20:44.164994,0.569006756064148,0.980729807298073,0.996719967199672,0.978596250032962,0.9828750429538059,0.9764984926299424,1.0,0.4750143140554428,0.921875,0.9734375,0.9098177729006744,0.9239698988403652,0.9149395509499135,0.0
