method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-specific,2020-07-05 16:29:56.688342,15.714461641421819,0.44231682228200664,0.6282639658173762,0.23527288017101824,0.2540643503897104,0.2733446945709742,1.0,4.7988654788415035,0.43844221105527637,0.621859296482412,0.2266132669871285,0.23172138030033543,0.26870672111113286,1.0
OURS,2.0,MARC-specific,2020-07-05 16:30:02.502531,3.42772739170133,0.7882576357018516,0.9172337395157462,0.6593261114462406,0.7046720743780671,0.6750479738715395,1.0,1.6604723654799725,0.7770100502512562,0.9032663316582915,0.6337954928721776,0.6510378633969778,0.6558131207028267,1.0
OURS,3.0,MARC-specific,2020-07-05 16:30:08.391600,1.7644042757836904,0.914068681753442,0.9636018357335021,0.8681658939585162,0.8929309041107596,0.8696587757503329,1.0,0.8944094309854747,0.8969849246231156,0.9528894472361809,0.8469099962347013,0.8681768917500343,0.8526149485046544,1.0
OURS,4.0,MARC-specific,2020-07-05 16:30:14.200894,1.0790328098863982,0.9450862478240228,0.9792688716569078,0.9254698743569929,0.942147859922737,0.9245879221857289,1.0,0.6118012478004149,0.9221105527638191,0.9591708542713567,0.8871339954768941,0.9011171721318779,0.8934803886200946,1.0
OURS,5.0,MARC-specific,2020-07-05 16:30:20.102309,0.7374600839211153,0.9602785250830828,0.9830669409716727,0.9453851123830646,0.9545510296991142,0.944587001939545,1.0,0.4860072218293521,0.9359296482412061,0.9654522613065326,0.9054147388371141,0.9215951771540007,0.9087272019919078,1.0
OURS,6.0,MARC-specific,2020-07-05 16:30:25.997323,0.5648244367707548,0.9626523184048109,0.9873397689507833,0.9500035710622399,0.954134569072234,0.9513838085149012,1.0,0.43286121677813216,0.9384422110552764,0.9729899497487438,0.917739955549304,0.9325361555655672,0.9204961413858473,1.0
OURS,7.0,MARC-specific,2020-07-05 16:30:31.957659,0.4601134986208858,0.9686659281531887,0.9893970564962811,0.9552538001135675,0.9620684644203482,0.9546563147784556,1.0,0.3878004884150759,0.9447236180904522,0.9736180904522613,0.9192483399501011,0.9341308168955229,0.9209256146903207,1.0
OURS,8.0,MARC-specific,2020-07-05 16:30:37.849670,0.3988259371360055,0.9749960436777971,0.991612596929894,0.9642768211474576,0.9690955233492105,0.9651899002760198,1.0,0.35658533081187677,0.9472361809045227,0.9773869346733668,0.9281978101214247,0.9432941655294597,0.929213313103019,1.0
OURS,9.0,MARC-specific,2020-07-05 16:30:43.738609,0.3425361469758238,0.9775280898876404,0.9930368729229309,0.9665495994533516,0.9667743260641276,0.9700522252079117,1.0,0.3334044770679282,0.9535175879396985,0.9786432160804021,0.9336791155089984,0.9438549328333484,0.9377311702458762,1.0
OURS,10.0,MARC-specific,2020-07-05 16:30:49.633011,0.30374084180302025,0.9768950783351796,0.9950941604684286,0.9678255473968294,0.9712871969884729,0.9710956610082997,0.0,0.3256440061570412,0.9535175879396985,0.9780150753768844,0.9355629083678753,0.9482505634870434,0.9392443977591036,0.0
OURS,11.0,MARC-specific,2020-07-05 16:30:55.434674,0.2748418960423763,0.9768950783351796,0.9965184364614654,0.9709483735134887,0.9814153894194219,0.9714873780129198,0.0,0.31782858934833774,0.9535175879396985,0.9786432160804021,0.9320158258233213,0.9446423919070976,0.9348832866479925,0.0
OURS,12.0,MARC-specific,2020-07-05 16:31:01.332931,0.2478704838402608,0.9833834467479031,0.996201930685235,0.9755683046521265,0.9785326482382902,0.9762629960627313,1.0,0.31968417359356904,0.9510050251256281,0.9780150753768844,0.9316902159319935,0.944414993775288,0.9347450591347649,0.0
OURS,13.0,MARC-specific,2020-07-05 16:31:07.233894,0.23042731361782312,0.9889222978319354,0.9988922297831936,0.9845079684875062,0.9864802509064433,0.9852122769517038,1.0,0.30266451951696643,0.9554020100502513,0.9805276381909548,0.9356494541373104,0.947308935073641,0.9380406940553998,1.0
OURS,14.0,MARC-specific,2020-07-05 16:31:13.138430,0.2013059528563705,0.9925621142585852,0.9993669884475391,0.9907460769747655,0.9911088166612361,0.9915368069807304,1.0,0.30456730727125053,0.9535175879396985,0.9792713567839196,0.93549049651994,0.946664998763038,0.9379990273887332,0.0
OURS,15.0,MARC-specific,2020-07-05 16:31:19.039820,0.18575720124690664,0.9920873555942396,0.9996834942237696,0.9900247036913942,0.9924693498951708,0.9906292829497056,0.0,0.29194525247392944,0.9560301507537688,0.9798994974874372,0.9396569312306243,0.9525921715739827,0.9414672813569873,1.0
OURS,16.0,MARC-specific,2020-07-05 16:31:24.947583,0.16688775997134322,0.9946194018040829,0.9998417471118848,0.9940374876945289,0.9970018226934099,0.9942269630473857,1.0,0.2918953822560646,0.9566582914572864,0.9786432160804021,0.9406697583646568,0.9521001808648866,0.9419434718331778,1.0
OURS,17.0,MARC-specific,2020-07-05 16:31:30.874599,0.1562830157027363,0.9943028960278525,1.0,0.9931843357027219,0.9964204932650019,0.9936250926955154,0.0,0.3052648560860049,0.9503768844221105,0.9798994974874372,0.931006535422022,0.9433849892464692,0.9352212496109557,0.0
OURS,18.0,MARC-specific,2020-07-05 16:31:36.789154,0.1503620724037377,0.9957271720208893,1.0,0.9952012893449743,0.9975411759685953,0.9956515662219888,1.0,0.28590706237896,0.9566582914572864,0.9805276381909548,0.9395508075648742,0.9515078528225589,0.9422212496109555,0.0
OURS,19.0,MARC-specific,2020-07-05 16:31:42.613077,0.13761047073785104,0.9955689191327741,1.0,0.9948851134415254,0.9944714202885454,0.9956381352085577,0.0,0.2922285670910648,0.9560301507537688,0.9798994974874372,0.9421108761761631,0.9553336834733894,0.9431895035792095,0.0
OURS,20.0,MARC-specific,2020-07-05 16:31:48.484883,0.12649347227875013,0.9985757240069632,1.0,0.9988595825308774,0.9991870093019287,0.9986706027410253,1.0,0.28204718232154846,0.9579145728643216,0.9811557788944724,0.9444377482051709,0.9582749056972203,0.9444156940554,1.0
OURS,21.0,MARC-specific,2020-07-05 16:31:54.345465,0.1322444769132173,0.9987339768950784,1.0,0.9988467306114365,0.999385162601626,0.9984932659932659,1.0,0.2856970350047452,0.957286432160804,0.9817839195979899,0.9406994766595004,0.9509920528817588,0.9443469109866168,0.0
OURS,22.0,MARC-specific,2020-07-05 16:32:00.351811,0.12009100454209028,0.9968349422376959,1.0,0.9960391678038737,0.9987443181818181,0.9964629629629629,0.0,0.2908833698187042,0.9535175879396985,0.9805276381909548,0.9368294791621485,0.9509088259235319,0.938776805166511,0.0
OURS,23.0,MARC-specific,2020-07-05 16:32:06.244993,0.11638264536555762,0.9993669884475391,1.0,0.9993474079121138,0.999639423076923,0.9991296296296296,1.0,0.28416349843668576,0.9554020100502513,0.9830402010050251,0.939285633361615,0.9515251859280498,0.9418369903516962,0.0
OURS,24.0,MARC-specific,2020-07-05 16:32:12.238536,0.10812065012376884,0.9998417471118848,1.0,0.9997510115157174,0.9998958333333333,0.9996296296296298,1.0,0.28318846263178626,0.9579145728643216,0.9811557788944724,0.9410790764086747,0.9538864886928612,0.9429434718331777,0.0
