method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-generic,2020-07-07 04:16:12.347615,10.070224141606959,0.05295690936106984,0.14930163447251116,0.018760191723959145,0.04335465980519109,0.03927190281178108,1.0,5.496734925595441,0.0513950073421439,0.14047968673519334,0.016053841155561105,0.022148828116794778,0.03796417215091914,1.0
OURS,2.0,MARC-generic,2020-07-07 04:17:15.079214,5.237447211986842,0.2312035661218425,0.46419019316493315,0.15156566499896293,0.22497148145585444,0.18859412745276313,1.0,4.447182170328298,0.21536955457660303,0.44836025452765543,0.13525828002217735,0.16670430284720933,0.17356870037592928,1.0
OURS,3.0,MARC-generic,2020-07-07 04:18:17.784871,4.437326898362271,0.40106983655274886,0.6574145616641902,0.31707237508364333,0.4164034919997033,0.3502761033477934,1.0,3.59634141389844,0.377141458639256,0.6147821830641214,0.2851143692175431,0.3425922395704127,0.32483780164503057,1.0
OURS,4.0,MARC-generic,2020-07-07 04:19:20.472913,3.7914941747900635,0.509182763744428,0.7535215453194651,0.4426487264059203,0.5344417150667197,0.46327104171219685,1.0,3.0298637671617685,0.468918257464513,0.7011747430249633,0.38826113768848824,0.4409203020893104,0.41746206716086237,1.0
OURS,5.0,MARC-generic,2020-07-07 04:20:23.415462,3.3159252727191126,0.5868647845468054,0.8077860326894503,0.5390110306075432,0.6286118451396089,0.5492504413838506,1.0,2.642539948385484,0.5313264806656877,0.7547723935389133,0.4587884898626904,0.5113658092015578,0.4827292687232446,1.0
OURS,6.0,MARC-generic,2020-07-07 04:21:25.821360,2.989944779791414,0.6404160475482912,0.8385735512630015,0.6038971747367735,0.6695467025548649,0.6110052538733884,1.0,2.4038882876399446,0.5766030347528145,0.7860988742046011,0.5155565919160052,0.5697165052502752,0.5335971201935058,1.0
OURS,7.0,MARC-generic,2020-07-07 04:22:28.023863,2.7504172203693136,0.6719167904903418,0.8596731054977712,0.6426821779522562,0.6959697284660403,0.6468376915601921,1.0,2.2210012117088045,0.6069505628976994,0.8066568771414586,0.5578269321122791,0.6161209158325129,0.5711809776568813,1.0
OURS,8.0,MARC-generic,2020-07-07 04:23:29.842318,2.568216933353872,0.7022288261515601,0.8772659732540862,0.6804053879255096,0.7267469124265601,0.6809053926686047,1.0,2.051721131282289,0.6297112090063632,0.8201174743024964,0.5831970270773247,0.6322093988832554,0.5927013080627539,1.0
OURS,9.0,MARC-generic,2020-07-07 04:24:32.319812,2.4232850155398182,0.7267161961367014,0.8881426448736999,0.7083881771932998,0.7465049348198955,0.7078214272198651,1.0,1.9385104932098838,0.6475770925110133,0.8323543808125305,0.6047840380321917,0.648869273223927,0.6128515727913318,1.0
OURS,10.0,MARC-generic,2020-07-07 04:25:34.796568,2.2845209124679906,0.7453789004457653,0.897295690936107,0.7299208396807914,0.7657345558061488,0.7285198748120616,1.0,1.8578058422282813,0.6647087616250612,0.8445912873225648,0.6255722134880793,0.6711014411889119,0.6316707221827703,1.0
OURS,11.0,MARC-generic,2020-07-07 04:26:37.128136,2.1923257487950316,0.7585735512630015,0.9045468053491827,0.7454767680100017,0.7767073508786846,0.7432692528600833,1.0,1.7837031999756994,0.6727851199216838,0.8516886930983847,0.6325265454867303,0.6763246678350281,0.6391090948319865,1.0
OURS,12.0,MARC-generic,2020-07-07 04:27:39.518435,2.104221987086632,0.7730163447251115,0.9106686478454681,0.762323625416961,0.7937028761851957,0.7589058779311046,1.0,1.7182772171246439,0.6860009789525208,0.8556045031815956,0.649017558672965,0.6964896061373457,0.6553548247825356,1.0
OURS,13.0,MARC-generic,2020-07-07 04:28:42.012461,2.029032741549465,0.7828826151560179,0.9173254086181278,0.7722463581037415,0.7997189517715556,0.7687562225540567,1.0,1.6551678770030764,0.6930983847283406,0.8641703377386197,0.6584634191146449,0.7007609715622883,0.6620532301255193,1.0
OURS,14.0,MARC-generic,2020-07-07 04:29:44.044498,1.9766055090891483,0.7907875185735512,0.9205349182763745,0.7813710823597573,0.8083166677158968,0.7780849893404194,1.0,1.6181001153227983,0.6970141948115517,0.8671071953010279,0.6621243592757975,0.7039315595141268,0.6674036862289875,1.0
OURS,15.0,MARC-generic,2020-07-07 04:30:46.660184,1.9122387135648797,0.8057057949479941,0.9284992570579494,0.7974077190770124,0.8190768558874075,0.7939993021810158,1.0,1.548475338907377,0.7129221732745962,0.8751835535976505,0.6793219617061614,0.7169377108627919,0.683987164107646,1.0
OURS,16.0,MARC-generic,2020-07-07 04:31:49.320164,1.8413553807923202,0.8128380386329866,0.9319465081723626,0.8045991055874416,0.8257617446833382,0.8017541544200321,1.0,1.5203296015557854,0.7139011257953989,0.8761625061184533,0.6806163678763617,0.7216368011215357,0.6850783308614634,1.0
OURS,17.0,MARC-generic,2020-07-07 04:32:52.167631,1.828240238638902,0.8197325408618128,0.9353937592867756,0.8120391226211107,0.8343051717942801,0.8081899895427672,1.0,1.4908975220986924,0.7202643171806168,0.8803230543318649,0.68801891584815,0.726247592471948,0.6928446274831818,1.0
