method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-05 18:04:59.879211,25.79156944953925,0.04240134340890008,0.12174643157010916,0.0096788538817141,0.012251103903545625,0.02302948640193383,1.0,15.91478363650088,0.03443328550932568,0.0975609756097561,0.008140768554022557,0.008216604137931426,0.019131918743317707,1.0
OURS,2.0,MARC-geo_only,2020-07-05 18:05:03.650871,11.17403661213834,0.08270361041141898,0.20277078085642317,0.023310381646284867,0.03182869391324348,0.04391071542744252,1.0,7.480273919947007,0.07604017216642754,0.18077474892395984,0.02425879244532094,0.030731719098153767,0.042517887984209225,1.0
OURS,3.0,MARC-geo_only,2020-07-05 18:05:07.578660,6.235063157293799,0.14441645675902604,0.30940386230058775,0.05105029729665139,0.061207064899881265,0.08361020258211424,1.0,5.09455108368927,0.13055954088952654,0.2783357245337159,0.05421575781503983,0.06496616799452352,0.08336211859527921,1.0
OURS,4.0,MARC-geo_only,2020-07-05 18:05:11.368607,4.877180782513494,0.20654911838790932,0.3887489504617968,0.09151516389112328,0.12974143435960106,0.13211346844092797,1.0,4.350906708661248,0.19655667144906744,0.3715925394548063,0.09206346934312223,0.11170894048355719,0.1335924006908463,1.0
OURS,5.0,MARC-geo_only,2020-07-05 18:05:15.133246,4.363868316615158,0.30730478589420657,0.5327455919395466,0.16327369603990372,0.19772799380997452,0.21211588264897588,1.0,3.8270473733351937,0.2883787661406026,0.5078909612625538,0.15313472377721932,0.15981946837460573,0.20710584752035532,1.0
OURS,6.0,MARC-geo_only,2020-07-05 18:05:18.957054,3.973407735151968,0.3904282115869018,0.6376994122586063,0.23326491042424014,0.27673921051885203,0.2852637500242731,1.0,3.370774554385345,0.3672883787661406,0.5911047345767575,0.2114552912413221,0.20993753947958238,0.27714038983469036,1.0
OURS,7.0,MARC-geo_only,2020-07-05 18:05:22.634732,3.5944982656003246,0.5,0.7363560033585222,0.34994455153726745,0.40492531766616346,0.3940060036731062,1.0,2.9380683786044677,0.4634146341463415,0.6915351506456241,0.30665811202111737,0.3049546929382498,0.37525289908709597,1.0
OURS,8.0,MARC-geo_only,2020-07-05 18:05:26.258490,3.2648648489032044,0.5776658270361041,0.8115029387069689,0.4468555110666632,0.533172470222438,0.4783978652552097,1.0,2.5744568812453763,0.5494978479196556,0.7747489239598279,0.4055807181177962,0.4085704401800665,0.4669442388354305,1.0
OURS,9.0,MARC-geo_only,2020-07-05 18:05:29.935581,2.954317665220208,0.6452560873215785,0.853904282115869,0.5305828368488783,0.5957135413174021,0.5584881836652398,1.0,2.27126808488044,0.5911047345767575,0.806312769010043,0.4699382457293804,0.4755356114812073,0.5223229706390329,1.0
OURS,10.0,MARC-geo_only,2020-07-05 18:05:33.624944,2.6827312792979,0.7015113350125944,0.8736356003358522,0.6110599074871113,0.6937936104046346,0.6265619186739995,1.0,2.038443800708656,0.642754662840746,0.830703012912482,0.536626510745319,0.5637573925786362,0.5778620774734764,1.0
OURS,11.0,MARC-geo_only,2020-07-05 18:05:37.270321,2.4650180748187625,0.7586062132661628,0.9042821158690176,0.677043235515882,0.7486884410902308,0.6923793695668043,1.0,1.7739527550455145,0.7015781922525107,0.8766140602582496,0.6025596060796178,0.6244005418875885,0.6415556377991611,1.0
OURS,12.0,MARC-geo_only,2020-07-05 18:05:40.935471,2.25738976724402,0.780016792611251,0.9273719563392108,0.7114079754288245,0.7646236897663502,0.7240647370385577,1.0,1.6083587909189496,0.7259684361549498,0.890961262553802,0.6375331456727219,0.6633573895879595,0.6746299037749814,1.0
OURS,13.0,MARC-geo_only,2020-07-05 18:05:44.670215,2.1067797753312427,0.8270361041141897,0.9349286314021831,0.7773540733815834,0.8319436783636925,0.782508462434151,1.0,1.439745965612841,0.7776183644189383,0.9010043041606887,0.7083740407041229,0.7311584916916251,0.7357698001480385,1.0
OURS,14.0,MARC-geo_only,2020-07-05 18:05:48.316457,1.9271173673352706,0.8421494542401343,0.9458438287153652,0.7948376466538132,0.8440402276647837,0.7993200738701147,1.0,1.3145670097219722,0.7962697274031564,0.9182209469153515,0.7353174523938413,0.7653507689777121,0.7583024919812484,1.0
OURS,15.0,MARC-geo_only,2020-07-05 18:05:52.035665,1.795917156961763,0.8648194794290512,0.9534005037783375,0.8251892587699176,0.8592425742803066,0.8289895118365258,1.0,1.1861380692705021,0.8192252510760402,0.9225251076040172,0.7646911378776663,0.7810741209930219,0.786843079200592,1.0
OURS,16.0,MARC-geo_only,2020-07-05 18:05:55.763126,1.6889480861868806,0.8744752308984047,0.9571788413098237,0.8394982846642433,0.8763735579603741,0.8419064114182742,1.0,1.1212605172968664,0.8292682926829268,0.9296987087517934,0.7796399348898587,0.8080516489842914,0.7963915618060695,1.0
OURS,17.0,MARC-geo_only,2020-07-05 18:05:59.599837,1.5772686529119508,0.8887489504617968,0.9668345927791772,0.8580010069126178,0.89315874253867,0.8589415871526588,1.0,1.0340448186934592,0.8507890961262554,0.93974175035868,0.8045724856605686,0.8267020097740033,0.8205341722181101,1.0
OURS,18.0,MARC-geo_only,2020-07-05 18:06:03.269538,1.4818613022741003,0.8954659949622166,0.9722921914357683,0.8681007547538333,0.8985222378228431,0.8701493802836863,1.0,0.9626468421739006,0.8522238163558106,0.9469153515064562,0.8083323408293923,0.8292828357595197,0.8243708364174686,1.0
OURS,19.0,MARC-geo_only,2020-07-05 18:06:06.897023,1.4072113015089187,0.9105793450881612,0.9748110831234257,0.8890886709371687,0.9115218669948871,0.8898523627389185,1.0,0.9328274415589474,0.8651362984218077,0.9512195121951219,0.8321021187724076,0.8575228599839998,0.840593387614113,1.0
OURS,20.0,MARC-geo_only,2020-07-05 18:06:10.639134,1.359640540544172,0.9135180520570949,0.9764903442485307,0.8921197454622923,0.9127822992672364,0.8939937287554751,1.0,0.8725552468251977,0.8680057388809183,0.9555236728837877,0.832271164975411,0.8565013570194917,0.8422464840858622,1.0
OURS,21.0,MARC-geo_only,2020-07-05 18:06:14.396288,1.2795405381872913,0.9206549118387909,0.9760705289672544,0.9020515498607001,0.9254879634441778,0.901510328368114,1.0,0.8124452179439441,0.8780487804878049,0.9626972740315638,0.845651787171141,0.8737211119335472,0.8517949666913396,1.0
OURS,22.0,MARC-geo_only,2020-07-05 18:06:18.028875,1.1958471037178455,0.9227539882451721,0.9802686817800168,0.9019159457605345,0.9259149706440327,0.9041504487543482,1.0,0.7880080591999475,0.8751793400286944,0.9598278335724534,0.8409473501892964,0.8709412780656303,0.8497594374537379,0.0
OURS,23.0,MARC-geo_only,2020-07-05 18:06:21.762073,1.1724250657932784,0.9311502938706969,0.980688497061293,0.9148868229402737,0.9390115243553154,0.9136837694923323,1.0,0.7398054149947857,0.8938307030129125,0.9655667144906743,0.8659769406333948,0.8935685500452341,0.8707068837897852,1.0
