method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-specific,2020-07-05 16:25:28.143628,15.809707933356611,0.4110898661567878,0.6152007648183556,0.20886247604862537,0.22355942146718874,0.24945568647609298,1.0,4.835656375768353,0.39938837920489295,0.5877675840978593,0.2015962722599071,0.20261931987737503,0.24556097606097604,1.0
OURS,2.0,MARC-specific,2020-07-05 16:25:33.978751,3.4540500905272156,0.7840981516889739,0.9037603569152326,0.6435692926969038,0.6851166000975477,0.6556120474990251,1.0,1.7741907737306135,0.7559633027522936,0.8801223241590214,0.6137303944501498,0.6443526718094931,0.6321612600362599,1.0
OURS,3.0,MARC-specific,2020-07-05 16:25:39.858657,1.8150115289682032,0.9080624601657107,0.9670172084130019,0.8595737042289928,0.8942585240336292,0.8605297773996416,1.0,0.9895820301971668,0.8715596330275229,0.9388379204892966,0.8104699833532497,0.8365511279173818,0.814940688940689,1.0
OURS,4.0,MARC-specific,2020-07-05 16:25:45.690826,1.1456645596095754,0.9461440407903123,0.9823135755258127,0.925644778136655,0.938375463236924,0.9249555154229216,1.0,0.6652319816456658,0.9192660550458716,0.9602446483180428,0.8946283604291242,0.9161246604239407,0.8957053594553593,1.0
OURS,5.0,MARC-specific,2020-07-05 16:25:51.562279,0.7963642505721122,0.9576163161249204,0.9843849585723391,0.940841964654962,0.9473547353950816,0.9403605406308672,1.0,0.53810701348366,0.9339449541284404,0.9657492354740062,0.9107607189973358,0.9296155866298788,0.9104888861138861,1.0
OURS,6.0,MARC-specific,2020-07-05 16:25:57.457067,0.6057932982975088,0.964308476736775,0.9877310388782664,0.9513016830564891,0.9549068695720007,0.9537512837781056,1.0,0.44971593944669136,0.9400611620795107,0.9700305810397554,0.928364502257066,0.9458834152641918,0.9282117697117698,1.0
OURS,7.0,MARC-specific,2020-07-05 16:26:03.355118,0.46310495312157673,0.967176545570427,0.9901210962396431,0.9553867268517146,0.9615819339896184,0.9561439296867272,1.0,0.4176287123551792,0.9425076452599388,0.9724770642201835,0.928927797118876,0.9471090212697356,0.9281067312317313,1.0
OURS,8.0,MARC-specific,2020-07-05 16:26:09.245139,0.4158438639210773,0.9714786488209051,0.9917144678138942,0.9611764341868773,0.963517071213613,0.9634968615662711,1.0,0.3679081697073916,0.9467889908256881,0.9749235474006116,0.9350326485912139,0.9476910037794185,0.9365558053058053,1.0
OURS,9.0,MARC-specific,2020-07-05 16:26:15.113832,0.33620550727069265,0.9741873804971319,0.9936265137029955,0.9655725494044046,0.971392796072829,0.9657354030948575,1.0,0.3446958048536872,0.9467889908256881,0.9755351681957186,0.9376596056188767,0.9524735463811551,0.9373335830835829,0.0
OURS,10.0,MARC-specific,2020-07-05 16:26:20.974592,0.2976388314049133,0.9853409815168898,0.9945825366475463,0.9775554808081119,0.9832173084327699,0.9792203604071403,1.0,0.330246097924877,0.9529051987767584,0.9773700305810398,0.9441669066123715,0.9559419145669146,0.9438307340807341,1.0
OURS,11.0,MARC-specific,2020-07-05 16:26:26.830773,0.2649415535929478,0.9872530274059911,0.9969725940089229,0.9817307998308119,0.9873937851972596,0.9815680258539995,1.0,0.3157719144307145,0.9535168195718654,0.9798165137614679,0.9445185837315611,0.9555024123347294,0.9437057340807341,1.0
OURS,12.0,MARC-specific,2020-07-05 16:26:32.760559,0.25491183200332296,0.981357552581262,0.9958572339069471,0.9726786722501172,0.973710488652772,0.9748921737789539,0.0,0.3066692072955111,0.9553516819571866,0.9773700305810398,0.9427605350006493,0.9521835843957938,0.942941183816184,1.0
OURS,13.0,MARC-specific,2020-07-05 16:26:38.689145,0.22580406127688685,0.9894837476099426,0.9982472912683238,0.9861099136499684,0.986825281502701,0.9867668873054471,1.0,0.28893364218579154,0.9602446483180428,0.9792048929663608,0.9521016755930439,0.9614344035594036,0.9515874680874682,1.0
OURS,14.0,MARC-specific,2020-07-05 16:26:44.570537,0.20483144695607625,0.9923518164435946,0.9988846398980242,0.9902133941558514,0.9938179918068438,0.9908910812865183,1.0,0.29378221857985226,0.9535168195718654,0.981651376146789,0.9446052784966609,0.9569401339401338,0.9430358807858806,0.0
