method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-specific,2020-07-05 19:23:01.266529,25.405855198130343,0.060704168352893564,0.20113314447592068,0.020691518446326853,0.03340030570812764,0.03363755683168836,1.0,15.471336866679945,0.0625,0.1924342105263158,0.02011740072134618,0.022504555192004113,0.03562176165803108,1.0
OURS,2.0,MARC-specific,2020-07-05 19:23:09.536854,10.67024339562435,0.1622824767300688,0.3783893160663699,0.07846762937331972,0.1090479649447762,0.10690794176712384,1.0,6.920017543591951,0.1611842105263158,0.3355263157894737,0.07076117286413823,0.07755164023899912,0.10477424130273871,1.0
OURS,3.0,MARC-specific,2020-07-05 19:23:17.836396,5.539652342354417,0.42573856738162685,0.6467017401861594,0.28699858035989845,0.3911669829041518,0.33040790892668503,1.0,4.046657361482319,0.3717105263157895,0.6085526315789473,0.23046851587484626,0.26156898459852856,0.2799407846039971,1.0
OURS,4.0,MARC-specific,2020-07-05 19:23:26.137181,3.7423718668390795,0.6507486847430191,0.8405503844597328,0.533671272800128,0.6303887075351566,0.5580913920741676,1.0,2.7527695956983065,0.59375,0.7796052631578947,0.44880782899202587,0.46837018048157947,0.49402911423636814,1.0
OURS,5.0,MARC-specific,2020-07-05 19:23:34.411425,2.6755526948679513,0.8603804127883448,0.9631728045325779,0.8164684856165618,0.876146025789585,0.8182201742129467,1.0,1.8446563419542814,0.7796052631578947,0.912828947368421,0.6941056667781511,0.7310325101980406,0.7139032815198618,1.0
OURS,6.0,MARC-specific,2020-07-05 19:23:42.725848,1.854867356357088,0.9534601375961149,0.9898826386078511,0.9403036058655967,0.9612841841096225,0.9380080901522535,1.0,1.2351783012088977,0.8766447368421053,0.9506578947368421,0.8177044537635819,0.8263786625458293,0.8324697754749568,1.0
OURS,7.0,MARC-specific,2020-07-05 19:23:51.006531,1.3381520310474861,0.9789558883043302,0.9983812221772562,0.9702673481826507,0.9819789452260904,0.9701600357040772,1.0,0.8988204378830759,0.9259868421052632,0.9703947368421053,0.8907423031775362,0.9078193107985854,0.8962003454231432,1.0
OURS,8.0,MARC-specific,2020-07-05 19:23:59.217832,0.9029773054505013,0.9919061108862809,0.9991906110886281,0.9889462004093499,0.9925698847910467,0.9885162527878164,1.0,0.6609566995972082,0.944078947368421,0.9769736842105263,0.9168363300487653,0.9302800394769306,0.9183937823834197,1.0
OURS,9.0,MARC-specific,2020-07-05 19:24:07.429460,0.6637513006037423,0.9967624443545123,0.9995953055443141,0.995002839488356,0.9968960613970159,0.9948906160046056,1.0,0.5155459360072487,0.9539473684210527,0.9819078947368421,0.933302621385523,0.9501233654083396,0.9343696027633851,1.0
OURS,10.0,MARC-specific,2020-07-05 19:24:15.828247,0.49361032529766863,0.9995953055443141,1.0,0.9995551784640476,0.9997272975184074,0.9994242947610823,1.0,0.4338317638949344,0.962171052631579,0.9851973684210527,0.9440221551620515,0.9527017024426351,0.9473229706390327,1.0
