method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-generic,2020-07-05 20:17:37.073619,25.323270001907378,0.03480372318899231,0.08781869688385269,0.006521632178406758,0.010956440289877509,0.015349615404857707,1.0,15.611926480343467,0.03125,0.09539473684210527,0.005248530432955611,0.005683557028839206,0.013323464100666172,1.0
OURS,2.0,MARC-generic,2020-07-05 20:17:43.861848,10.893720967429024,0.05625252934034804,0.13233508700930796,0.011698047082596003,0.01843663924121205,0.026253990194380645,1.0,7.468754868758352,0.0625,0.14144736842105263,0.01410514178562615,0.016054059750323653,0.028429558351838143,1.0
OURS,3.0,MARC-generic,2020-07-05 20:17:50.702295,6.181815718794004,0.08984216916228248,0.21246458923512748,0.02534169118086428,0.04328405812861035,0.04860329111572176,1.0,5.283633759147243,0.09046052631578948,0.19078947368421054,0.026800837557953486,0.03145688587504123,0.04885270170244264,1.0
OURS,4.0,MARC-generic,2020-07-05 20:17:57.513661,4.876090751587742,0.16147308781869688,0.3472278429785512,0.05943426806278564,0.06930320706003516,0.10979549650033228,1.0,4.49123131601434,0.13322368421052633,0.2878289473684211,0.04219916183193923,0.03375623528976502,0.08530717986676536,1.0
OURS,5.0,MARC-generic,2020-07-05 20:18:04.232943,4.336334769226964,0.24524484014569,0.4779441521651153,0.13681410302375566,0.19638668761466374,0.18561167514791774,1.0,4.071991493827419,0.20559210526315788,0.3930921052631579,0.09952911531137287,0.09440348503134238,0.15020355292376017,1.0
OURS,6.0,MARC-generic,2020-07-05 20:18:11.029580,4.002533442865061,0.3415621205989478,0.6106839336301093,0.2257813904118814,0.2930097217039481,0.2727524727497734,1.0,3.734924579921522,0.2730263157894737,0.47368421052631576,0.1483251956857375,0.15224102951366641,0.2070811744386874,1.0
OURS,7.0,MARC-generic,2020-07-05 20:18:17.805025,3.6856896690104666,0.42492917847025496,0.6766491299069203,0.31242453535436543,0.39189794705466585,0.36007966953043674,1.0,3.5159474924991003,0.31085526315789475,0.5345394736842105,0.18621220823916185,0.20383266696942728,0.24070441648161853,1.0
OURS,8.0,MARC-generic,2020-07-05 20:18:24.599263,3.455152476282556,0.48158640226628896,0.7519222986645083,0.3709307551186431,0.426464376108525,0.4131010604987584,1.0,3.3013109156959937,0.36348684210526316,0.5855263157894737,0.24265854227431422,0.24405982533839893,0.3000493461633358,1.0
OURS,9.0,MARC-generic,2020-07-05 20:18:31.282125,3.2713310515914356,0.5228652367462566,0.7863213273978147,0.4229083344841478,0.5339336910739699,0.45768835325662266,1.0,3.1181288894854093,0.3930921052631579,0.6332236842105263,0.26491510651065664,0.27427727712701805,0.32336540833950156,1.0
OURS,10.0,MARC-generic,2020-07-05 20:18:38.002314,3.056791770800749,0.593686766491299,0.8348846620801295,0.5147462087779772,0.6283755546437347,0.534468046852064,1.0,2.9287884988282857,0.4161184210526316,0.6644736842105263,0.30592697241410455,0.32964044485042576,0.3491919565753763,1.0
OURS,11.0,MARC-generic,2020-07-05 20:18:44.834193,2.854079449721938,0.6454876568191016,0.868069607446378,0.582879731716985,0.6855097995554696,0.5998325686166323,1.0,2.789024415769075,0.4588815789473684,0.7055921052631579,0.35243661398035064,0.36985408086444355,0.3981433506044905,1.0
OURS,12.0,MARC-generic,2020-07-05 20:18:51.629779,2.6621779071710603,0.679481991096722,0.8870902468636179,0.625808246286991,0.7152650615856951,0.6359552207463738,1.0,2.640821519650911,0.4720394736842105,0.7302631578947368,0.36318316947938856,0.3707006017620159,0.4054835924006908,1.0
OURS,13.0,MARC-generic,2020-07-05 20:18:58.449851,2.517038625630711,0.7065965196276811,0.8923512747875354,0.6572116372520819,0.7412130880915355,0.6651597058243587,1.0,2.5520306260962236,0.5049342105263158,0.7467105263157895,0.3995830236377887,0.40904535794051183,0.4437885516901061,1.0
OURS,14.0,MARC-generic,2020-07-05 20:19:05.420363,2.4578505994240216,0.7393767705382436,0.9150141643059491,0.6974914716335605,0.777918099981252,0.7028670945182182,1.0,2.450169186843069,0.5197368421052632,0.7598684210526315,0.41647746408490083,0.44515846847453067,0.4580866025166543,1.0
OURS,15.0,MARC-generic,2020-07-05 20:19:12.238164,2.3114220033720505,0.7689194658033185,0.9263456090651558,0.7332651245711223,0.7966346474252708,0.7360024586567167,1.0,2.3261200628782572,0.5509868421052632,0.787828947368421,0.45501721041316256,0.4805963179020174,0.4900012336540834,1.0
OURS,16.0,MARC-generic,2020-07-05 20:19:19.055148,2.1709925966289836,0.7842978551193849,0.9332254148118171,0.7548089437404563,0.812819589353644,0.7561988084601744,1.0,2.292769331681101,0.5444078947368421,0.7763157894736842,0.4550673183026124,0.47852136349545676,0.4899518874907476,0.0
OURS,17.0,MARC-generic,2020-07-05 20:19:25.804679,2.109298123468131,0.8142452448401457,0.9449615540267098,0.7932233864442885,0.8352550888058876,0.7911370513256627,1.0,2.1806611136386267,0.5855263157894737,0.8009868421052632,0.4973330134701828,0.5230999570377809,0.5315013570194917,1.0
OURS,18.0,MARC-generic,2020-07-05 20:19:32.614289,1.9556212935646455,0.8162687171185755,0.9469850263051396,0.7922524630257703,0.8401742085703907,0.7944930819110665,1.0,2.1073507133283114,0.587171052631579,0.8108552631578947,0.5076607887817564,0.5384416964727845,0.5367197137922527,1.0
OURS,19.0,MARC-generic,2020-07-05 20:19:39.422137,1.8953137387152579,0.8316471064346418,0.9554836098745447,0.8129366995501532,0.8522101061026323,0.8114995114535587,1.0,2.0452679081967005,0.5904605263157895,0.8174342105263158,0.516007191866686,0.5468670244043606,0.5429743399950655,1.0
OURS,20.0,MARC-generic,2020-07-05 20:19:46.251643,1.8289269326139395,0.8462161068393363,0.9627681100768919,0.8288130091883605,0.8634376826621534,0.8274371507316124,1.0,1.9863675519039756,0.5904605263157895,0.8256578947368421,0.5047315920665669,0.5206059484556893,0.5395139402911424,0.0
OURS,21.0,MARC-generic,2020-07-05 20:19:53.057548,1.7309517760066453,0.8640226628895185,0.9676244435451234,0.8519634278930228,0.8774375988410229,0.8509496188386113,1.0,1.938073948809975,0.6233552631578947,0.8157894736842105,0.5472631985509157,0.5790998437371494,0.5758758943992105,1.0
OURS,22.0,MARC-generic,2020-07-05 20:19:59.799432,1.673832676180072,0.8696883852691218,0.9692432213678672,0.8576388291833761,0.8842343337836106,0.8571177923809254,1.0,1.9035497464631732,0.618421052631579,0.8322368421052632,0.5513253610275539,0.5934727621256118,0.5749691586479151,0.0
OURS,23.0,MARC-generic,2020-07-05 20:20:06.532206,1.6331904794175052,0.8741400242816674,0.9753136382031566,0.865508513307788,0.8966491883672028,0.858334095771229,1.0,1.8559659907692356,0.625,0.8355263157894737,0.5523702904836705,0.584626614030759,0.579212928694794,1.0
OURS,24.0,MARC-generic,2020-07-05 20:20:13.218011,1.5945387249386584,0.8846620801295022,0.9773371104815864,0.875685433812861,0.899388598376938,0.8705883862202844,1.0,1.8127214532149465,0.6332236842105263,0.8388157894736842,0.562129312152171,0.6022303689402135,0.5864606464347397,1.0
