method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-generic,2020-07-07 00:59:00.884845,10.113889573351269,0.044894787183165946,0.1332496413199426,0.011917107342510681,0.014651384119182112,0.03265600036595199,1.0,5.538940888285609,0.04279225436289744,0.12550800860626346,0.011090428964019326,0.015125403083818566,0.030965732170551447,1.0
OURS,2.0,MARC-generic,2020-07-07 01:00:03.457183,5.25750805441128,0.22369679579148732,0.4549856527977044,0.1478957151740673,0.22393938744853342,0.18410975666649904,1.0,4.457850742305889,0.2127659574468085,0.43461630408797514,0.1329716243922528,0.170212839451255,0.17293769372082624,1.0
OURS,3.0,MARC-generic,2020-07-07 01:01:05.289257,4.474950218474334,0.390363462458154,0.6439502630320421,0.30062970118161797,0.3977844283257387,0.3396383394936795,1.0,3.626604557721318,0.35668180731532395,0.604829070045422,0.2635786665201694,0.3092609791925946,0.30832552654841805,1.0
OURS,4.0,MARC-generic,2020-07-07 01:02:07.556285,3.8217360719090614,0.5087876614060258,0.7458153993304639,0.43562421662703804,0.5291722874595514,0.46123995022320197,1.0,3.054224953194312,0.4709538608654076,0.7023667224480038,0.3927108842045372,0.4393441660047025,0.4242899169103988,1.0
OURS,5.0,MARC-generic,2020-07-07 01:03:10.069430,3.3343387081086036,0.5854854136776662,0.8024270683883309,0.5332237419640481,0.61674372040265,0.5450652614930059,1.0,2.662761742835577,0.5374133397083433,0.7575902462347598,0.4733847281749774,0.5228142848986148,0.4979274741322934,1.0
OURS,6.0,MARC-generic,2020-07-07 01:04:12.097108,2.989820841908284,0.6401841224294595,0.8378766140602583,0.5981819503632121,0.6652324362019729,0.6060775307590631,1.0,2.380831127841593,0.5732727707387043,0.7824527850824767,0.5166184733805174,0.5557399430596026,0.5351782086721846,1.0
OURS,7.0,MARC-generic,2020-07-07 01:05:14.107186,2.747512835056117,0.6749163079866093,0.859038737446198,0.6383596059242448,0.6983445842065895,0.6445828735661181,1.0,2.2068525814935973,0.6074587616543151,0.8080325125508009,0.561750961256657,0.6136476897051816,0.5744703589583108,1.0
OURS,8.0,MARC-generic,2020-07-07 01:06:16.116106,2.5659375458684965,0.7040889526542324,0.8753586800573888,0.6775055829310751,0.7289519219898325,0.6792988512448064,1.0,2.044053946446495,0.6273009801577815,0.8247669136983027,0.5868379238378209,0.6315445720288776,0.5986740223186007,1.0
OURS,9.0,MARC-generic,2020-07-07 01:07:17.734314,2.405053577429937,0.7211860353897657,0.8837876614060258,0.6998830573467464,0.7456278988447232,0.6986868054358207,1.0,1.944831475098966,0.6469041357877122,0.8324169256514463,0.6123474779706694,0.6628221144444917,0.6193520446532496,1.0
OURS,10.0,MARC-generic,2020-07-07 01:08:19.476701,2.293731182058253,0.7433644189383071,0.8970588235294118,0.7243678947849572,0.7570343947853598,0.7241741051210396,1.0,1.8380400586749503,0.6648338513028926,0.8424575663399474,0.6361098789509728,0.6788181029478667,0.6435149020992394,1.0
