method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-generic,2020-07-05 19:53:34.408043,25.836672836547134,0.04072208228379513,0.10999160369437448,0.0075523760125570626,0.015030788610294278,0.01734293707015438,1.0,16.064896688912828,0.03730272596843615,0.0975609756097561,0.005805342208229799,0.006507379396337019,0.017147791759190723,1.0
OURS,2.0,MARC-generic,2020-07-05 19:53:41.303296,11.288991277904495,0.04827875734676742,0.12804366078925272,0.007887026603994525,0.008394977443245782,0.020070290245160712,1.0,7.71620843742294,0.043041606886657105,0.10903873744619799,0.008142224832258358,0.008213654678147213,0.020250431778929188,1.0
OURS,3.0,MARC-generic,2020-07-05 19:53:48.076027,6.350972011447653,0.07514693534844669,0.18681780016792612,0.01589369855648786,0.02950216929163596,0.03485375023511263,1.0,5.408263517076008,0.058823529411764705,0.15781922525107603,0.010376447563102669,0.007962917948939607,0.029188255613126077,1.0
OURS,4.0,MARC-generic,2020-07-05 19:53:54.794923,4.985817128124605,0.1297229219143577,0.3089840470193115,0.0506294726441589,0.07184560180565322,0.08033183117183504,1.0,4.61618313454145,0.10329985652797705,0.2568149210903874,0.03238558737400571,0.027711167268455527,0.06551114400855333,1.0
OURS,5.0,MARC-generic,2020-07-05 19:54:01.416943,4.40020727650845,0.20990764063811923,0.45256087321578503,0.10950898482370718,0.1681423141468623,0.15025274675996936,1.0,4.1438754593453755,0.1649928263988522,0.38593974175035867,0.0680466600655801,0.06398183816971832,0.11926350851221318,1.0
OURS,6.0,MARC-generic,2020-07-05 19:54:08.202660,4.079026593569444,0.31192275398824515,0.5894206549118388,0.20543174873460615,0.28973814508640355,0.24640622218785566,1.0,3.819671398597947,0.2381635581061693,0.503586800573888,0.13363031247979057,0.13749235046383712,0.18557241549469528,1.0
OURS,7.0,MARC-generic,2020-07-05 19:54:14.859338,3.791804031400897,0.3929471032745592,0.6767422334172963,0.2835802832866564,0.3738026587713264,0.323651519853456,1.0,3.5191512070222086,0.31850789096126253,0.5753228120516499,0.21021169228638567,0.2184266879833239,0.26207130520602023,1.0
OURS,8.0,MARC-generic,2020-07-05 19:54:21.525499,3.5171181737225563,0.47649034424853065,0.7346767422334173,0.38152424481051017,0.461124089493271,0.40997149116404313,1.0,3.2626530344209166,0.35294117647058826,0.6370157819225251,0.2593938864794962,0.28241261007947993,0.30516284233900814,1.0
OURS,9.0,MARC-generic,2020-07-05 19:54:28.248628,3.2921729119858956,0.5310663308144417,0.7825356842989085,0.434007146433457,0.5338511031388015,0.4610123195856244,1.0,3.072288220376845,0.40746054519368724,0.6800573888091822,0.3029176336423024,0.31533210017999735,0.3498540176001316,1.0
OURS,10.0,MARC-generic,2020-07-05 19:54:34.964596,3.088239739463672,0.5709487825356843,0.8173803526448362,0.492330424291552,0.6260847666895847,0.5066064712577129,1.0,2.8878107310367622,0.4375896700143472,0.7101865136298422,0.3289806113470463,0.34519289432229033,0.3746011185130356,1.0
