method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-generic,2020-07-05 20:03:42.567782,25.584873338662586,0.05330053300533005,0.11726117261172611,0.014803954259863621,0.02455245391643025,0.028508705127820798,1.0,15.661701583862305,0.0359375,0.103125,0.007794288073049689,0.008977151398354503,0.019300518134715023,1.0
OURS,2.0,MARC-generic,2020-07-05 20:03:49.280987,10.924831032019846,0.03731037310373104,0.14760147601476015,0.00998501478297779,0.012091814810273755,0.01649493641073952,0.0,7.446965074539184,0.0359375,0.1203125,0.011162804446302738,0.012565708722231807,0.01641376757957069,0.0
OURS,3.0,MARC-generic,2020-07-05 20:03:56.059526,6.178860675120461,0.08036080360803607,0.21443214432144322,0.014027042885524357,0.023554103349155486,0.03958773785463407,1.0,5.309979248046875,0.0671875,0.16875,0.013635294252834914,0.02067005855181431,0.03451558516325356,1.0
OURS,4.0,MARC-generic,2020-07-05 20:04:02.775754,4.915369085035836,0.14596145961459614,0.33948339483394835,0.05431987942572946,0.07831070599757115,0.08956759035548618,1.0,4.527326250076294,0.1203125,0.2671875,0.03936858441179989,0.033566999309799186,0.07632000986923267,1.0
OURS,5.0,MARC-generic,2020-07-05 20:04:09.367878,4.383167365184813,0.23903239032390325,0.48913489134891347,0.13547870986810362,0.1795612379082451,0.17457929142871623,1.0,4.096953964233398,0.1921875,0.4125,0.09543441956277685,0.0986844560506635,0.13883954272555307,1.0
OURS,6.0,MARC-generic,2020-07-05 20:04:16.062822,4.039041317990199,0.31816318163181634,0.6022960229602295,0.19900863204547797,0.2544813694219084,0.24953181713114403,1.0,3.77036828994751,0.2515625,0.4921875,0.14271873111313868,0.15280254378687944,0.1989781232009211,1.0
OURS,7.0,MARC-generic,2020-07-05 20:04:22.849911,3.7855822468155864,0.3948339483394834,0.6842968429684296,0.28519327313437526,0.3635439774928177,0.3216012597628751,1.0,3.5235872983932497,0.3171875,0.5734375,0.21468625975653627,0.2459069211020498,0.2581523974011021,1.0
OURS,8.0,MARC-generic,2020-07-05 20:04:29.616274,3.594586438260737,0.45838458384583847,0.7293972939729397,0.3472575780607314,0.4456549361763748,0.3877095664989189,1.0,3.3533936977386474,0.3453125,0.5828125,0.23581193346092943,0.2590100951547516,0.2810675220001645,1.0
OURS,9.0,MARC-generic,2020-07-05 20:04:36.397384,3.3294113741980658,0.5215252152521526,0.7720377203772038,0.4236933399335456,0.5065162196934418,0.4622632756395792,1.0,3.126010465621948,0.4125,0.6515625,0.29027399781091273,0.3059654829237273,0.3434719138087013,1.0
OURS,10.0,MARC-generic,2020-07-05 20:04:43.117738,3.1143222776970543,0.5711357113571136,0.8241082410824109,0.49180908347001745,0.5934417760370495,0.5136947511240199,1.0,2.943401026725769,0.4484375,0.684375,0.3364819391793224,0.34545439624736307,0.38320174356443787,1.0
OURS,11.0,MARC-generic,2020-07-05 20:04:49.777481,2.9404287786941246,0.5961459614596146,0.8318983189831898,0.5242179485816316,0.6325827353990464,0.5483298497649327,1.0,2.802101182937622,0.446875,0.7046875,0.34844804909529065,0.3773468659197427,0.38968048359240065,0.0
OURS,12.0,MARC-generic,2020-07-05 20:04:56.521091,2.823848447627638,0.6625666256662567,0.8630586305863058,0.6004002458750383,0.6970697342793191,0.6185572988218963,1.0,2.681512403488159,0.4921875,0.7265625,0.39005598083222043,0.4044275218463929,0.4334628670120898,1.0
OURS,13.0,MARC-generic,2020-07-05 20:05:03.218067,2.7252992688754194,0.6896268962689627,0.8847888478884789,0.6376082882378855,0.7315121017350558,0.6443634150583811,1.0,2.554405951499939,0.5,0.753125,0.40222262599193315,0.42076130691415664,0.43798215313759353,1.0
OURS,14.0,MARC-generic,2020-07-05 20:05:09.985363,2.553389458540963,0.6982369823698237,0.8917589175891759,0.6582378380437635,0.7412533031914086,0.6596106496399209,1.0,2.4777167081832885,0.5234375,0.7640625,0.43410359146655847,0.4665149651053339,0.46705321161279706,1.0
OURS,15.0,MARC-generic,2020-07-05 20:05:16.735399,2.4481040786259873,0.7347273472734728,0.9056990569905699,0.6944526786573518,0.7710092535985951,0.6984587234771821,1.0,2.347745752334595,0.5578125,0.784375,0.4743054266565231,0.5061086044519368,0.5042663870384078,1.0
OURS,16.0,MARC-generic,2020-07-05 20:05:23.542839,2.2929912630091343,0.7675276752767528,0.9196391963919639,0.7360312524523986,0.7842950934725974,0.7373323920683076,1.0,2.2448745369911194,0.5625,0.79375,0.4739613074772794,0.4971034375560434,0.5070873427091044,1.0
