method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-specific,2020-07-05 17:36:46.599696,20.22791026404643,0.1288561936402468,0.28452776459420975,0.059760900425394725,0.0766752128405351,0.08247380082703011,1.0,9.071492736542705,0.11121076233183856,0.2600896860986547,0.04838822672713179,0.05268235938515407,0.07119444444444444,1.0
OURS,2.0,MARC-specific,2020-07-05 17:36:51.248309,6.160297224970864,0.34527764594209776,0.6022781205505457,0.2251196852638641,0.2796679698255988,0.2614015078514454,1.0,4.049455322385369,0.31390134529147984,0.5641255605381166,0.1964317432491282,0.2198346998481558,0.239281746031746,1.0
OURS,3.0,MARC-specific,2020-07-05 17:36:55.876046,3.776986198511291,0.6134314190792596,0.8025628856193641,0.5134538699826396,0.580203867693244,0.5399211364832592,1.0,2.668610309592277,0.568609865470852,0.7650224215246637,0.46212710134554014,0.4903464048973449,0.4942222222222222,1.0
OURS,4.0,MARC-specific,2020-07-05 17:37:00.466330,2.7193487099012494,0.7816801139060275,0.8996203132415757,0.705091235329753,0.7518162302032755,0.7248820595791239,1.0,1.878862003681371,0.7219730941704036,0.8448430493273542,0.6391084961134497,0.6556073546336704,0.6679470899470898,1.0
OURS,5.0,MARC-specific,2020-07-05 17:37:05.064191,1.997652539892337,0.8673469387755102,0.9515899383009018,0.8249181659950947,0.8655152119180023,0.8308798850945204,1.0,1.405483598185227,0.7892376681614349,0.895067264573991,0.7378772023081087,0.766789524887351,0.7489193121693122,1.0
OURS,6.0,MARC-specific,2020-07-05 17:37:09.704579,1.4660601756784324,0.9292833412434741,0.9781680113906027,0.9126091661432021,0.947145986733713,0.9106789496822962,1.0,1.1132794963939308,0.831390134529148,0.9282511210762332,0.7949875717391197,0.8274871794871795,0.801839947089947,1.0
OURS,7.0,MARC-specific,2020-07-05 17:37:14.368411,1.087654848431432,0.965828191741813,0.9881347887992407,0.9592173647537408,0.9727410741760592,0.9567421286601812,1.0,0.9219551535999828,0.8699551569506726,0.9417040358744395,0.8462199866639496,0.8771517186517186,0.8474431216931217,1.0
OURS,8.0,MARC-specific,2020-07-05 17:37:19.033395,0.8235317081085698,0.9812529663028002,0.9931181775035596,0.9789406277291111,0.9846238939133988,0.9762139632742719,1.0,0.7789514635710438,0.8932735426008969,0.9506726457399103,0.8755557695028284,0.8974879657379657,0.8789986772486772,1.0
OURS,9.0,MARC-specific,2020-07-05 17:37:23.696390,0.646112478113197,0.9895586141433318,0.9964404366397722,0.9882886911469912,0.9906641194166933,0.9873087343932364,1.0,0.6942184685591625,0.905829596412556,0.9524663677130045,0.8916824999619117,0.9172663725163726,0.8937526455026454,1.0
OURS,10.0,MARC-specific,2020-07-05 17:37:28.304566,0.5137461997572144,0.9931181775035596,0.9988134788799241,0.9925043138496918,0.9940545309228249,0.9916272307117328,1.0,0.6180757542896699,0.9183856502242153,0.9587443946188341,0.9071345026948742,0.9318480223480223,0.9072843915343914,1.0
OURS,11.0,MARC-specific,2020-07-05 17:37:33.043293,0.40739802032440375,0.9964404366397722,0.9997626957759849,0.9960545208717246,0.9969938568199083,0.995542061400757,1.0,0.5710029443283252,0.9201793721973094,0.9650224215246637,0.9060426131029845,0.9281516354016354,0.9070820105820107,1.0
OURS,12.0,MARC-specific,2020-07-05 17:37:37.637814,0.32430428289156366,0.9981015662078785,1.0,0.9981046927189088,0.9985239832970224,0.997842987326683,1.0,0.5304885732887037,0.9201793721973094,0.9650224215246637,0.9091924650283784,0.9280014707514708,0.9108597883597883,0.0
OURS,13.0,MARC-specific,2020-07-05 17:37:42.306241,0.28019162603730435,0.9995253915519696,1.0,0.999368744599289,0.9995888888888889,0.999212962962963,1.0,0.5121577348409747,0.9309417040358744,0.968609865470852,0.9203989452240225,0.9363195045695045,0.9214007936507937,1.0
OURS,14.0,MARC-specific,2020-07-05 17:37:46.865185,0.24328802105907474,0.9997626957759849,1.0,0.9997358943577431,0.9998666666666668,0.9996296296296298,1.0,0.47544235668642104,0.9318385650224216,0.9713004484304932,0.9199711316089025,0.9383513708513708,0.921154761904762,1.0
OURS,15.0,MARC-specific,2020-07-05 17:37:51.528451,0.21390486253654442,1.0,1.0,1.0,1.0,1.0,1.0,0.4697390254035659,0.9354260089686098,0.967713004484305,0.9249417538659026,0.9428225108225109,0.9258769841269843,1.0
OURS,16.0,MARC-specific,2020-07-05 17:37:56.283414,0.18320959346748156,1.0,1.0,1.0,1.0,1.0,0.0,0.45344870737315296,0.9327354260089686,0.9704035874439462,0.922206800366243,0.9327923280423279,0.9244563492063491,0.0
OURS,17.0,MARC-specific,2020-07-05 17:38:00.924368,0.17258772483130003,1.0,1.0,1.0,1.0,1.0,0.0,0.4392199688829114,0.9354260089686098,0.9695067264573991,0.9242155723533432,0.93514898989899,0.9273730158730158,0.0
OURS,18.0,MARC-specific,2020-07-05 17:38:05.537150,0.15746843302821342,1.0,1.0,1.0,1.0,1.0,0.0,0.4219722582085785,0.9372197309417041,0.968609865470852,0.9270753552719497,0.9365185185185184,0.9290396825396825,1.0
OURS,19.0,MARC-specific,2020-07-05 17:38:10.275857,0.14705810850414552,1.0,1.0,1.0,1.0,1.0,0.0,0.41322423968079913,0.9354260089686098,0.9721973094170404,0.9243804854702689,0.9364689754689755,0.9254285714285715,0.0
OURS,20.0,MARC-specific,2020-07-05 17:38:14.952847,0.1394126607404821,1.0,1.0,1.0,1.0,1.0,0.0,0.41161363211046953,0.9426008968609866,0.9730941704035875,0.9320876824127599,0.9429200336700337,0.9337936507936507,1.0
OURS,21.0,MARC-specific,2020-07-05 17:38:19.592589,0.1285691024089346,1.0,1.0,1.0,1.0,1.0,0.0,0.4016629077928483,0.9408071748878923,0.9704035874439462,0.9316224466681122,0.9445743145743146,0.9323730158730158,0.0
OURS,22.0,MARC-specific,2020-07-05 17:38:24.270686,0.12634632116211045,1.0,1.0,1.0,1.0,1.0,0.0,0.40109270394115704,0.9381165919282511,0.9704035874439462,0.9288781412659122,0.9418505291005291,0.9310952380952381,0.0
OURS,23.0,MARC-specific,2020-07-05 17:38:28.941420,0.12240281766859569,1.0,1.0,1.0,1.0,1.0,0.0,0.3999889755329209,0.9390134529147982,0.9713004484304932,0.9298016841546254,0.9444918229918229,0.9308174603174604,0.0
OURS,24.0,MARC-specific,2020-07-05 17:38:33.586213,0.12030518927673735,1.0,1.0,1.0,1.0,1.0,0.0,0.38790232692197835,0.9390134529147982,0.9730941704035875,0.9278507365183835,0.9396877936877938,0.9305674603174602,0.0
OURS,25.0,MARC-specific,2020-07-05 17:38:38.202076,0.11518502664696169,1.0,1.0,1.0,1.0,1.0,0.0,0.3869028650057155,0.9390134529147982,0.9704035874439462,0.9278857791961506,0.9414967532467532,0.9296269841269843,0.0
OURS,26.0,MARC-specific,2020-07-05 17:38:42.896948,0.11719311332470668,1.0,1.0,1.0,1.0,1.0,0.0,0.38871530776200275,0.9381165919282511,0.9730941704035875,0.9270391531126825,0.9411875901875902,0.9291507936507934,0.0
OURS,27.0,MARC-specific,2020-07-05 17:38:47.561211,0.11048756764718125,1.0,1.0,1.0,1.0,1.0,0.0,0.38729027793011855,0.9381165919282511,0.9704035874439462,0.9283312231857125,0.9411859066859066,0.9297857142857143,0.0
OURS,28.0,MARC-specific,2020-07-05 17:38:52.175927,0.11040461352992295,1.0,1.0,1.0,1.0,1.0,0.0,0.3891051605744747,0.9399103139013453,0.9730941704035875,0.9279665714631659,0.9423533781033779,0.9299047619047618,0.0
OURS,29.0,MARC-specific,2020-07-05 17:38:56.800358,0.10772595059888647,1.0,1.0,1.0,1.0,1.0,0.0,0.38071746902348214,0.9443946188340807,0.9721973094170404,0.9371619570659819,0.9514467291967292,0.9370674603174601,1.0
OURS,30.0,MARC-specific,2020-07-05 17:39:01.356603,0.1057926815765188,1.0,1.0,1.0,1.0,1.0,0.0,0.38071686261972504,0.9417040358744395,0.9730941704035875,0.9328347472387721,0.9452231842231841,0.9330396825396825,0.0
OURS,31.0,MARC-specific,2020-07-05 17:39:06.043240,0.10319724270219083,1.0,1.0,1.0,1.0,1.0,0.0,0.3832477518127638,0.9434977578475336,0.9704035874439462,0.9336202057889363,0.9442734487734489,0.9355396825396827,0.0
OURS,32.0,MARC-specific,2020-07-05 17:39:10.784827,0.10224639938010047,1.0,1.0,1.0,1.0,1.0,0.0,0.3821316710101115,0.9434977578475336,0.9739910313901345,0.9333483530229659,0.9453040755540756,0.9351825396825397,0.0
OURS,33.0,MARC-specific,2020-07-05 17:39:15.464942,0.10267618630924777,1.0,1.0,1.0,1.0,1.0,0.0,0.3892034953017406,0.9399103139013453,0.9739910313901345,0.9287726976326047,0.940735088985089,0.9312936507936507,0.0
OURS,34.0,MARC-specific,2020-07-05 17:39:20.084355,0.10182092985554674,1.0,1.0,1.0,1.0,1.0,0.0,0.38627345800533425,0.9408071748878923,0.9730941704035875,0.9315727005708431,0.9430064565064564,0.9326507936507937,0.0
OURS,35.0,MARC-specific,2020-07-05 17:39:24.752432,0.10011316986518501,1.0,1.0,1.0,1.0,1.0,0.0,0.3817089234232368,0.9399103139013453,0.9730941704035875,0.9295370899253252,0.940888851888852,0.930984126984127,0.0
OURS,36.0,MARC-specific,2020-07-05 17:39:29.385278,0.09803577636266468,1.0,1.0,1.0,1.0,1.0,0.0,0.38120975021289605,0.9434977578475336,0.9713004484304932,0.9362499580456237,0.9509268879268878,0.9358174603174602,0.0
OURS,37.0,MARC-specific,2020-07-05 17:39:34.046409,0.09936202950793303,1.0,1.0,1.0,1.0,1.0,0.0,0.3779615641843043,0.9434977578475336,0.9721973094170404,0.9328044830413252,0.9411835016835016,0.9373730158730158,0.0
OURS,38.0,MARC-specific,2020-07-05 17:39:38.712195,0.09673763887968231,1.0,1.0,1.0,1.0,1.0,0.0,0.3849785368204651,0.9452914798206278,0.9721973094170404,0.9335634227027416,0.9445168350168349,0.9362936507936509,1.0
OURS,39.0,MARC-specific,2020-07-05 17:39:43.379966,0.09773073803348795,1.0,1.0,1.0,1.0,1.0,0.0,0.3768605440855026,0.9434977578475336,0.9739910313901345,0.93270006335254,0.9432063492063492,0.9354285714285713,0.0
OURS,40.0,MARC-specific,2020-07-05 17:39:48.073758,0.09551366558276368,1.0,1.0,1.0,1.0,1.0,0.0,0.3800017820211804,0.9408071748878923,0.9730941704035875,0.9303606875294183,0.9422496392496394,0.9315714285714285,0.0
OURS,41.0,MARC-specific,2020-07-05 17:39:52.751866,0.09722164258056758,1.0,1.0,1.0,1.0,1.0,0.0,0.37490395419800765,0.9426008968609866,0.9739910313901345,0.9320765447143157,0.9429338624338623,0.9345952380952379,0.0
OURS,42.0,MARC-specific,2020-07-05 17:39:57.375777,0.094814867180815,1.0,1.0,1.0,1.0,1.0,0.0,0.3691554672782197,0.9434977578475336,0.9721973094170404,0.933243859425748,0.9459682539682539,0.934436507936508,0.0
