method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-specific,2020-07-06 11:00:27.366173,9.145546835954539,0.6602702056432329,0.8372190339550454,0.5441951615992027,0.6002611638638048,0.5825828214832938,1.0,2.6345751444004724,0.6473822615347836,0.8302653597896247,0.5279289632533758,0.5658299390590691,0.5703940470506736,1.0
OURS,2.0,MARC-specific,2020-07-06 11:02:04.697451,2.162994033865014,0.9416547106647537,0.9785389765662362,0.9191790534560371,0.9418436633592647,0.9189610719512957,1.0,0.8461033187355973,0.9256514463303849,0.9698780779344968,0.8952246935722429,0.9173629552418623,0.8980234569089991,1.0
OURS,3.0,MARC-specific,2020-07-06 11:03:41.843472,0.9183498443968839,0.9820659971305595,0.9922285987565758,0.9784014828519323,0.9837527345144824,0.9773661705106415,1.0,0.43350045131833365,0.9689218264403539,0.9866124790819986,0.9591618330651,0.9671688442138664,0.9592188879839483,1.0
OURS,4.0,MARC-specific,2020-07-06 11:05:19.421573,0.5167760997511792,0.9914514586322334,0.9965925394548063,0.9903430948782188,0.9915224717020251,0.9897899196784171,1.0,0.29746695760902025,0.9803968443700694,0.9892421706908917,0.9766769443739052,0.9803344580453013,0.9763130722468072,1.0
OURS,5.0,MARC-specific,2020-07-06 11:06:57.641398,0.33809831396408024,0.9954567192730751,0.9980272596843616,0.9951871252921078,0.9956106789226202,0.994975910179707,1.0,0.22341411088232843,0.9839827874731054,0.9916327994262492,0.9819670766520175,0.9858327415556332,0.9811658889972142,1.0
OURS,6.0,MARC-specific,2020-07-06 11:08:36.206070,0.2547504583338925,0.9972501195600191,0.9992228598756576,0.9969539221321219,0.9971886984321855,0.9968635756640526,1.0,0.22275797905546896,0.9856562275878556,0.9930671766674636,0.9835770881258843,0.9871606166033877,0.9829602459120532,1.0
OURS,7.0,MARC-specific,2020-07-06 11:10:13.701453,0.19460606616344936,0.9989239598278336,0.999701099952176,0.9987731156177754,0.9989752311558293,0.9986192035884135,1.0,0.19381982680501877,0.9873296677026058,0.9930671766674636,0.9856465667452055,0.9880857763387885,0.9855022320383767,1.0
OURS,8.0,MARC-specific,2020-07-06 11:11:51.537633,0.16755976467711797,0.9990435198469632,0.9998804399808704,0.9989261268787869,0.9991606398897067,0.9987371436511276,1.0,0.187094970223096,0.9882859191967488,0.993545302414535,0.9870380030312436,0.9896807621205213,0.9865239011323349,1.0
OURS,9.0,MARC-specific,2020-07-06 11:13:29.317035,0.1521702559227467,0.9996413199426112,0.9999402199904353,0.999633277223017,0.9996836927080675,0.9995960891294841,1.0,0.16386040183999395,0.9885249820702845,0.993545302414535,0.9870216354569301,0.9896651374061013,0.9864417042127887,1.0
OURS,10.0,MARC-specific,2020-07-06 11:15:06.989769,0.1298701472541238,0.9998804399808704,1.0,0.9999069418307974,0.9999128165322354,0.9999032410822428,1.0,0.1623546995352593,0.9885249820702845,0.9937843652880708,0.987075121918312,0.9896071855409205,0.9867819541012312,0.0
OURS,11.0,MARC-specific,2020-07-06 11:16:44.713558,0.11993096254334844,0.9998804399808704,1.0,0.9998889359383691,0.9998778181509105,0.9999032410822428,0.0,0.15471195658264109,0.9892421706908917,0.9940234281616065,0.9877157871635565,0.9898787847583029,0.9874489076296306,1.0
OURS,12.0,MARC-specific,2020-07-06 11:18:22.543676,0.11499797340815629,1.0,1.0,1.0,1.0,1.0,1.0,0.15248558794963368,0.9901984221850346,0.994501553908678,0.9889561996628895,0.9907217893663677,0.9889352058026757,1.0
OURS,13.0,MARC-specific,2020-07-06 11:19:59.965290,0.10644709510218293,1.0,1.0,1.0,1.0,1.0,0.0,0.16606214054564725,0.9904374850585704,0.9949796796557495,0.9895267719728587,0.9909830073986701,0.9896402125317788,1.0
OURS,14.0,MARC-specific,2020-07-06 11:21:37.381253,0.10375336513443463,1.0,1.0,1.0,1.0,1.0,0.0,0.15036432428662638,0.9892421706908917,0.9947406167822137,0.9875882815325819,0.9898294309438886,0.9873564744046672,0.0
OURS,15.0,MARC-specific,2020-07-06 11:23:14.659814,0.10150786301825732,1.0,1.0,1.0,1.0,1.0,0.0,0.14546855283487423,0.9909156108056418,0.994501553908678,0.9899976976925341,0.9915944497269799,0.9900067580790473,1.0
OURS,16.0,MARC-specific,2020-07-06 11:24:51.621655,0.10081586511097475,1.0,1.0,1.0,1.0,1.0,0.0,0.14668258135466378,0.9899593593114989,0.9942624910351422,0.9889789030506211,0.9905498450679172,0.9889837404897646,0.0
OURS,17.0,MARC-specific,2020-07-06 11:26:30.138102,0.09602860899019447,1.0,1.0,1.0,1.0,1.0,0.0,0.1400420247917109,0.9899593593114989,0.9942624910351422,0.988484246187544,0.9898810526822576,0.9887909056583755,0.0
OURS,18.0,MARC-specific,2020-07-06 11:28:07.350737,0.09407468755127767,1.0,1.0,1.0,1.0,1.0,0.0,0.14038764323461236,0.9897202964379632,0.994501553908678,0.9880158852273409,0.9897613319300066,0.9881693719043116,0.0
OURS,19.0,MARC-specific,2020-07-06 11:29:45.020238,0.10387440393525182,1.0,1.0,1.0,1.0,1.0,0.0,0.15915350354682478,0.9897202964379632,0.9942624910351422,0.9885806044042015,0.9903830885758597,0.9884594209895414,0.0
OURS,20.0,MARC-specific,2020-07-06 11:31:22.449823,0.09639191682018884,1.0,1.0,1.0,1.0,1.0,0.0,0.14173891790034865,0.9901984221850346,0.994501553908678,0.9885415362531795,0.9900023671108009,0.9888154850504248,0.0
OURS,21.0,MARC-specific,2020-07-06 11:32:59.846939,0.09232472471219395,1.0,1.0,1.0,1.0,1.0,0.0,0.13865338434749547,0.9906765479321061,0.9947406167822137,0.9892825477455621,0.9911121676181917,0.9893232659798925,0.0
OURS,22.0,MARC-specific,2020-07-06 11:34:37.359293,0.09162543012815363,1.0,1.0,1.0,1.0,1.0,0.0,0.13814896608927932,0.9913937365527133,0.9942624910351422,0.9898325115706648,0.9917137804185997,0.9895892873302511,1.0
OURS,23.0,MARC-specific,2020-07-06 11:36:15.404224,0.09165464575740494,1.0,1.0,1.0,1.0,1.0,0.0,0.13697028765154318,0.9913937365527133,0.9949796796557495,0.9902601849626612,0.9917690798714894,0.9902586313730892,0.0
