method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-05 15:34:00.501280,15.756359777181128,0.3646383110835144,0.5352375038807824,0.15910694568334308,0.17404681999089983,0.2052430122388649,1.0,5.038674791140001,0.3791695030633084,0.5418652144315861,0.1595717018248726,0.1598154917603294,0.20722562486533075,1.0
OURS,2.0,MARC-geo_only,2020-07-05 15:34:04.899447,3.9441307173571722,0.6355169202111146,0.8157404532753804,0.4285934115928715,0.4663430841147446,0.46607068028235726,1.0,2.2675043940138377,0.6310415248468346,0.8121170864533697,0.4033330067828907,0.41032212302220433,0.4435688788335847,1.0
OURS,3.0,MARC-geo_only,2020-07-05 15:34:09.000145,2.5453973939351435,0.7867122011797578,0.9099658491151816,0.6543504669035183,0.6786447154671639,0.6742742476108008,1.0,1.449813772822173,0.7773995915588836,0.8938053097345132,0.6333495960251253,0.6477638340863023,0.6546284026431084,1.0
OURS,4.0,MARC-geo_only,2020-07-05 15:34:13.250117,1.8880032417530674,0.8515988823346786,0.944427196522819,0.775337160204627,0.8049003651210385,0.781831694411438,1.0,1.0597845480261894,0.8386657590197413,0.9326072157930565,0.7520822978607122,0.7761092806402403,0.7619696724843784,1.0
OURS,5.0,MARC-geo_only,2020-07-05 15:34:17.700268,1.4750304296126984,0.8849736106799131,0.9585532443340578,0.8304832462657151,0.8522430244597194,0.8340029686191867,1.0,0.8489833706653873,0.8686181075561606,0.9475833900612661,0.8006705815691989,0.8204005220928595,0.8101905719552779,1.0
OURS,6.0,MARC-geo_only,2020-07-05 15:34:21.865828,1.2259497472456027,0.9017385904998447,0.9644520335299597,0.8606945859198705,0.873164154449261,0.8642438343536024,1.0,0.7275575625807189,0.8904016337644656,0.9577944179714091,0.8369491924343901,0.8548761508099743,0.8469948047595107,1.0
OURS,7.0,MARC-geo_only,2020-07-05 15:34:26.038482,1.0797698511465925,0.9135361688916486,0.9677118907171686,0.8797534302273031,0.8894898237090215,0.8841049723940195,1.0,0.6573917532023968,0.9012933968686181,0.9577944179714091,0.8539234700629964,0.8659205609205609,0.8646517542914601,1.0
OURS,8.0,MARC-geo_only,2020-07-05 15:34:30.307293,0.9570207833059453,0.9233157404532754,0.9729897547345545,0.8935269523551699,0.9030102862120136,0.8955591371532758,1.0,0.593405582249124,0.9135466303607896,0.9605173587474473,0.8747404155710264,0.8897829587883935,0.8793241698388757,1.0
OURS,9.0,MARC-geo_only,2020-07-05 15:34:34.551591,0.8541284692061684,0.9250232846941944,0.9746972989754734,0.8989833139755486,0.9137619727633797,0.9018522962202188,1.0,0.5598297579260891,0.9135466303607896,0.9632402995234853,0.8799597099236965,0.8967565557507508,0.8853537282434341,0.0
OURS,10.0,MARC-geo_only,2020-07-05 15:34:39.234315,0.7917836386570462,0.9304563800062092,0.9785780813411984,0.9080997783157808,0.9165337034121812,0.9107121642592184,1.0,0.5322465508303892,0.9149081007488087,0.9673247106875426,0.8856021964437294,0.9019067180096592,0.8913195402092462,1.0
