method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-specific,2020-07-06 12:54:05.366527,9.21020253508796,0.639405646359584,0.8472511144130758,0.5338730596326097,0.6262393649026681,0.5692283406667072,1.0,2.578524908013514,0.6370533529123837,0.8384728340675477,0.5226011060023036,0.566087896184909,0.5626861703668933,1.0
OURS,2.0,MARC-specific,2020-07-06 12:55:42.448584,2.1309674553212226,0.9495988112927192,0.980148588410104,0.9299002254516234,0.9418957642106559,0.9313004385539677,1.0,0.8000981759861644,0.933920704845815,0.9703866862457171,0.9085645921023875,0.9276131824907422,0.9103967429268633,1.0
OURS,3.0,MARC-specific,2020-07-06 12:57:19.503341,0.8843408584435308,0.9836552748885586,0.9934621099554235,0.9799917728233996,0.9839429338505973,0.9793667733963288,1.0,0.4170653846003644,0.9684287812041116,0.9858051884483603,0.9585872768531037,0.9643518964302097,0.9595710012878688,1.0
OURS,4.0,MARC-specific,2020-07-06 12:58:55.989878,0.5016258512315566,0.9928677563150075,0.9967310549777118,0.9919862654089754,0.9928857966050376,0.9916130295480637,1.0,0.289503551031291,0.982868330885952,0.9904552129221733,0.9811351760467171,0.9845944495040881,0.9807884273245719,1.0
OURS,5.0,MARC-specific,2020-07-06 13:00:32.948340,0.32636627871072665,0.9958989598811293,0.9982169390787519,0.9952364547431527,0.9957841709168119,0.9949509571850156,1.0,0.23315158290893379,0.9845814977973568,0.9924131179637787,0.9830778507902133,0.986220099623714,0.98292875687454,1.0
OURS,6.0,MARC-specific,2020-07-06 13:02:08.599419,0.24501293286526185,0.9977414561664191,0.9991679049034176,0.99737372432409,0.9977039137326165,0.9971885520330772,1.0,0.2066489122425057,0.9880078316201665,0.9924131179637787,0.9865270826951038,0.9882136883642908,0.9869201915888663,1.0
OURS,7.0,MARC-specific,2020-07-06 13:03:45.997155,0.2015113951839274,0.9989301634472512,0.9995245170876672,0.9987598329787097,0.9989254319823778,0.9986472796010762,1.0,0.18288098311400916,0.9877630934899657,0.9936368086147822,0.9866398086708187,0.9886778660875046,0.9868700409363059,0.0
OURS,8.0,MARC-specific,2020-07-06 13:05:22.133494,0.16525676038520298,0.999405646359584,0.9998216939078752,0.9992848670512827,0.9993270811498134,0.9992722532083241,1.0,0.16142323042429724,0.9882525697503671,0.9936368086147822,0.9868116466719278,0.9887914628878485,0.9872213964081434,1.0
OURS,9.0,MARC-specific,2020-07-06 13:06:58.270326,0.14152424378256917,0.9995839524517087,0.9999405646359584,0.9995041495225011,0.99950446818714,0.9995241464495661,1.0,0.15810598589104294,0.9892315222711698,0.9938815467449829,0.988017080442607,0.9897332977152254,0.9883090804777551,1.0
OURS,10.0,MARC-specific,2020-07-06 13:08:34.052254,0.13480050507484537,0.9999405646359584,1.0,0.9999493063417767,0.9999572759121593,0.9999426276534711,1.0,0.1510535068135313,0.9889867841409692,0.9946157611355849,0.9880349987496408,0.9897433222734427,0.9882078597440043,0.0
OURS,11.0,MARC-specific,2020-07-06 13:10:09.715424,0.11796143466792171,1.0,1.0,1.0,1.0,1.0,1.0,0.14891571629604639,0.9894762604013705,0.9943710230053843,0.9883372849409793,0.9902896634824344,0.9885083624541456,1.0
OURS,12.0,MARC-specific,2020-07-06 13:11:45.234560,0.1120857925201596,1.0,1.0,1.0,1.0,1.0,0.0,0.13916268156284337,0.9894762604013705,0.9946157611355849,0.988385313962986,0.990054618518474,0.9885905593736919,0.0
OURS,13.0,MARC-specific,2020-07-06 13:13:21.521798,0.10640606488329518,1.0,1.0,1.0,1.0,1.0,0.0,0.13758789168463814,0.9904552129221733,0.9948604992657856,0.9891600648534455,0.9904493208710076,0.9897840278864376,1.0
OURS,14.0,MARC-specific,2020-07-06 13:14:57.317731,0.10504444065366776,1.0,1.0,1.0,1.0,1.0,0.0,0.13948609949441967,0.9904552129221733,0.9951052373959863,0.9895207812598766,0.9910561326223977,0.9896621840898949,0.0
OURS,15.0,MARC-specific,2020-07-06 13:16:33.253921,0.10174139492844755,1.0,1.0,1.0,1.0,1.0,0.0,0.14309257360807073,0.9899657366617719,0.9948604992657856,0.9888969014604712,0.9906825771283603,0.9889138806307481,0.0
OURS,16.0,MARC-specific,2020-07-06 13:18:09.196666,0.09939933637630355,1.0,1.0,1.0,1.0,1.0,0.0,0.13870223602111353,0.9904552129221733,0.9948604992657856,0.9894516832728382,0.990737531098977,0.9899513638971471,0.0
OURS,17.0,MARC-specific,2020-07-06 13:19:44.599629,0.09974436086363105,1.0,1.0,1.0,1.0,1.0,0.0,0.13492211423781475,0.9909446891825746,0.9946157611355849,0.989935487822705,0.9903926729227933,0.9909067003946523,1.0
OURS,18.0,MARC-specific,2020-07-06 13:21:20.627251,0.09679071609323836,1.0,1.0,1.0,1.0,1.0,0.0,0.13584544031907692,0.9904552129221733,0.995349975526187,0.9897520181689244,0.990879591180796,0.9901880749772316,0.0
OURS,19.0,MARC-specific,2020-07-06 13:22:56.323801,0.09358023424515222,1.0,1.0,1.0,1.0,1.0,0.0,0.13557885559863805,0.990699951052374,0.9943710230053843,0.9895720683845087,0.9912418683503021,0.9898509622907212,0.0
OURS,20.0,MARC-specific,2020-07-06 13:24:32.116449,0.09344049990442851,1.0,1.0,1.0,1.0,1.0,0.0,0.13259850486172103,0.991434165442976,0.9948604992657856,0.9906681172996157,0.9919100254943628,0.9909562492393817,1.0
OURS,21.0,MARC-specific,2020-07-06 13:26:07.332342,0.09277396738706337,1.0,1.0,1.0,1.0,1.0,0.0,0.13409129019263208,0.9904552129221733,0.995349975526187,0.989136164605087,0.991060791060791,0.9894478346285576,0.0
OURS,22.0,MARC-specific,2020-07-06 13:27:43.560107,0.08970737510104768,1.0,1.0,1.0,1.0,1.0,0.0,0.1330288529899327,0.990699951052374,0.995349975526187,0.9898488636822184,0.9912856944483451,0.9900700203411047,0.0
OURS,23.0,MARC-specific,2020-07-06 13:29:19.937668,0.09072857379027674,1.0,1.0,1.0,1.0,1.0,0.0,0.13072563483909946,0.990699951052374,0.9951052373959863,0.9896576563846315,0.9910786168316289,0.9900191675794084,0.0
OURS,24.0,MARC-specific,2020-07-06 13:30:56.330428,0.09053916610544893,1.0,1.0,1.0,1.0,1.0,0.0,0.13515548598034033,0.9904552129221733,0.9951052373959863,0.9891488084963115,0.9905625220384257,0.989631759360675,0.0
OURS,25.0,MARC-specific,2020-07-06 13:32:32.504375,0.0922859572939143,1.0,1.0,1.0,1.0,1.0,0.0,0.1309410401684247,0.9902104747919726,0.9951052373959863,0.9890271963236618,0.9905859368208767,0.9895291622701261,0.0
OURS,26.0,MARC-specific,2020-07-06 13:34:08.593331,0.0891121642816297,1.0,1.0,1.0,1.0,1.0,0.0,0.12972727498177272,0.9909446891825746,0.995349975526187,0.9898374318501306,0.991077853427251,0.9901922764874572,0.0
OURS,27.0,MARC-specific,2020-07-06 13:35:44.797635,0.08810784628805753,1.0,1.0,1.0,1.0,1.0,0.0,0.1296698573504484,0.9904552129221733,0.9951052373959863,0.9891886415670595,0.9905464849741958,0.98950194718267,0.0
OURS,28.0,MARC-specific,2020-07-06 13:37:20.737351,0.08758237625744864,1.0,1.0,1.0,1.0,1.0,0.0,0.13302249377534137,0.9916789035731767,0.9951052373959863,0.9908282927563076,0.9919189355936344,0.9912741876597297,1.0
OURS,29.0,MARC-specific,2020-07-06 13:38:56.508825,0.08732267002028483,1.0,1.0,1.0,1.0,1.0,0.0,0.12815268501836297,0.991434165442976,0.9958394517865884,0.9904080034470042,0.9916537500874851,0.9905443563576093,0.0
OURS,30.0,MARC-specific,2020-07-06 13:40:32.604951,0.08927158599622537,1.0,1.0,1.0,1.0,1.0,0.0,0.12969822782295565,0.991434165442976,0.995349975526187,0.9906699653002701,0.9916538225273166,0.991142709365601,0.0
