method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-specific,2020-07-06 06:09:58.357792,9.23251728050938,0.6180883242589231,0.8320024198427102,0.49599213962328853,0.5773377640049511,0.537172114706061,1.0,2.6969793008849163,0.5909609678155672,0.8121433462679754,0.4713018022490724,0.5085305588833754,0.5152789702488497,1.0
OURS,2.0,MARC-specific,2020-07-06 06:11:35.522256,2.1386864332740263,0.9401693889897157,0.9801572897761646,0.9145440210501623,0.9359311495920049,0.9158737228959719,1.0,0.8605219603292312,0.9214791143574527,0.9678155672220954,0.8917413205595035,0.916084158685757,0.8963671368791851,1.0
OURS,3.0,MARC-specific,2020-07-06 06:13:12.047007,0.9169549491862709,0.9831820931639443,0.9932849364791289,0.9797361464662891,0.9843374533085301,0.9789548933408585,1.0,0.45278821579807566,0.9664460168911208,0.9828806208628167,0.9597461777498026,0.969804987577937,0.9598922719404647,1.0
OURS,4.0,MARC-specific,2020-07-06 06:14:49.171494,0.5032740871832722,0.992075015124017,0.9967332123411978,0.9907746956845915,0.9920687360675382,0.9901580551325727,1.0,0.30491867769637954,0.9755763524309519,0.9869892718557407,0.9709512619060432,0.9779707020936645,0.970414636679697,1.0
OURS,5.0,MARC-specific,2020-07-06 06:16:26.467496,0.33795607518010334,0.9961887477313974,0.9981851179673321,0.9958330164738555,0.99628067857416,0.9956021697357557,1.0,0.23546905641113888,0.9803697785893631,0.9899566309061858,0.9774810014975164,0.9817441817441817,0.9772507111362533,1.0
OURS,6.0,MARC-specific,2020-07-06 06:18:04.271495,0.24539325937169001,0.9980641258318209,0.9993345432546884,0.9977300095971063,0.998058861751071,0.9975002545685123,1.0,0.21697161079840802,0.9817393289203378,0.9901848892946816,0.9790527282671793,0.9836459223507417,0.9785556868388193,1.0
OURS,7.0,MARC-specific,2020-07-06 06:19:40.335787,0.19401589132985128,0.9989715668481549,0.9997580157289776,0.9987768123622417,0.9990705920548877,0.9985388751343285,1.0,0.20420480649973588,0.9821958456973294,0.9922392147911435,0.9800934048478006,0.9842680077619838,0.9794450306498499,1.0
OURS,8.0,MARC-specific,2020-07-06 06:21:17.561824,0.16659886454785872,0.9995160314579552,0.9999395039322444,0.9993542324507295,0.9995278736990789,0.9992119308428664,1.0,0.19290267636829847,0.9835653960283041,0.9922392147911435,0.9809256916936764,0.9845982665259774,0.9809231654111172,1.0
OURS,9.0,MARC-specific,2020-07-06 06:22:55.299641,0.13336133162180583,0.9998790078644888,1.0,0.9998421513201934,0.9998725671918444,0.9998187193217314,1.0,0.17610372177435094,0.9840219128052956,0.9922392147911435,0.9813367981664721,0.9841035414830596,0.9815964212048549,1.0
OURS,10.0,MARC-specific,2020-07-06 06:24:32.818801,0.125796706407487,0.9999395039322444,1.0,0.9999254023863099,0.9999372489959839,0.9999163319946452,1.0,0.1840723537740248,0.9833371376398082,0.9926957315681352,0.9811144622554303,0.9839851580815436,0.9814721144540421,0.0
OURS,11.0,MARC-specific,2020-07-06 06:26:09.457094,0.11695462562283529,1.0,1.0,1.0,1.0,1.0,1.0,0.17009935016312083,0.9851632047477745,0.9929239899566309,0.9829541302534551,0.9859803404984129,0.9827503152804358,1.0
OURS,12.0,MARC-specific,2020-07-06 06:27:45.664097,0.11017082711637777,1.0,1.0,1.0,1.0,1.0,0.0,0.16262883943146533,0.9865327550787492,0.993837023510614,0.9841406637090285,0.9871145810904847,0.9841297145514013,1.0
OURS,13.0,MARC-specific,2020-07-06 06:29:22.175420,0.10455970999712087,1.0,1.0,1.0,1.0,1.0,0.0,0.16040485646321442,0.9858479799132618,0.993837023510614,0.9840735530647162,0.9862940718362405,0.9842077322499009,0.0
OURS,14.0,MARC-specific,2020-07-06 06:30:58.463597,0.10355105042746049,1.0,1.0,1.0,1.0,1.0,0.0,0.16288870070329461,0.9860762383017576,0.9926957315681352,0.9840747612104205,0.9864319081186551,0.9842530795844048,0.0
OURS,15.0,MARC-specific,2020-07-06 06:32:35.768625,0.1013537646746246,1.0,1.0,1.0,1.0,1.0,0.0,0.18486506195815017,0.9863044966902533,0.9929239899566309,0.9845483908193673,0.9877463567222603,0.9842206265399035,0.0
OURS,16.0,MARC-specific,2020-07-06 06:34:13.188936,0.10331655407647833,1.0,1.0,1.0,1.0,1.0,0.0,0.1698951143103902,0.9844784295822872,0.9929239899566309,0.982822704569145,0.9852311454721092,0.9831000547868018,0.0
OURS,17.0,MARC-specific,2020-07-06 06:35:50.614835,0.09677194644484603,1.0,1.0,1.0,1.0,1.0,0.0,0.15969973575358684,0.9863044966902533,0.9936087651221183,0.9845100297487689,0.9866396655553282,0.9850586829502493,0.0
OURS,18.0,MARC-specific,2020-07-06 06:37:27.473515,0.09449604217817188,1.0,1.0,1.0,1.0,1.0,0.0,0.16113908956568418,0.9865327550787492,0.9931522483451267,0.9849408034563178,0.9868607240595193,0.9851646624236987,0.0
OURS,19.0,MARC-specific,2020-07-06 06:39:04.699352,0.09283112974885877,1.0,1.0,1.0,1.0,1.0,0.0,0.15867442010989666,0.9867610134672449,0.9931522483451267,0.9851498526992316,0.9872881051344907,0.9852746985277107,1.0
OURS,20.0,MARC-specific,2020-07-06 06:40:40.994938,0.09090168886540229,1.0,1.0,1.0,1.0,1.0,0.0,0.15503371880223724,0.9874457886327322,0.9931522483451267,0.9858812453344488,0.9880376038508569,0.9859480992011114,1.0
OURS,21.0,MARC-specific,2020-07-06 06:42:17.577954,0.09137751299615203,1.0,1.0,1.0,1.0,1.0,0.0,0.16115693863301864,0.9865327550787492,0.9933805067336224,0.9848900618580225,0.987229986100468,0.9851744418009478,0.0
OURS,22.0,MARC-specific,2020-07-06 06:43:54.369512,0.09120811786495839,1.0,1.0,1.0,1.0,1.0,0.0,0.1594126958521608,0.9869892718557407,0.9931522483451267,0.9855423389728707,0.9878550666201269,0.9856437070292492,0.0
OURS,23.0,MARC-specific,2020-07-06 06:45:30.200686,0.09162244217563816,1.0,1.0,1.0,1.0,1.0,0.0,0.1610079669865319,0.9867610134672449,0.993837023510614,0.9853563966408454,0.9874418363876195,0.9855344677633834,0.0
OURS,24.0,MARC-specific,2020-07-06 06:47:06.496718,0.08993534729001887,1.0,1.0,1.0,1.0,1.0,0.0,0.15437474574054438,0.9872175302442365,0.993837023510614,0.985560873786198,0.9872159634207827,0.9862285137887546,0.0
