method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-05 17:00:44.359017,20.27186001631452,0.1098718557190318,0.2577123872804936,0.04431342397724128,0.05536963693641792,0.06683869853096022,1.0,9.135153122119306,0.1031390134529148,0.24484304932735426,0.041018255471950066,0.04484698591752885,0.06269708994708995,1.0
OURS,2.0,MARC-geo_only,2020-07-05 17:00:47.039267,6.36849473243536,0.2655434266729948,0.48006644518272423,0.14732066536419597,0.17854019935502688,0.1838562535829584,1.0,4.4889700355016595,0.23856502242152466,0.46367713004484307,0.12805864146011725,0.13112700968260033,0.16462566137566137,1.0
OURS,3.0,MARC-geo_only,2020-07-05 17:00:49.698592,4.3240826282673215,0.41623160892263883,0.6542477456098719,0.2724507946280945,0.29821312286608903,0.3177546408282162,1.0,3.30066255667819,0.3901345291479821,0.6421524663677131,0.2508382123656754,0.26067274787078537,0.29723677248677255,1.0
OURS,4.0,MARC-geo_only,2020-07-05 17:00:52.444291,3.5334147718997153,0.5448504983388704,0.7736117702895111,0.4231355765030515,0.4830428568777955,0.46032774244690217,1.0,2.611225875717642,0.536322869955157,0.7443946188340808,0.4083885939554895,0.41471414316604355,0.45287301587301587,1.0
OURS,5.0,MARC-geo_only,2020-07-05 17:00:55.130877,3.0143271904734,0.6283815851922164,0.8222591362126246,0.5312764238725559,0.5737932238055627,0.5603035098747674,1.0,2.1862178513822,0.6089686098654709,0.7910313901345292,0.5100498833757572,0.545385336431905,0.5398611111111111,1.0
OURS,6.0,MARC-geo_only,2020-07-05 17:00:57.848897,2.6237271349182274,0.6839107736117703,0.860702420503085,0.6043991195729848,0.6616302079581703,0.6260700523353973,1.0,1.9128482944762226,0.6421524663677131,0.8179372197309417,0.5555433151008243,0.5776209664960628,0.5880793650793651,1.0
OURS,7.0,MARC-geo_only,2020-07-05 17:01:00.536134,2.352526557575655,0.7297104888467014,0.8780256288561936,0.6597699818053195,0.7086745076565552,0.6797852824831248,1.0,1.7294069058157404,0.6780269058295965,0.8439461883408071,0.6068125652293986,0.6288123463334641,0.6334378306878307,1.0
OURS,8.0,MARC-geo_only,2020-07-05 17:01:03.233455,2.1376505470637976,0.7444233507356431,0.9008068343616517,0.6818938873178619,0.7209021043095962,0.6994264089479866,1.0,1.59716015952585,0.6986547085201794,0.8573991031390135,0.6332943334210497,0.6530799918491096,0.6595542328042328,1.0
OURS,9.0,MARC-geo_only,2020-07-05 17:01:05.933416,1.9841829510622246,0.7610346464167063,0.9119601328903655,0.7065298056143631,0.7600136417517479,0.7194953236637575,1.0,1.4966779628142113,0.715695067264574,0.8565022421524664,0.649731037006397,0.6657557332874671,0.6744589947089947,1.0
OURS,10.0,MARC-geo_only,2020-07-05 17:01:08.596400,1.8553697629511272,0.796155671570954,0.9214523018509729,0.7473242594280876,0.7950522317694333,0.7586804117697206,1.0,1.4008727784648605,0.7390134529147983,0.874439461883408,0.6802201607420513,0.6934763081947292,0.7045105820105819,1.0
OURS,11.0,MARC-geo_only,2020-07-05 17:01:11.269966,1.7611254732021517,0.8016136687233033,0.9318936877076412,0.7575365624642281,0.8116519102049471,0.7672525224001394,1.0,1.357289577492684,0.7408071748878924,0.8789237668161435,0.6903847798759629,0.7179352237918027,0.7073743386243387,1.0
OURS,12.0,MARC-geo_only,2020-07-05 17:01:13.948616,1.6444455672623028,0.8149027052681538,0.9328429046037019,0.7746609940635782,0.8195274077759501,0.7830569558374018,1.0,1.286955108770875,0.7569506726457399,0.8878923766816144,0.7107744999238808,0.7322796519100867,0.7272169312169312,1.0
OURS,13.0,MARC-geo_only,2020-07-05 17:01:16.624132,1.5673840574365008,0.8239202657807309,0.9423350735643095,0.7915758764108064,0.8467171499672431,0.794501690982781,1.0,1.2602486600255753,0.7497757847533633,0.8914798206278027,0.7030444844371315,0.7277285973285973,0.7192962962962963,0.0
