method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-05 18:31:26.493037,25.394982946589618,0.07122622420072845,0.1537838931606637,0.01523218278987049,0.014005624485084488,0.0391507106306775,1.0,15.51516015906083,0.06743421052631579,0.14967105263157895,0.014472366604029906,0.013545187678181315,0.03758327165062916,1.0
OURS,2.0,MARC-geo_only,2020-07-05 18:31:30.286052,10.815918815903025,0.1027923917442331,0.2509105625252934,0.025398291055936887,0.03105360000924948,0.05771379272755783,1.0,7.2419282009727075,0.09539473684210527,0.23355263157894737,0.018324176565809844,0.014516131400273337,0.0526955341722181,1.0
OURS,3.0,MARC-geo_only,2020-07-05 18:31:34.117037,6.050261791588951,0.1744233104006475,0.3261837312828814,0.07187864696206099,0.07340579380102252,0.10853196285887726,1.0,4.960655463369269,0.1611842105263158,0.3190789473684211,0.06447411704903135,0.06358266290971767,0.10106711078213668,1.0
OURS,4.0,MARC-geo_only,2020-07-05 18:31:38.040717,4.779466693674394,0.21570214488061515,0.44637798462161066,0.0906649878575413,0.11341587117526823,0.1407117440775468,1.0,4.2010444841886825,0.20394736842105263,0.4144736842105263,0.08383380862791824,0.08575040187497877,0.13506044905008635,1.0
OURS,5.0,MARC-geo_only,2020-07-05 18:31:41.783561,4.267959929149385,0.3010926750303521,0.5613112100364225,0.17078142165194826,0.2197777489969467,0.2184392119741096,1.0,3.682422085812217,0.27960526315789475,0.5213815789473685,0.1566108575808416,0.17807321197257986,0.20127066370589683,1.0
OURS,6.0,MARC-geo_only,2020-07-05 18:31:45.701157,3.836898415448549,0.4350465398624039,0.6891946580331849,0.295969282919044,0.360922406122266,0.3504515827973828,1.0,3.1990953872078345,0.3930921052631579,0.6546052631578947,0.2453541240579224,0.2571573054298032,0.3114606464347397,1.0
OURS,7.0,MARC-geo_only,2020-07-05 18:31:49.484054,3.4106078699791977,0.5406717927964387,0.7847025495750708,0.4318693629497862,0.5438760928014519,0.4596076985832928,1.0,2.766631427564119,0.48848684210526316,0.725328947368421,0.3557367171366737,0.37643532062491303,0.4033432025660005,1.0
OURS,8.0,MARC-geo_only,2020-07-05 18:31:53.269416,3.0724395694447066,0.6406313233508701,0.8429785511938487,0.5374319430565521,0.5996345289175402,0.5663710540176924,1.0,2.400777691288998,0.5838815789473685,0.7911184210526315,0.46318984989546447,0.490919804233448,0.5050333086602516,1.0
OURS,9.0,MARC-geo_only,2020-07-05 18:31:57.048027,2.7596611148767844,0.6928369081343586,0.8745447187373533,0.6073427259693693,0.6878903742699702,0.6245523407944661,1.0,2.122795920622976,0.6480263157894737,0.8273026315789473,0.5341111661882768,0.5550968517233615,0.5703182827535159,1.0
OURS,10.0,MARC-geo_only,2020-07-05 18:32:00.941050,2.5318664515467124,0.7519222986645083,0.9097531363820316,0.6857060349017919,0.7640425360370878,0.6979951230356246,1.0,1.8891563415527344,0.6842105263157895,0.8634868421052632,0.5761154715275497,0.6013364585903446,0.6118554157414261,1.0
OURS,11.0,MARC-geo_only,2020-07-05 18:32:04.841790,2.2549560945172002,0.79279643868879,0.9283690813435856,0.7396841677773683,0.8071590513500796,0.7481458860904727,1.0,1.7125824940832037,0.7138157894736842,0.8832236842105263,0.6221300003993384,0.6486479898915132,0.6539970392301998,1.0
OURS,12.0,MARC-geo_only,2020-07-05 18:32:08.703047,2.1006248889785697,0.8138405503844597,0.9409146094698503,0.7694539922580786,0.8271719500536464,0.7725892356546881,1.0,1.575139986841302,0.7467105263157895,0.8881578947368421,0.6630768355342859,0.6905349112602998,0.6866888724401679,1.0
OURS,13.0,MARC-geo_only,2020-07-05 18:32:12.640233,1.9187115649374233,0.8454067179279644,0.9510319708619992,0.8090975420251078,0.8631972800793728,0.8120516001307126,1.0,1.4053016336340654,0.7763157894736842,0.9095394736842105,0.702964051866163,0.7280081588295547,0.7258080434246238,1.0
OURS,14.0,MARC-geo_only,2020-07-05 18:32:16.511129,1.7827180105874723,0.8607851072440308,0.962363415621206,0.8352152985716991,0.8846856835845768,0.8342715275712138,1.0,1.3182117938995361,0.7861842105263158,0.912828947368421,0.7189718321233104,0.7457336129615921,0.7343572662225513,1.0
OURS,15.0,MARC-geo_only,2020-07-05 18:32:20.376650,1.6344607571077365,0.887494941319304,0.9635774989882638,0.8663107110937982,0.9019548723152863,0.8642745788970824,1.0,1.2105969567047923,0.8092105263157895,0.9210526315789473,0.7428746958280638,0.7643572445794969,0.7590550209721194,1.0
OURS,16.0,MARC-geo_only,2020-07-05 18:32:24.152207,1.5506066953253042,0.8915418858761635,0.9668150546337515,0.8715927267797492,0.9180798699234477,0.868403853465603,1.0,1.1436280263097662,0.8157894736842105,0.9226973684210527,0.7601256408936994,0.7977321325766921,0.7731310140636566,1.0
OURS,17.0,MARC-geo_only,2020-07-05 18:32:28.017659,1.4628945978389294,0.9048968029138,0.9736948603804128,0.8897954668586399,0.9150806606917109,0.8869766363979817,1.0,1.0865453293449001,0.8305921052631579,0.9292763157894737,0.7732318986509782,0.7947106146588012,0.7911793733037255,1.0
OURS,18.0,MARC-geo_only,2020-07-05 18:32:31.812271,1.351190118643013,0.9142047753945771,0.9728854714690409,0.8995896438810203,0.9206972259802274,0.8976346347954716,1.0,1.041420397005583,0.8355263157894737,0.9259868421052632,0.7828621368472023,0.8078161332047342,0.7983592400690845,1.0
OURS,19.0,MARC-geo_only,2020-07-05 18:32:35.671720,1.2894313487385218,0.9218939700526103,0.9789558883043302,0.9096561185367323,0.9315804875337704,0.9057342837278808,1.0,0.9574914982444361,0.8486842105263158,0.9325657894736842,0.7945073251402182,0.8190603184278893,0.806649395509499,1.0
OURS,20.0,MARC-geo_only,2020-07-05 18:32:39.456629,1.226058423784473,0.9263456090651558,0.9777418049372724,0.9127821700256118,0.9309856232262834,0.9118705916152443,1.0,0.9185177276009008,0.8519736842105263,0.9292763157894737,0.7988878641423599,0.8248878496287823,0.8133851468048359,1.0
OURS,21.0,MARC-geo_only,2020-07-05 18:32:43.302776,1.16996357147629,0.9287737757992716,0.9821934439498179,0.9171045288327846,0.9349810171727084,0.9151664609587074,1.0,0.8919444397876137,0.8618421052631579,0.9391447368421053,0.8139538785911844,0.840836006250514,0.824006908462867,1.0
OURS,22.0,MARC-geo_only,2020-07-05 18:32:47.172927,1.1200867339407852,0.9299878591663294,0.9830028328611898,0.9198376489867734,0.9339764770584175,0.9194409770071531,1.0,0.8762190969366777,0.8569078947368421,0.9375,0.811059162484033,0.838283650718884,0.8231433506044905,0.0
OURS,23.0,MARC-geo_only,2020-07-05 18:32:51.086767,1.0763881662894434,0.9421286928369081,0.9858356940509915,0.9344563667850833,0.9469470373660569,0.9318905350562555,1.0,0.837387762571636,0.8667763157894737,0.9473684210526315,0.8264449538583708,0.8598508860166891,0.8315198618307428,1.0
OURS,24.0,MARC-geo_only,2020-07-05 18:32:54.871102,1.0212391295301824,0.9421286928369081,0.9882638607851072,0.9312493179872767,0.9418169893934333,0.9312320793360808,0.0,0.800231042661165,0.8634868421052632,0.9424342105263158,0.8139494940698841,0.8376963566082737,0.8260794473229707,0.0
OURS,25.0,MARC-geo_only,2020-07-05 18:32:58.755308,0.99296661602346,0.943342776203966,0.9858356940509915,0.9338417148676887,0.9413240835626003,0.9328005734634963,1.0,0.7752788443314401,0.8717105263157895,0.9342105263157895,0.8226194358318709,0.8370918661074102,0.8377374784110536,1.0
OURS,26.0,MARC-geo_only,2020-07-05 18:33:02.507545,0.9648410548376487,0.9494131930392553,0.9882638607851072,0.9422899545222522,0.9573041985520738,0.9398618763957228,1.0,0.761995654357107,0.8799342105263158,0.9473684210526315,0.8370406621224727,0.8593512561129142,0.8474956822107081,1.0
OURS,27.0,MARC-geo_only,2020-07-05 18:33:06.272767,0.9338321050426247,0.9510319708619992,0.9886685552407932,0.9449976006867632,0.9577162430761302,0.9428490287526268,1.0,0.7518002610457571,0.8782894736842105,0.9407894736842105,0.8343453043620674,0.8523274940373387,0.8453367875647667,0.0
OURS,28.0,MARC-geo_only,2020-07-05 18:33:10.065800,0.8889415815309781,0.9554836098745447,0.9894779441521652,0.9480678256488935,0.9526619814181672,0.9486083666219448,1.0,0.713610523625424,0.8832236842105263,0.9473684210526315,0.8390722885770129,0.862259717829666,0.8498272884283247,1.0
OURS,29.0,MARC-geo_only,2020-07-05 18:33:13.938578,0.8392781074931871,0.9518413597733711,0.9886685552407932,0.946355532891246,0.9587681695241972,0.9440854470973963,0.0,0.7051455284419813,0.8865131578947368,0.944078947368421,0.8436277072516024,0.8603524138498232,0.8563039723661484,1.0
OURS,30.0,MARC-geo_only,2020-07-05 18:33:17.759291,0.8312336909824033,0.9587211655200324,0.9894779441521652,0.9524680700530819,0.9610693504246155,0.952378492032431,1.0,0.6906015935697054,0.8865131578947368,0.944078947368421,0.8439322589429264,0.8640750585051103,0.8554404145077721,0.0
OURS,31.0,MARC-geo_only,2020-07-05 18:33:21.646737,0.800967856005395,0.9603399433427762,0.9919061108862809,0.9541152630119523,0.9577493782422783,0.953970009011827,1.0,0.6763337536862022,0.881578947368421,0.9506578947368421,0.8354544131746204,0.8592688543465746,0.8483592400690846,0.0
OURS,32.0,MARC-geo_only,2020-07-05 18:33:25.425295,0.7906325241902828,0.962363415621206,0.9915014164305949,0.9583261506007944,0.9659676748176336,0.9570524166309615,1.0,0.6637681973607916,0.8930921052631579,0.9473684210526315,0.8498568408123421,0.8659696521095483,0.8627806563039723,1.0
OURS,33.0,MARC-geo_only,2020-07-05 18:33:29.306945,0.738526343093233,0.9647915823553217,0.9919061108862809,0.9582194782509317,0.9616011374692963,0.9590837880886398,1.0,0.6430609383081135,0.8930921052631579,0.9490131578947368,0.8547116383903949,0.8763672999424296,0.864075993091537,0.0
OURS,34.0,MARC-geo_only,2020-07-05 18:33:33.083877,0.6993246246136813,0.9664103601780656,0.9927154997976527,0.9620194146616506,0.9693357793915541,0.960985134085576,1.0,0.639327701769377,0.8930921052631579,0.9490131578947368,0.8520260269041129,0.8678212547383533,0.8645077720207255,0.0
