method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-05 21:10:02.149188,9.58994757461317,0.38638838475499093,0.6733212341197822,0.27387391595862337,0.3275521978017363,0.3233799337846476,1.0,3.5250011945636106,0.3754850490755535,0.655786350148368,0.2642528359327851,0.3012601048482158,0.3172914880746206,1.0
OURS,2.0,MARC-geo_only,2020-07-05 21:10:43.001405,3.219424976757347,0.7112522686025409,0.8955232909860859,0.6261994442556723,0.6763014908731011,0.6534830759001423,1.0,1.8081534220676556,0.6913946587537092,0.8803926044282128,0.6061486194569159,0.6364742268588421,0.6364818024456579,1.0
OURS,3.0,MARC-geo_only,2020-07-05 21:11:23.843077,2.1337103228675764,0.8160919540229885,0.9405323653962493,0.7612885999839991,0.8056710851900166,0.7755293371778929,1.0,1.255304920866565,0.7963935174617667,0.9306094498972838,0.7383450878463725,0.7691254122935386,0.7562812132089242,1.0
OURS,4.0,MARC-geo_only,2020-07-05 21:12:03.753844,1.6232558037249594,0.8630369026013309,0.9581972171808832,0.8239078912986788,0.8607529372626254,0.8307285972016194,1.0,0.982546017665728,0.8472951380963251,0.9470440538689797,0.808136285259417,0.8397094175066381,0.8181797731496527,1.0
OURS,5.0,MARC-geo_only,2020-07-05 21:12:43.738018,1.3483051617074864,0.8908045977011494,0.9677555958862674,0.8647991586014793,0.8954629735483627,0.8660174369779516,1.0,0.8399531805632294,0.8712622688883817,0.9586852316822643,0.8399011546036982,0.8621732881137372,0.8461935376092002,1.0
OURS,6.0,MARC-geo_only,2020-07-05 21:13:24.766240,1.1526294054511959,0.9093768905021173,0.9726557773744706,0.8902026086153199,0.9133624871730883,0.8913573189817532,1.0,0.7343428624163368,0.8922620406299931,0.9623373658981967,0.8665688354637929,0.8881957301391297,0.8707961995612598,1.0
OURS,7.0,MARC-geo_only,2020-07-05 21:14:05.767725,1.0244820034583266,0.9226255293405928,0.9762855414398064,0.9090581691509598,0.9275337217524418,0.9095304567214986,1.0,0.6658708795622804,0.9027619265007989,0.9648482081716503,0.8830975685659517,0.9020586747819207,0.8864532945858248,1.0
OURS,8.0,MARC-geo_only,2020-07-05 21:14:46.754436,0.9354500289693142,0.9269207501512402,0.9782819116757411,0.9143818748629717,0.9285385050624088,0.9149190787700722,1.0,0.6281182531406008,0.9091531613786806,0.9666742752796166,0.8915302660000096,0.9093412773219461,0.8934469312481361,1.0
OURS,9.0,MARC-geo_only,2020-07-05 21:15:27.772672,0.8615143840124011,0.9330308529945553,0.9805807622504538,0.9210110461197913,0.9318965404075777,0.9223705074403051,1.0,0.5851946626452925,0.9125770372061173,0.9703264094955489,0.8970978375166518,0.9117825801649331,0.8994943699762977,1.0
OURS,10.0,MARC-geo_only,2020-07-05 21:16:08.771222,0.8102514583705341,0.9399879007864489,0.9821536600120992,0.9299109647714725,0.9400325253000804,0.9306522270087377,1.0,0.5676986778525287,0.9173704633645287,0.971239443049532,0.9024752791844975,0.9157669061062044,0.9037580558664897,1.0
OURS,11.0,MARC-geo_only,2020-07-05 21:16:49.776054,0.7623954228466377,0.94162129461585,0.9839685420447671,0.9337750697170668,0.9424898664085004,0.9329535355941302,1.0,0.5417380690220909,0.9194247888609907,0.9703264094955489,0.9052691795719149,0.9216143428847186,0.9064485937979913,1.0
OURS,12.0,MARC-geo_only,2020-07-05 21:17:30.746671,0.7132104882167024,0.9468239564428312,0.9850574712643678,0.9383553217531537,0.9473563669348162,0.9385699443058885,1.0,0.5224855805716812,0.9278703492353344,0.9721524766035152,0.9155275325498213,0.9303051004105221,0.9170456440034753,1.0
OURS,13.0,MARC-geo_only,2020-07-05 21:18:11.642203,0.6937510683113924,0.9497277676950998,0.9868118572292801,0.9430046605822061,0.9489058528201053,0.9429814216251392,1.0,0.5083146309558726,0.928326866012326,0.9730655101574983,0.9167129229192531,0.9326392397795659,0.9170337415819343,1.0
OURS,14.0,MARC-geo_only,2020-07-05 21:18:52.530315,0.6505220846775006,0.9538415003024804,0.9875983061101028,0.9462728169294787,0.9524788927388874,0.9464886357336997,1.0,0.4925691208946082,0.9322072586167541,0.9726089933805068,0.9197722764683819,0.9334432419301306,0.9209107882300652,1.0
OURS,15.0,MARC-geo_only,2020-07-05 21:19:33.329927,0.6436453323867634,0.9545674531155475,0.9881427707199032,0.9483689086275557,0.955793587662143,0.9481782087887468,1.0,0.48537930324452566,0.931294225062771,0.9746633188769688,0.9194942342848272,0.9324935195195649,0.9205849315789076,0.0
OURS,16.0,MARC-geo_only,2020-07-05 21:20:13.916314,0.6006562289871451,0.958076225045372,0.9889897156684816,0.95190726964684,0.9585393650944081,0.9521553299406652,1.0,0.46614234593327636,0.933348550559233,0.9755763524309519,0.9208109229891793,0.9345685044599122,0.9223337962795795,1.0
OURS,17.0,MARC-geo_only,2020-07-05 21:20:54.732669,0.5973269545015103,0.9607985480943738,0.9901996370235935,0.9553987809399693,0.9628573954163269,0.9545381855970531,1.0,0.46545101458339,0.936544167998174,0.9762611275964391,0.9270091557948328,0.9384570948842741,0.9270264485625932,1.0
OURS,18.0,MARC-geo_only,2020-07-05 21:21:35.587051,0.576850304954065,0.9614035087719298,0.9898971566848155,0.9555467411249464,0.9610861838782192,0.9559335653428644,1.0,0.44500363900274537,0.9379137183291486,0.9787719698698927,0.9284128958400949,0.9399802098641573,0.9290377404835236,1.0
OURS,19.0,MARC-geo_only,2020-07-05 21:22:16.457733,0.5571778199201054,0.9644888082274652,0.9912280701754386,0.959905757576626,0.9653436951283446,0.9591211548112099,1.0,0.4534209240682864,0.9404245606026022,0.97945674503538,0.9296403012384875,0.9416813970277825,0.9293961449081931,1.0
OURS,20.0,MARC-geo_only,2020-07-05 21:22:57.338959,0.5509476307155289,0.9629159104658197,0.9916515426497278,0.9579030923154028,0.9639347638954234,0.9577102926858313,0.0,0.4378905613736403,0.9392832686601232,0.9790002282583885,0.9290023276773854,0.942527341185208,0.9306891791831551,0.0
OURS,21.0,MARC-geo_only,2020-07-05 21:23:38.161594,0.5318464487304272,0.9673926194797338,0.9925589836660617,0.9639380975747649,0.9682882004875965,0.9632820841719207,1.0,0.4221258604126525,0.9417941109335768,0.9792284866468842,0.9325353047850375,0.943094424933546,0.9325191486336064,1.0
