method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-05 17:13:53.201651,20.127677968720032,0.10375173691523853,0.26887447892542843,0.04969368245285109,0.055158129765101656,0.07228680370365691,1.0,8.800044600263194,0.09594460929772503,0.27596439169139464,0.03863118913898409,0.03911835014790625,0.06367063492063492,1.0
OURS,2.0,MARC-geo_only,2020-07-05 17:13:55.916594,6.231574229036784,0.2658638258452988,0.4888837424733673,0.15475408834251775,0.17117011258675865,0.19534158633973647,1.0,4.455828386055845,0.27101879327398615,0.4807121661721068,0.15794417115395695,0.16437745851827829,0.1960277777777778,1.0
OURS,3.0,MARC-geo_only,2020-07-05 17:13:58.644125,4.279026283274762,0.445113478462251,0.6658175081056045,0.3084250307278681,0.35078737672897276,0.3496886343208038,1.0,3.2371091821427163,0.437190900098912,0.6508407517309595,0.28852447717337426,0.30089049670659573,0.33516666666666667,1.0
OURS,4.0,MARC-geo_only,2020-07-05 17:14:01.523935,3.533417207656938,0.5474756831866605,0.7760537285780454,0.43342398971100143,0.4904312000022801,0.4662971006603174,1.0,2.5502812114832545,0.5272007912957468,0.7537091988130564,0.40341354275329794,0.4171026171208309,0.4448042328042328,1.0
OURS,5.0,MARC-geo_only,2020-07-05 17:14:04.244782,2.999355904864956,0.6104678091709125,0.826308476146364,0.519353531914535,0.5616370749062979,0.545271687992447,1.0,2.1462143910744778,0.6063303659742829,0.8090999010880316,0.49925546561518425,0.5156233838284472,0.5375727513227513,1.0
OURS,6.0,MARC-geo_only,2020-07-05 17:14:07.001030,2.647607729577422,0.6811023622047244,0.8619731357109773,0.6059665721701577,0.6534140761433533,0.625605176408256,1.0,1.865529703457207,0.6577645895153313,0.8387734915924827,0.5661674099697657,0.5844727430951114,0.5982116402116402,1.0
OURS,7.0,MARC-geo_only,2020-07-05 17:14:09.818775,2.3527220156856465,0.729504400185271,0.8876794812413155,0.6691861973803835,0.7196663274013679,0.6836398314152262,1.0,1.6791686860791064,0.7032640949554896,0.8644906033630069,0.6264966605489676,0.6429825513361319,0.6573597883597884,1.0
OURS,8.0,MARC-geo_only,2020-07-05 17:14:12.547075,2.1386387532041162,0.7438628994905049,0.8967114404817045,0.6869690914670065,0.7414530896206031,0.7026974486330994,1.0,1.5539814786788382,0.7270029673590505,0.8694362017804155,0.6490020619878071,0.657666028058056,0.6817896825396825,1.0
OURS,9.0,MARC-geo_only,2020-07-05 17:14:15.296786,1.9707953440695793,0.770032422417786,0.9078276980083372,0.7212365686953114,0.776380567690129,0.7320762309037534,1.0,1.4715845139161061,0.7368941641938674,0.8733926805143423,0.6687038560040298,0.6835673384349854,0.6967195767195767,1.0
OURS,10.0,MARC-geo_only,2020-07-05 17:14:18.045438,1.8482420355040148,0.7869383974062065,0.9168596572487263,0.7384785668680895,0.7891535414570785,0.7513050427037755,1.0,1.3896708493180845,0.7566765578635015,0.8783382789317508,0.6946586810899853,0.7146448490593228,0.7206044973544975,1.0
OURS,11.0,MARC-geo_only,2020-07-05 17:14:20.801797,1.7434450429365997,0.7950440018527096,0.9270495599814729,0.7530514688199881,0.8099169726947888,0.7639840548930613,1.0,1.3270733766810476,0.7734915924826904,0.887240356083086,0.7083047647971796,0.7129879472379472,0.7371507936507936,1.0
OURS,12.0,MARC-geo_only,2020-07-05 17:14:23.528750,1.643248386215203,0.8198239925891616,0.9400185270958777,0.7871267317727748,0.8407279090333115,0.7908285873921429,1.0,1.2630599996574319,0.7853610286844708,0.8991097922848664,0.7333929156785195,0.750460076960077,0.7522473544973545,1.0
OURS,13.0,MARC-geo_only,2020-07-05 17:14:26.337361,1.5851066399084413,0.8165817508105604,0.9411764705882353,0.786248006773906,0.8519301203144375,0.7882091673438383,0.0,1.2302458056356504,0.7833827893175074,0.8931750741839762,0.7298460459557128,0.7413134920634921,0.7485899470899471,0.0
OURS,14.0,MARC-geo_only,2020-07-05 17:14:29.085659,1.4957625401025572,0.8364983788791107,0.9504400185270959,0.8084084753374841,0.8665459276989327,0.8118439552012955,1.0,1.1821093422486921,0.8021760633036598,0.9020771513353115,0.7535321714462581,0.7675311447811448,0.7748544973544974,1.0
OURS,15.0,MARC-geo_only,2020-07-05 17:14:31.836953,1.4587690215135074,0.8446039833256137,0.9539138490041686,0.8224475862237199,0.8767879652301318,0.8202141636150229,1.0,1.1445427340640513,0.7952522255192879,0.9090009891196835,0.7513409596366252,0.7719838494838496,0.767160052910053,0.0
OURS,16.0,MARC-geo_only,2020-07-05 17:14:34.575457,1.3420436205605546,0.8524779990736452,0.9564613246873552,0.8293480954833138,0.8813227858397708,0.8294022703847621,1.0,1.1100610271759486,0.7972304648862513,0.9030662710187932,0.7516426229977179,0.7625147907647909,0.7721507936507936,0.0
OURS,17.0,MARC-geo_only,2020-07-05 17:14:37.333514,1.3023209696072238,0.8652153774895786,0.9601667438628995,0.8473828564420306,0.8882252924236673,0.8451085602971626,1.0,1.078243420220742,0.8130563798219584,0.9099901088031652,0.7756598488084556,0.7917946127946127,0.7923492063492064,1.0
OURS,18.0,MARC-geo_only,2020-07-05 17:14:40.060399,1.285177025655841,0.8656785548865216,0.9592403890690134,0.8487698266012493,0.8850686808225896,0.8473794857040456,1.0,1.072561944981357,0.8100890207715133,0.9109792284866469,0.7727964477877656,0.7912906445406446,0.7885119047619047,0.0
OURS,19.0,MARC-geo_only,2020-07-05 17:14:42.808603,1.2332006670248183,0.88073182028717,0.9659564613246874,0.8632315516991502,0.8928750640805799,0.8639207984997671,1.0,1.0416604129544116,0.8160237388724035,0.9060336300692384,0.7785889881781322,0.7927084952084952,0.795984126984127,1.0
OURS,20.0,MARC-geo_only,2020-07-05 17:14:45.564182,1.1767042816761966,0.8849004168596573,0.968040759610931,0.8735629246722224,0.9077785498314012,0.8711574931911185,1.0,1.023982355903565,0.8120672601384767,0.9159248269040554,0.7803408094600044,0.7994533429533429,0.7958452380952381,0.0
OURS,21.0,MARC-geo_only,2020-07-05 17:14:48.299261,1.1812532983371757,0.890226956924502,0.968503937007874,0.8791170245300418,0.914358400650397,0.8751267335900877,1.0,1.0139299810345401,0.8160237388724035,0.9159248269040554,0.7783394115593604,0.7936426166426167,0.794515873015873,0.0
OURS,22.0,MARC-geo_only,2020-07-05 17:14:51.023255,1.1118461983576038,0.8920796665122742,0.9701250578971746,0.8788475371601104,0.9054217559187837,0.8771261985881457,1.0,1.0087348459736176,0.8239366963402571,0.9149357072205737,0.7919521805450597,0.8046752044252045,0.8074801587301588,1.0
OURS,23.0,MARC-geo_only,2020-07-05 17:14:53.760966,1.0858235771648306,0.8985641500694767,0.9724409448818898,0.8885445468128714,0.914102207697629,0.885106844010056,1.0,0.9818859475302767,0.8288822947576657,0.9179030662710188,0.7962109377550555,0.8089828042328042,0.8134285714285714,1.0
OURS,24.0,MARC-geo_only,2020-07-05 17:14:56.513319,1.0724085551160747,0.8981009726725335,0.9752200092635479,0.8889594376349972,0.9232423775558725,0.8830779211007719,0.0,0.9887628900780758,0.8239366963402571,0.9159248269040554,0.791190715209271,0.8078433140933141,0.807515873015873,0.0
