method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-06 04:05:01.787219,9.451712906737358,0.40782089904896923,0.6980920314253648,0.2951717141177792,0.3446834436627214,0.3418890540908241,1.0,3.3529438480308222,0.4020592667001507,0.6993972877950778,0.29259311173656355,0.3268471896246583,0.33600196657425574,1.0
OURS,2.0,MARC-geo_only,2020-07-06 04:05:41.269086,3.1415991329936945,0.7131549412251167,0.897572213361687,0.6261089257409813,0.673202129970055,0.655455974137337,1.0,1.7486771913942292,0.7034153691612255,0.8897538925163234,0.6156265542730658,0.652808253356442,0.6463108232686546,1.0
OURS,3.0,MARC-geo_only,2020-07-06 04:06:20.811196,2.1221217651982354,0.8260972296060015,0.9432335046370134,0.7766102084239751,0.8220348021697637,0.7886980002969195,1.0,1.217999544621472,0.8106479156202913,0.9314414866901055,0.7547707940046123,0.7829565301818158,0.7709405665730967,1.0
OURS,4.0,MARC-geo_only,2020-07-06 04:07:00.274161,1.6073635647291131,0.8692185007974481,0.9610727154586803,0.830950776570908,0.861315015219491,0.8380522374938596,1.0,0.9696383268494273,0.850828729281768,0.9512807634354595,0.8086487256122576,0.8346827376928292,0.8171545377870679,1.0
OURS,5.0,MARC-geo_only,2020-07-06 04:07:39.806480,1.3390798747902168,0.8900702935790655,0.9676295114891607,0.8618780029459779,0.8917573652062601,0.8650288177078518,1.0,0.8302838867600392,0.8731793068809643,0.9580612757408338,0.8400052367943591,0.863183448504143,0.8471985956925716,1.0
OURS,6.0,MARC-geo_only,2020-07-06 04:08:19.308783,1.1531289475435516,0.9099769626085416,0.9717644279047788,0.8887524568589722,0.909717530027148,0.8901737827989882,1.0,0.7261602934253449,0.886991461577097,0.9620793571069814,0.8616396834032937,0.8853471090226938,0.8656442397406253,1.0
OURS,7.0,MARC-geo_only,2020-07-06 04:08:58.877128,1.0195522478653625,0.9197826215370075,0.9753677122098174,0.9034052607923609,0.9197518604088267,0.9045336853750574,1.0,0.690088664120253,0.8982923154193873,0.963837267704671,0.8786126368004866,0.8995717160493915,0.8825338316302171,1.0
OURS,8.0,MARC-geo_only,2020-07-06 04:09:38.391759,0.9258922450941998,0.926930119912576,0.9774942406521354,0.9130791118783368,0.9253930017136043,0.9142562904060085,1.0,0.6434540773743305,0.9053239578101456,0.9663485685585133,0.8887323325244193,0.9083510309413924,0.8920800194896581,1.0
OURS,9.0,MARC-geo_only,2020-07-06 04:10:18.088430,0.8438650392741008,0.932896213597968,0.9800342607360151,0.9206163527232107,0.9319036875064789,0.9216730134708216,1.0,0.5850069959938436,0.9075841285786037,0.9673530889000502,0.8903956491094304,0.9089631335866276,0.8929401923377827,1.0
OURS,10.0,MARC-geo_only,2020-07-06 04:10:57.686796,0.8086245200801455,0.9409888357256778,0.98180636777128,0.9312384282286865,0.9416263225458689,0.9312179281159566,1.0,0.5650861290218482,0.9183827222501255,0.9696132596685083,0.9043979395749127,0.9194716778618175,0.9066103630862667,1.0
OURS,11.0,MARC-geo_only,2020-07-06 04:11:37.311998,0.7462880440376283,0.9444739795616989,0.9839328962135979,0.9346422294380794,0.9450175687087075,0.9350353710458336,1.0,0.5292529059917348,0.9201406328478152,0.9711200401808137,0.9058999694039152,0.9193239714324053,0.9082976037795315,1.0
