method,epoch,dataset,timestamp,train_loss,train_acc,train_acc_top5,train_f1_macro,train_prec_macro,train_rec_macro,train_acc_up,test_loss,test_acc,test_acc_top5,test_f1_macro,test_prec_macro,test_rec_macro,test_acc_up
OURS,1.0,MARC-geo_only,2020-07-05 23:04:06.452395,9.529401405778511,0.41119528619528617,0.6827200577200577,0.2922265826246798,0.3400554019679842,0.3473263323214651,1.0,3.4307485014569346,0.4078055620472073,0.6800654358494975,0.28672534514345216,0.31221938283353534,0.34462438498583076,1.0
OURS,2.0,MARC-geo_only,2020-07-05 23:04:44.816699,3.178953569516819,0.7160894660894661,0.892977392977393,0.6263102746431521,0.6848040862180114,0.6546323773893052,1.0,1.7546247912500752,0.7057723767235335,0.8887590558541716,0.6189012739879256,0.6544064889724392,0.6476664176965382,1.0
OURS,3.0,MARC-geo_only,2020-07-05 23:05:23.611830,2.119616199996163,0.8184223184223184,0.9422799422799423,0.7632972448777652,0.8061385468565558,0.7786514326838493,1.0,1.2139418127938502,0.8109371348445898,0.9354989483524188,0.753732928888811,0.7805256416358682,0.7718951508108135,1.0
OURS,4.0,MARC-geo_only,2020-07-05 23:06:02.288489,1.6341290351230975,0.8653198653198653,0.9603775853775853,0.8265457221562058,0.8659113266203879,0.8336313913569985,1.0,0.9565126908162566,0.8553400327179248,0.9546623042767002,0.8116779541606907,0.836987549456661,0.8224857471845424,1.0
OURS,5.0,MARC-geo_only,2020-07-05 23:06:41.133138,1.339109083332082,0.8938792688792688,0.9684944684944685,0.8678021856182644,0.899623647248493,0.8709021410948413,1.0,0.7894976927064573,0.8896938537041365,0.9621406870764198,0.8627284677787618,0.8873295844442195,0.8672968709113288,1.0
OURS,6.0,MARC-geo_only,2020-07-05 23:07:20.189398,1.1642060755192516,0.9078884078884079,0.9725228475228476,0.8904877777037171,0.9137201477673285,0.8916739283474998,1.0,0.7080488833179817,0.8983407338163122,0.9661135779387707,0.8798906533927615,0.9085883201254904,0.8818285908647355,1.0
OURS,7.0,MARC-geo_only,2020-07-05 23:07:58.656307,1.0295492163812272,0.918951418951419,0.9769721019721019,0.9049025013091672,0.9200428273285963,0.9047236745880655,1.0,0.6523012105035124,0.9097920074783828,0.9691516709511568,0.8919030323299867,0.9080015982476444,0.8949186355812861,1.0
OURS,8.0,MARC-geo_only,2020-07-05 23:08:37.471443,0.9440622836021691,0.9277898027898028,0.9788359788359788,0.916011478868271,0.9287216085510069,0.916000910959354,1.0,0.577834289481802,0.922879177377892,0.9700864688011217,0.908197565222967,0.9216770144835346,0.9106728668475657,1.0
OURS,9.0,MARC-geo_only,2020-07-05 23:09:16.140475,0.8665418151825194,0.9338624338624338,0.9808802308802309,0.9228020889807736,0.9357669343553863,0.9218313588694066,1.0,0.5549059485575673,0.9261509698527693,0.9707875671885955,0.913800720238039,0.929831655961174,0.9143773673894157,1.0
OURS,10.0,MARC-geo_only,2020-07-05 23:09:54.839628,0.8045127959478469,0.9383116883116883,0.9818422318422318,0.9285463929146498,0.9398790382407693,0.9285681426094916,1.0,0.5303569091455657,0.9284879644776817,0.9724234634260341,0.9169152186318732,0.929439619459995,0.9180113171077026,1.0
OURS,11.0,MARC-geo_only,2020-07-05 23:10:33.427889,0.751819357139781,0.9451659451659452,0.9844877344877345,0.9372290113609186,0.9440471628927013,0.9366741054857353,1.0,0.5180342920920258,0.931759756952559,0.9740593596634728,0.9215805528995077,0.9316897435558612,0.9225696826600441,1.0
